time,dayofyr,crpval,agcacc,bgcjacc,bgcmacc,cgrain,egrain(N),egrain(P),egrain(S),crmvst,ermvst(N),ermvst(P),ermvst(S),cstraw,estraw(N),estraw(P),estraw(S),stdstraw,estdstraw(N),estdstraw(P),estdstraw(S),addsdc,addsde(N),addsde(P),addsde(S),resid,reside(N),reside(P),reside(S),irrapp,fertapp(N),fertapp(P),fertapp(S),afertapp(N),afertapp(P),afertapp(S),omadapp,omaeapp(N),omaeapp(P),omaeapp(S),strmac(1),strmac(2),strmac(3),strmac(4),strmac(5),strmac(6),strmac(7),strmac(8),cgracc,egracc(N),egracc(P),egracc(S),accrst,accrste(N),accrste(P),accrste(S),ctubesj,etubesj(N),etubesj(P),etubesj(S),ctubesm,etubesm(N),etubesm(P),etubesm(S),srfclittrj,esrfclittrj(N),esrfclittrj(P),esrfclittrj(S),soillittrj,esoillittrj(N),esoillittrj(P),esoillittrj(S),srfclittrm,esrfclittrm(N),esrfclittrm(P),esrfclittrm(S),soillittrm,esoillittrm(N),esoillittrm(P),esoillittrm(S)
2022.50,205,'W4EG70',1.7890,1.5785,0.0831,0.9820,0.0633,0.0000,0.0000,0.6052,0.0134,0.0000,0.0000,0.6052,0.0134,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0403,0.0009,0.0000,0.0000,0.1614,0.0036,0.0000,0.0000,0.0000,7.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,19.0519,3.8985,0.0000,0.0000,0.1257,0.0085,0.0000,0.0000,0.9820,0.0633,0.0000,0.0000,0.6052,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1705,0.0037,0.0000,0.0000,1.0473,0.0226,0.0000,0.0000,0.0468,0.0010,0.0000,0.0000,0.2874,0.0062,0.0000,0.0000
2023.75,303,'C822',537.8511,173.7408,9.1443,333.4677,7.8587,0.0000,0.0000,153.2875,1.6503,0.0000,0.0000,153.2875,1.6503,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.2192,0.1100,0.0000,0.0000,40.8767,0.4401,0.0000,0.0000,0.0000,14.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,17.7741,1.3240,0.0000,0.0000,0.2051,0.0124,0.0000,0.0000,333.4677,7.8587,0.0000,0.0000,153.2875,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.6296,0.4313,0.0000,0.0000,126.7250,2.6495,0.0000,0.0000,4.3404,0.0912,0.0000,0.0000,26.6626,0.5604,0.0000,0.0000
2024.75,292,'SYBN100',132.6504,34.2924,1.8049,59.2225,7.6016,0.0000,0.0000,55.0710,2.1486,0.0000,0.0000,55.0710,2.1486,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.6714,0.1432,0.0000,0.0000,14.6856,0.5729,0.0000,0.0000,0.0000,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,19.8002,1.3132,0.0000,0.0000,0.4975,0.0220,0.0000,0.0000,59.2225,7.6016,0.0000,0.0000,55.0710,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.2827,0.1297,0.0000,0.0000,20.1651,0.7965,0.0000,0.0000,0.7889,0.0306,0.0000,0.0000,4.8463,0.1878,0.0000,0.0000
2025.50,205,'W4EG70',305.9279,108.5569,5.7135,165.7555,4.4526,0.0000,0.0000,105.1293,0.9672,0.0000,0.0000,105.1293,0.9672,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0086,0.0645,0.0000,0.0000,28.0345,0.2579,0.0000,0.0000,0.0000,7.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.5312,0.3462,0.0000,0.0000,0.0562,0.0026,0.0000,0.0000,165.7555,4.4526,0.0000,0.0000,105.1293,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.0564,0.2878,0.0000,0.0000,86.3464,1.7677,0.0000,0.0000,1.7088,0.0353,0.0000,0.0000,10.4969,0.2170,0.0000,0.0000
2026.75,303,'C822',614.6063,190.9172,10.0483,381.0559,8.7533,0.0000,0.0000,175.1628,1.8382,0.0000,0.0000,175.1628,1.8382,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.6775,0.1225,0.0000,0.0000,46.7101,0.4902,0.0000,0.0000,0.0000,14.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,25.7783,1.0806,0.0000,0.0000,0.3365,0.0148,0.0000,0.0000,381.0559,8.7533,0.0000,0.0000,175.1628,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,22.4292,0.4722,0.0000,0.0000,137.7793,2.9005,0.0000,0.0000,4.8800,0.1031,0.0000,0.0000,29.9770,0.6336,0.0000,0.0000
2027.75,292,'SYBN100',150.1211,42.2804,2.2253,58.9114,7.9633,0.0000,0.0000,68.4073,2.7986,0.0000,0.0000,68.4073,2.7986,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.5605,0.1866,0.0000,0.0000,18.2419,0.7463,0.0000,0.0000,0.0000,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.7701,0.7676,0.0000,0.0000,0.1322,0.0064,0.0000,0.0000,58.9114,7.9633,0.0000,0.0000,68.4073,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.8776,0.1551,0.0000,0.0000,23.8195,0.9528,0.0000,0.0000,0.9982,0.0393,0.0000,0.0000,6.1316,0.2416,0.0000,0.0000
2028.50,205,'W4EG70',363.1039,88.9547,4.6818,199.4679,4.9461,0.0000,0.0000,122.7270,1.0415,0.0000,0.0000,122.7270,1.0415,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.1818,0.0694,0.0000,0.0000,32.7272,0.2777,0.0000,0.0000,0.0000,7.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.7980,0.9792,0.0000,0.0000,0.0574,0.0029,0.0000,0.0000,199.4679,4.9461,0.0000,0.0000,122.7270,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.4401,0.2279,0.0000,0.0000,70.2748,1.4002,0.0000,0.0000,1.4612,0.0295,0.0000,0.0000,8.9761,0.1811,0.0000,0.0000
2029.75,303,'C822',534.1951,168.8911,8.8890,331.2010,8.1038,0.0000,0.0000,152.2456,1.7018,0.0000,0.0000,152.2456,1.7018,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.1497,0.1135,0.0000,0.0000,40.5988,0.4538,0.0000,0.0000,0.0000,14.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,37.2122,2.4689,0.0000,0.0000,0.5789,0.0280,0.0000,0.0000,331.2010,8.1038,0.0000,0.0000,152.2456,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.4006,0.4355,0.0000,0.0000,125.3181,2.6752,0.0000,0.0000,3.9067,0.0841,0.0000,0.0000,23.9982,0.5164,0.0000,0.0000
2030.75,292,'SYBN100',224.3306,47.0663,2.4772,100.9488,12.1538,0.0000,0.0000,92.5364,3.3857,0.0000,0.0000,92.5364,3.3857,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.1691,0.2257,0.0000,0.0000,24.6764,0.9029,0.0000,0.0000,0.0000,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,21.8320,0.1620,0.0000,0.0000,0.4155,0.0181,0.0000,0.0000,100.9488,12.1538,0.0000,0.0000,92.5364,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.5090,0.1826,0.0000,0.0000,27.6982,1.1215,0.0000,0.0000,1.1122,0.0444,0.0000,0.0000,6.8323,0.2727,0.0000,0.0000
2031.50,205,'W4EG70',270.8901,110.2247,5.8013,148.7182,3.8564,0.0000,0.0000,91.6289,0.8132,0.0000,0.0000,91.6289,0.8132,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.1086,0.0542,0.0000,0.0000,24.4344,0.2169,0.0000,0.0000,0.0000,7.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.6211,0.9968,0.0000,0.0000,0.0336,0.0016,0.0000,0.0000,148.7182,3.8564,0.0000,0.0000,91.6289,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.0900,0.2810,0.0000,0.0000,86.5528,1.7259,0.0000,0.0000,1.8657,0.0375,0.0000,0.0000,11.4606,0.2303,0.0000,0.0000
2032.75,303,'C822',561.4061,174.8503,9.2026,348.0718,8.1784,0.0000,0.0000,160.0007,1.7175,0.0000,0.0000,160.0007,1.7175,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.6667,0.1145,0.0000,0.0000,42.6669,0.4580,0.0000,0.0000,0.0000,14.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,31.3952,2.0798,0.0000,0.0000,0.7920,0.0407,0.0000,0.0000,348.0718,8.1784,0.0000,0.0000,160.0007,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,21.1229,0.4431,0.0000,0.0000,129.7547,2.7218,0.0000,0.0000,4.0568,0.0860,0.0000,0.0000,24.9203,0.5283,0.0000,0.0000
2033.75,292,'SYBN100',185.3461,43.9995,2.3158,78.2908,9.8227,0.0000,0.0000,80.2915,3.0612,0.0000,0.0000,80.2915,3.0612,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.3528,0.2041,0.0000,0.0000,21.4111,0.8163,0.0000,0.0000,0.0000,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,27.0567,1.0503,0.0000,0.0000,0.1948,0.0094,0.0000,0.0000,78.2908,9.8227,0.0000,0.0000,80.2915,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0787,0.1636,0.0000,0.0000,25.0548,1.0047,0.0000,0.0000,1.0688,0.0421,0.0000,0.0000,6.5656,0.2588,0.0000,0.0000
2034.50,205,'W4EG70',365.7544,86.0854,4.5308,201.1353,4.9474,0.0000,0.0000,123.4643,1.0393,0.0000,0.0000,123.4643,1.0393,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.2310,0.0693,0.0000,0.0000,32.9238,0.2771,0.0000,0.0000,0.0000,7.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,19.5449,0.8558,0.0000,0.0000,0.0462,0.0021,0.0000,0.0000,201.1353,4.9474,0.0000,0.0000,123.4643,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.9116,0.2164,0.0000,0.0000,67.0285,1.3291,0.0000,0.0000,1.5676,0.0314,0.0000,0.0000,9.6294,0.1929,0.0000,0.0000
2035.75,303,'C822',596.3503,165.1909,8.6943,369.7372,8.7821,0.0000,0.0000,169.9598,1.8442,0.0000,0.0000,169.9598,1.8442,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.3307,0.1229,0.0000,0.0000,45.3226,0.4918,0.0000,0.0000,0.0000,14.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,29.2110,0.9405,0.0000,0.0000,0.3335,0.0158,0.0000,0.0000,369.7372,8.7821,0.0000,0.0000,169.9598,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,19.6598,0.4187,0.0000,0.0000,120.7675,2.5723,0.0000,0.0000,4.0975,0.0878,0.0000,0.0000,25.1702,0.5396,0.0000,0.0000
2036.75,292,'SYBN100',176.3869,42.6361,2.2440,77.7915,9.6222,0.0000,0.0000,73.9465,2.7806,0.0000,0.0000,73.9465,2.7806,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.9298,0.1854,0.0000,0.0000,19.7191,0.7415,0.0000,0.0000,0.0000,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,59.6604,1.4165,0.0000,0.0000,0.4290,0.0203,0.0000,0.0000,77.7915,9.6222,0.0000,0.0000,73.9465,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0674,0.1627,0.0000,0.0000,24.9853,0.9991,0.0000,0.0000,1.0070,0.0396,0.0000,0.0000,6.1858,0.2434,0.0000,0.0000
