X,Y,profile_id,profile_layer_id,country_name,upper_depth,lower_depth,layer_name,litter,orgc_value,orgc_value_avg,orgc_method,orgc_date,orgc_dataset_id,orgc_profile_code,orgc_licence
-101.856941199999,33.353054,176394,845669,United States of America,54,77,Bt2,0,"{1:6.50,2:6.50}",6.5,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1995-7-10,2:1995-7-10}",US-NCSS,95P0872,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.856941199999,33.353054,176394,845670,United States of America,77,102,Bt3,0,"{1:2.50,2:2.50}",2.5,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1995-7-10,2:1995-7-10}",US-NCSS,95P0872,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.856941199999,33.353054,176394,845671,United States of America,102,114,Btk1,0,"{1:2.60,2:2.60}",2.6,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1995-7-10,2:1995-7-10}",US-NCSS,95P0872,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.856941199999,33.353054,176394,845673,United States of America,144,159,Btk3,0,"{1:1.30,2:1.30}",1.3,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1995-7-10,2:1995-7-10}",US-NCSS,95P0872,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.856941199999,33.353054,176394,845674,United States of America,159,219,Btk4,0,"{1:0.60,2:0.60}",0.6,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1995-7-10,2:1995-7-10}",US-NCSS,95P0872,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.856941199999,33.353054,176394,845675,United States of America,219,285,2Btk5,0,"{1:0.70,2:0.70}",0.7,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1995-7-10,2:1995-7-10}",US-NCSS,95P0872,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.0736084,33.1208344,176395,845680,United States of America,127,143,Bt1,0,"{1:1.20,2:1.20}",1.2,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1995-7-11,2:1995-7-11}",US-NCSS,95P0873,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.0736084,33.1208344,176395,845684,United States of America,225,258,2Bt5,0,"{1:0.40,2:0.40}",0.4,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1995-7-11,2:1995-7-11}",US-NCSS,95P0873,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.0736084,33.1208344,176395,845685,United States of America,258,316,2Bt6,0,"{1:0.40,2:0.40}",0.4,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1995-7-11,2:1995-7-11}",US-NCSS,95P0873,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.998054499999,33.1333351,176396,845689,United States of America,0,34,Ap,0,"{1:1.10,2:1.10}",1.1,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1995-7-11,2:1995-7-11}",US-NCSS,95P0874,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.998054499999,33.1333351,176396,845690,United States of America,34,54,Bt1,0,"{1:3.20,2:3.20}",3.2,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1995-7-11,2:1995-7-11}",US-NCSS,95P0874,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.998054499999,33.1333351,176396,845691,United States of America,54,72,Bt2,0,"{1:2.10,2:2.10}",2.1,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1995-7-11,2:1995-7-11}",US-NCSS,95P0874,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.998054499999,33.1333351,176396,845695,United States of America,188,258,2Btk2,0,"{1:0.70,2:0.70}",0.7,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1995-7-11,2:1995-7-11}",US-NCSS,95P0874,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.998054499999,33.1333351,176396,845696,United States of America,258,298,2Btk3,0,"{1:0.70,2:0.70}",0.7,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1995-7-11,2:1995-7-11}",US-NCSS,95P0874,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.998054499999,33.1333351,176396,845697,United States of America,298,322,2Btk4,0,"{1:0.80,2:0.80}",0.8,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1995-7-11,2:1995-7-11}",US-NCSS,95P0874,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.998054499999,33.1333351,176396,845699,United States of America,374,399,2Btk6,0,"{1:0.70,2:0.70}",0.7,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1995-7-11,2:1995-7-11}",US-NCSS,95P0874,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.998054499999,33.1333351,176396,845700,United States of America,399,426,2Btk7,0,"{1:0.30,2:0.30}",0.3,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1995-7-11,2:1995-7-11}",US-NCSS,95P0874,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.1191635,33.1263885,176397,845703,United States of America,28,40,A3,0,"{1:2.80,2:2.80}",2.8,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1995-7-12,2:1995-7-12}",US-NCSS,95P0875,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.1191635,33.1263885,176397,845704,United States of America,40,60,Bw1,0,"{1:3.70,2:3.70}",3.7,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1995-7-12,2:1995-7-12}",US-NCSS,95P0875,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.1191635,33.1263885,176397,845706,United States of America,92,112,Bw3,0,"{1:2.20,2:2.20}",2.2,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1995-7-12,2:1995-7-12}",US-NCSS,95P0875,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.1191635,33.1263885,176397,845708,United States of America,151,196,Bk2,0,"{1:0.40,2:0.40}",0.4,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1995-7-12,2:1995-7-12}",US-NCSS,95P0875,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.1191635,33.1263885,176397,845710,United States of America,235,270,C1,0,"{1:1.30,2:1.30}",1.3,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1995-7-12,2:1995-7-12}",US-NCSS,95P0875,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.1191635,33.1263885,176397,845713,United States of America,326,368,4C4,0,"{1:0.80,2:0.80}",0.8,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1995-7-12,2:1995-7-12}",US-NCSS,95P0875,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.1191635,33.1263885,176397,845715,United States of America,386,434,6C6,0,"{1:0.70,2:0.70}",0.7,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1995-7-12,2:1995-7-12}",US-NCSS,95P0875,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.1191635,33.1263885,176397,845716,United States of America,434,452,7C7,0,"{1:0.80,2:0.80}",0.8,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1995-7-12,2:1995-7-12}",US-NCSS,95P0875,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.1372223,33.1258316,176398,845728,United States of America,240,280,3Bk6,0,"{1:1.40,2:1.40}",1.4,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1995-7-12,2:1995-7-12}",US-NCSS,95P0876,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.1372223,33.1258316,176398,845730,United States of America,320,393,4Bk,0,"{1:0.80,2:0.80}",0.8,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1995-7-12,2:1995-7-12}",US-NCSS,95P0876,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.1372223,33.1258316,176398,845731,United States of America,393,419,5A,0,"{1:0.60,2:0.60}",0.6,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1995-7-12,2:1995-7-12}",US-NCSS,95P0876,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.1372223,33.1258316,176398,845734,United States of America,500,528,5Bk2,0,"{1:1.40,2:1.40}",1.4,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1995-7-12,2:1995-7-12}",US-NCSS,95P0876,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.1372223,33.1258316,176398,845735,United States of America,528,549,5Bk3,0,"{1:1.10,2:1.10}",1.1,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1995-7-12,2:1995-7-12}",US-NCSS,95P0876,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.1372223,33.1258316,176398,845736,United States of America,549,577,5Bk4,0,"{1:0.90,2:0.90}",0.9,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1995-7-12,2:1995-7-12}",US-NCSS,95P0876,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.2052765,33.1244431,176399,845739,United States of America,0,13,A1,0,"{1:4.30,2:4.30}",4.3,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1995-7-13,2:1995-7-13}",US-NCSS,95P0877,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.2052765,33.1244431,176399,845740,United States of America,13,31,A2,0,"{1:1.50,2:1.50}",1.5,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1995-7-13,2:1995-7-13}",US-NCSS,95P0877,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.2052765,33.1244431,176399,845741,United States of America,31,68,Bt1,0,"{1:2.60,2:2.60}",2.6,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1995-7-13,2:1995-7-13}",US-NCSS,95P0877,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.2052765,33.1244431,176399,845742,United States of America,68,102,Bt2,0,"{1:2.10,2:2.10}",2.1,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1995-7-13,2:1995-7-13}",US-NCSS,95P0877,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.2052765,33.1244431,176399,845743,United States of America,102,200,Bt3,0,"{1:1.20,2:1.20}",1.2,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1995-7-13,2:1995-7-13}",US-NCSS,95P0877,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.2052765,33.1244431,176399,845744,United States of America,200,220,Btk1,0,"{1:1.50,2:1.50}",1.5,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1995-7-13,2:1995-7-13}",US-NCSS,95P0877,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.2052765,33.1244431,176399,845748,United States of America,302,344,Bk2,0,"{1:0.90,2:0.90}",0.9,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1995-7-13,2:1995-7-13}",US-NCSS,95P0877,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.2052765,33.1244431,176399,845749,United States of America,344,394,Bk3,0,"{1:0.60,2:0.60}",0.6,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1995-7-13,2:1995-7-13}",US-NCSS,95P0877,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.2052765,33.1244431,176399,845750,United States of America,394,455,2Btk,0,"{1:0.80,2:0.80}",0.8,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1995-7-13,2:1995-7-13}",US-NCSS,95P0877,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.2804718,33.1216927,176400,845751,United States of America,0,10,A1,0,"{1:8.10,2:8.10}",8.1,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1995-7-14,2:1995-7-14}",US-NCSS,95P0878,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.2804718,33.1216927,176400,845753,United States of America,34,75,Bt1,0,"{1:4.60,2:4.60}",4.6,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1995-7-14,2:1995-7-14}",US-NCSS,95P0878,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.2804718,33.1216927,176400,845754,United States of America,75,109,Bt2,0,"{1:3.00,2:3.00}",3,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1995-7-14,2:1995-7-14}",US-NCSS,95P0878,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.2804718,33.1216927,176400,845755,United States of America,109,156,Bt3,0,"{1:1.90,2:1.90}",1.9,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1995-7-14,2:1995-7-14}",US-NCSS,95P0878,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.2804718,33.1216927,176400,845756,United States of America,156,200,Bt4,0,"{1:1.30,2:1.30}",1.3,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1995-7-14,2:1995-7-14}",US-NCSS,95P0878,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.2804718,33.1216927,176400,845757,United States of America,200,210,Bt5,0,"{1:1.00,2:1.00}",1,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1995-7-14,2:1995-7-14}",US-NCSS,95P0878,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.191391,33.2605553,176401,845759,United States of America,10,25,A2,0,"{1:3.20,2:3.20}",3.2,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1995-7-14,2:1995-7-14}",US-NCSS,95P0879,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.191391,33.2605553,176401,845761,United States of America,37,73,Bk2,0,"{1:4.00,2:4.00}",4,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1995-7-14,2:1995-7-14}",US-NCSS,95P0879,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.191391,33.2605553,176401,845762,United States of America,73,91,Bk3,0,"{1:3.00,2:3.00}",3,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1995-7-14,2:1995-7-14}",US-NCSS,95P0879,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.191391,33.2605553,176401,845763,United States of America,91,125,Bk4,0,"{1:2.00,2:2.00}",2,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1995-7-14,2:1995-7-14}",US-NCSS,95P0879,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.191391,33.2605553,176401,845764,United States of America,125,155,Bk5,0,"{1:1.60,2:1.60}",1.6,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1995-7-14,2:1995-7-14}",US-NCSS,95P0879,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.191391,33.2605553,176401,845765,United States of America,155,205,,0,"{1:0.60,2:0.60}",0.6,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1995-7-14,2:1995-7-14}",US-NCSS,95P0879,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.191391,33.2605553,176401,845767,United States of America,242,272,C2,0,"{1:0.80,2:0.80}",0.8,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1995-7-14,2:1995-7-14}",US-NCSS,95P0879,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.191391,33.2605553,176401,845769,United States of America,297,340,2C4,0,"{1:1.30,2:1.30}",1.3,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1995-7-14,2:1995-7-14}",US-NCSS,95P0879,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.6542206,33.1495552,177262,851335,United States of America,20,30,Ap2,0,"{1:8.20,2:8.20}",8.2,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1996-12-12,2:1996-12-12}",US-NCSS,97P0183,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
