X,Y,profile_id,profile_layer_id,country_name,upper_depth,lower_depth,layer_name,litter,orgc_value,orgc_value_avg,orgc_method,orgc_date,orgc_dataset_id,orgc_profile_code,orgc_licence
-101.6666641,33.3083344,149966,674508,United States of America,0,18,Ap,0,"{1:8.70,2:8.70}",8.7,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1953-7-1,2:1953-7-1}",US-NCSS,40A0184,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.6666641,33.3083344,149966,674509,United States of America,18,41,Bt1,0,"{1:7.50,2:7.50}",7.5,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1953-7-1,2:1953-7-1}",US-NCSS,40A0184,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.6666641,33.3083344,149966,674510,United States of America,41,66,Bt2,0,"{1:5.00,2:5.00}",5,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1953-7-1,2:1953-7-1}",US-NCSS,40A0184,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.6666641,33.3083344,149966,674511,United States of America,66,100,Bt3,0,"{1:2.50,2:2.50}",2.5,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1953-7-1,2:1953-7-1}",US-NCSS,40A0184,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.6666641,33.3083344,149966,674512,United States of America,100,150,Bk1,0,"{1:1.50,2:1.50}",1.5,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1953-7-1,2:1953-7-1}",US-NCSS,40A0184,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.6666641,33.3083344,149966,674513,United States of America,150,180,Bk2,0,"{1:0.40,2:0.40}",0.4,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1953-7-1,2:1953-7-1}",US-NCSS,40A0184,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.6666641,33.3083344,149966,674514,United States of America,180,215,Bk3,0,"{1:0.20,2:0.20}",0.2,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1953-7-1,2:1953-7-1}",US-NCSS,40A0184,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.794441199999,33.1749992,153897,704505,United States of America,0,18,Ap,0,"{1:4.60,2:4.60}",4.6,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1953-6-30,2:1953-6-30}",US-NCSS,40A4468,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.794441199999,33.1749992,153897,704506,United States of America,18,51,B1,0,"{1:4.10,2:4.10}",4.1,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1953-6-30,2:1953-6-30}",US-NCSS,40A4468,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.794441199999,33.1749992,153897,704509,United States of America,137,190,Btk,0,"{1:1.70,2:1.70}",1.7,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1953-6-30,2:1953-6-30}",US-NCSS,40A4468,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.9875031,33.2097206,153902,704541,United States of America,0,30,A1,0,"{1:3.50,2:3.50}",3.5,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1953-7-1,2:1953-7-1}",US-NCSS,40A4473,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.9875031,33.2097206,153902,704542,United States of America,30,38,A2,0,"{1:2.90,2:2.90}",2.9,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1953-7-1,2:1953-7-1}",US-NCSS,40A4473,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.9875031,33.2097206,153902,704543,United States of America,38,61,Bt11,0,"{1:7.00,2:7.00}",7,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1953-7-1,2:1953-7-1}",US-NCSS,40A4473,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.9875031,33.2097206,153902,704544,United States of America,61,84,Bt12,0,"{1:4.60,2:4.60}",4.6,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1953-7-1,2:1953-7-1}",US-NCSS,40A4473,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.9875031,33.2097206,153902,704546,United States of America,107,130,Bt22,0,"{1:2.30,2:2.30}",2.3,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1953-7-1,2:1953-7-1}",US-NCSS,40A4473,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.9875031,33.2097206,153902,704547,United States of America,130,170,B,0,"{1:6.70,2:6.70}",6.7,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1953-7-1,2:1953-7-1}",US-NCSS,40A4473,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.0250015,33.2194443,153903,704549,United States of America,0,41,A1,0,"{1:2.90,2:2.90}",2.9,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1953-7-1,2:1953-7-1}",US-NCSS,40A4474,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.0250015,33.2194443,153903,704553,United States of America,107,168,Bt3,0,"{1:1.70,2:1.70}",1.7,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1953-7-1,2:1953-7-1}",US-NCSS,40A4474,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.0250015,33.2194443,153903,704555,United States of America,244,279,Bk,0,"{1:2.30,2:2.30}",2.3,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1953-7-1,2:1953-7-1}",US-NCSS,40A4474,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.7799988,33.1847229,153904,704556,United States of America,0,20,Ap,0,"{1:4.10,2:4.10}",4.1,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1953-6-30,2:1953-6-30}",US-NCSS,40A4475,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.7799988,33.1847229,153904,704557,United States of America,20,51,Bt1,0,"{1:4.10,2:4.10}",4.1,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1953-6-30,2:1953-6-30}",US-NCSS,40A4475,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.7799988,33.1847229,153904,704560,United States of America,102,183,Btk,0,"{1:2.30,2:2.30}",2.3,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1953-6-30,2:1953-6-30}",US-NCSS,40A4475,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.7799988,33.1847229,153904,704561,United States of America,183,244,Bk,0,"{1:1.70,2:1.70}",1.7,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1953-6-30,2:1953-6-30}",US-NCSS,40A4475,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.1633301,32.7988892,153927,704728,United States of America,0,20,A,0,"{1:2.10,2:2.10}",2.1,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1958-10-10,2:1958-10-10}",US-NCSS,40A4498,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.1633301,32.7988892,153927,704729,United States of America,20,76,C1,0,"{1:0.60,2:0.60}",0.6,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1958-10-10,2:1958-10-10}",US-NCSS,40A4498,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.1633301,32.7988892,153927,704730,United States of America,76,165,C2,0,"{1:0.20,2:0.20}",0.2,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1958-10-10,2:1958-10-10}",US-NCSS,40A4498,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.8486099,33.023613,153945,704860,United States of America,0,18,Ap,0,"{1:6.20,2:6.20}",6.2,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1953-7-1,2:1953-7-1}",US-NCSS,40A4517,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.8486099,33.023613,153945,704861,United States of America,18,41,A,0,"{1:7.30,2:7.30}",7.3,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1953-7-1,2:1953-7-1}",US-NCSS,40A4517,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.7430573,33.0708351,153946,704866,United States of America,0,18,Ap,0,"{1:8.50,2:8.50}",8.5,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1953-7-1,2:1953-7-1}",US-NCSS,40A4518,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.7430573,33.0708351,153946,704867,United States of America,18,38,A,0,"{1:6.80,2:6.80}",6.8,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1953-7-1,2:1953-7-1}",US-NCSS,40A4518,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.7430573,33.0708351,153946,704870,United States of America,114,168,Bk2,0,"{1:0.90,2:0.90}",0.9,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1953-7-1,2:1953-7-1}",US-NCSS,40A4518,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.702774,33.3111115,153971,705017,United States of America,0,18,Ap,0,"{1:9.90,2:9.90}",9.9,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1953-7-1,2:1953-7-1}",US-NCSS,40A4543,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.702774,33.3111115,153971,705018,United States of America,18,36,Bt1,0,"{1:11.60,2:11.60}",11.6,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1953-7-1,2:1953-7-1}",US-NCSS,40A4543,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.702774,33.3111115,153971,705019,United States of America,36,66,Bt2,0,"{1:8.70,2:8.70}",8.7,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1953-7-1,2:1953-7-1}",US-NCSS,40A4543,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.702774,33.3111115,153971,705020,United States of America,66,97,Bt3,0,"{1:4.60,2:4.60}",4.6,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1953-7-1,2:1953-7-1}",US-NCSS,40A4543,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.702774,33.3111115,153971,705021,United States of America,97,137,Btk1,0,"{1:2.30,2:2.30}",2.3,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1953-7-1,2:1953-7-1}",US-NCSS,40A4543,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.702774,33.3111115,153971,705022,United States of America,137,183,Btk2,0,"{1:1.70,2:1.70}",1.7,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1953-7-1,2:1953-7-1}",US-NCSS,40A4543,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.7825012,33.3574982,161869,756623,United States of America,38,53,A3,0,"{1:3.50,2:3.50}",3.5,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1981-6-3,2:1981-6-3}",US-NCSS,81P0473,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.7825012,33.3574982,161869,756624,United States of America,53,87,A4,0,"{1:1.70,2:1.70}",1.7,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1981-6-3,2:1981-6-3}",US-NCSS,81P0473,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.7825012,33.3574982,161869,756625,United States of America,87,93,A5,0,"{1:1.60,2:1.60}",1.6,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1981-6-3,2:1981-6-3}",US-NCSS,81P0473,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.7825012,33.3574982,161869,756626,United States of America,93,110,Bt1,0,"{1:2.70,2:2.70}",2.7,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1981-6-3,2:1981-6-3}",US-NCSS,81P0473,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.7825012,33.3574982,161869,756628,United States of America,133,195,Bt3,0,"{1:1.20,2:1.20}",1.2,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1981-6-3,2:1981-6-3}",US-NCSS,81P0473,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.7816696,33.3991661,161870,756634,United States of America,15,30,A2,0,"{1:1.80,2:1.80}",1.8,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1981-6-3,2:1981-6-3}",US-NCSS,81P0474,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.7816696,33.3991661,161870,756635,United States of America,30,45,A3,0,"{1:1.30,2:1.30}",1.3,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1981-6-3,2:1981-6-3}",US-NCSS,81P0474,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.7816696,33.3991661,161870,756636,United States of America,45,74,A4,0,"{1:1.40,2:1.40}",1.4,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1981-6-3,2:1981-6-3}",US-NCSS,81P0474,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.7816696,33.3991661,161870,756637,United States of America,74,83,A5,0,"{1:1.40,2:1.40}",1.4,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1981-6-3,2:1981-6-3}",US-NCSS,81P0474,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.7816696,33.3991661,161870,756639,United States of America,105,140,Bt2,0,"{1:1.50,2:1.50}",1.5,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1981-6-3,2:1981-6-3}",US-NCSS,81P0474,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.7816696,33.3991661,161870,756640,United States of America,140,170,Bt3,0,"{1:1.30,2:1.30}",1.3,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1981-6-3,2:1981-6-3}",US-NCSS,81P0474,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.8155594,33.3033333,166350,781703,United States of America,14,30,E1,0,"{1:1.80,2:1.80}",1.8,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1985-9-3,2:1985-9-3}",US-NCSS,85P0963,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.8155594,33.3033333,166350,781709,United States of America,170,200,Bt4,0,"{1:1.30,2:1.30}",1.3,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1985-9-3,2:1985-9-3}",US-NCSS,85P0963,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.8155594,33.3033333,166350,781713,United States of America,320,350,Bk2,0,"{1:1.10,2:1.10}",1.1,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1985-9-3,2:1985-9-3}",US-NCSS,85P0963,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.8155594,33.3033333,166350,781714,United States of America,350,410,C,0,"{1:0.80,2:0.80}",0.8,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1985-9-3,2:1985-9-3}",US-NCSS,85P0963,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.6380539,33.2830544,175682,841086,United States of America,0,10,Ap,0,"{1:13.30,2:13.30}",13.3,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1994-10-10,2:1994-10-10}",US-NCSS,95P0133,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.6380539,33.2830544,175682,841091,United States of America,120,155,,0,"{1:3.50,2:3.50}",3.5,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1994-10-10,2:1994-10-10}",US-NCSS,95P0133,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.6380539,33.2830544,175682,841092,United States of America,155,200,Bkss,0,"{1:3.00,2:3.00}",3,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1994-10-10,2:1994-10-10}",US-NCSS,95P0133,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.6041641,32.9866676,175683,841093,United States of America,0,13,A,0,"{1:16.40,2:16.40}",16.4,"{""1:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified"",""2:calculation = not specified, detection = not specified, reaction = not specified, sample pretreatment = sieved over 2 mm sieve, temperature = not specified, treatment = not specified""}","{1:1994-10-10,2:1994-10-10}",US-NCSS,95P0134,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
