# Soil Temperature - with Trace Gas Sampling,,,,
#,,,,
# Original Data Source: https://lter.kbs.msu.edu/datatables/167,,,,
# The newest version of the data https://lter.kbs.msu.edu/datatables/167.csv,,,,
# Full EML Metadata: https://lter.kbs.msu.edu/datasets/16.eml,,,,
#,,,,
# These Data are copyrighted and use in a publication requires written permission,,,,
# as detailed in our Terms of use:  https://lter.kbs.msu.edu/data/terms-of-use/,,,,
# Use of the data constitutes acceptance of the terms.,,,,
#,,,,
#     VARIATE TABLE,,,,
"# date		date the measurement was taken",,,,
"# treatment		treatment the measurement was made from",,,,
"# replicate		replicate the measurement was made from",,,,
"# soil_temperature	celsius	soil temperature at 10 cm",,,,
"# year		year the measurement was taken",,,,
#,,,,
#,,,,
#        DATA TABLE CORRECTIONS AND COMMENTS,,,,
#,,,,
#,,,celsius,
date,treatment,replicate,soil_temperature,year
4/16/2010,T7,R1,11.5,2010
4/16/2010,T7,R2,15,2010
4/16/2010,T7,R3,14,2010
4/16/2010,T7,R4,13,2010
4/16/2010,T8,R1,14,2010
4/16/2010,T8,R2,14,2010
4/16/2010,T8,R3,14,2010
4/16/2010,T8,R4,15,2010
4/16/2010,TCF,R1,13,2010
4/16/2010,TCF,R1,13.5,2010
4/16/2010,TCF,R2,13,2010
4/16/2010,TCF,R3,9,2010
4/16/2010,TCF,R3,10,2010
4/16/2010,TDF,R1,13,2010
4/16/2010,TDF,R1,14.5,2010
4/16/2010,TDF,R1,15,2010
4/16/2010,TDF,R2,15,2010
4/16/2010,TDF,R3,13,2010
4/16/2010,TDF,R3,14,2010
4/16/2010,TSF,R1,15,2010
4/16/2010,TSF,R1,15.5,2010
4/16/2010,TSF,R1,17,2010
4/16/2010,TSF,R2,12,2010
4/16/2010,TSF,R2,12.5,2010
4/16/2010,TSF,R3,12,2010
4/16/2010,TSF,R3,13,2010
4/30/2010,T1,R1,16,2010
4/30/2010,T1,R2,13,2010
4/30/2010,T1,R3,15,2010
4/30/2010,T1,R4,16,2010
4/30/2010,T2,R1,10.5,2010
4/30/2010,T2,R2,14,2010
4/30/2010,T2,R3,15,2010
4/30/2010,T2,R4,15,2010
4/30/2010,T3,R1,13,2010
4/30/2010,T3,R2,14,2010
4/30/2010,T3,R3,14,2010
4/30/2010,T3,R4,15,2010
4/30/2010,T4,R1,11,2010
4/30/2010,T4,R2,13.5,2010
4/30/2010,T4,R3,15,2010
4/30/2010,T4,R4,15,2010
4/30/2010,T5,R1,12,2010
4/30/2010,T5,R2,13.5,2010
4/30/2010,T5,R3,14,2010
4/30/2010,T5,R4,15,2010
4/30/2010,T6,R1,10,2010
4/30/2010,T6,R2,10.5,2010
4/30/2010,T6,R3,14,2010
4/30/2010,T6,R4,15,2010
4/30/2010,T7,R1,13,2010
4/30/2010,T7,R2,11,2010
4/30/2010,T7,R3,15,2010
4/30/2010,T7,R4,14,2010
4/30/2010,T8,R1,14,2010
4/30/2010,T8,R2,14,2010
4/30/2010,T8,R3,14,2010
4/30/2010,T8,R4,15,2010
4/30/2010,TCF,R1,15,2010
4/30/2010,TCF,R2,14,2010
4/30/2010,TCF,R2,15,2010
4/30/2010,TCF,R3,12,2010
4/30/2010,TCF,R3,14,2010
4/30/2010,TDF,R1,13,2010
4/30/2010,TDF,R1,15,2010
4/30/2010,TDF,R2,15,2010
4/30/2010,TDF,R2,16,2010
4/30/2010,TDF,R2,18,2010
4/30/2010,TDF,R3,15,2010
4/30/2010,TDF,R3,17,2010
4/30/2010,TSF,R1,19,2010
4/30/2010,TSF,R1,22,2010
4/30/2010,TSF,R2,14,2010
4/30/2010,TSF,R2,16,2010
4/30/2010,TSF,R2,17,2010
4/30/2010,TSF,R3,16,2010
4/30/2010,TSF,R3,17,2010
5/14/2010,T1,R1,11,2010
5/14/2010,T1,R2,15,2010
5/14/2010,T1,R3,12,2010
5/14/2010,T1,R4,14,2010
5/14/2010,T2,R1,12,2010
5/14/2010,T2,R2,11,2010
5/14/2010,T2,R3,12,2010
5/14/2010,T2,R4,12,2010
5/14/2010,T3,R1,15,2010
5/14/2010,T3,R2,11,2010
5/14/2010,T3,R3,12,2010
5/14/2010,T3,R4,13,2010
5/14/2010,T4,R1,13,2010
5/14/2010,T4,R2,15,2010
5/14/2010,T4,R3,12,2010
5/14/2010,T4,R4,13,2010
5/14/2010,T5,R1,14,2010
5/14/2010,T5,R2,15,2010
5/14/2010,T5,R3,13,2010
5/14/2010,T5,R4,12,2010
5/14/2010,T6,R1,12,2010
5/14/2010,T6,R2,12,2010
5/14/2010,T6,R3,13,2010
5/14/2010,T6,R4,12,2010
5/14/2010,T7,R1,12,2010
5/14/2010,T7,R2,14,2010
5/14/2010,T7,R3,13,2010
5/14/2010,T7,R4,12,2010
5/14/2010,T8,R1,10,2010
5/14/2010,T8,R2,10,2010
5/14/2010,T8,R3,10,2010
5/14/2010,T8,R4,11,2010
5/14/2010,TCF,R1,11,2010
5/14/2010,TCF,R1,13,2010
5/14/2010,TCF,R2,12,2010
5/14/2010,TCF,R2,13,2010
5/14/2010,TCF,R3,10,2010
5/14/2010,TCF,R3,11,2010
5/14/2010,TDF,R1,11,2010
5/14/2010,TDF,R1,12,2010
5/14/2010,TDF,R2,12,2010
5/14/2010,TDF,R2,13,2010
5/14/2010,TDF,R3,11,2010
5/14/2010,TSF,R1,15,2010
5/14/2010,TSF,R1,17,2010
5/14/2010,TSF,R1,18,2010
5/14/2010,TSF,R2,11,2010
5/14/2010,TSF,R2,12,2010
5/14/2010,TSF,R2,16,2010
5/14/2010,TSF,R3,15,2010
5/27/2010,T1,R1,23.5,2010
5/27/2010,T1,R2,18,2010
5/27/2010,T1,R3,20,2010
5/27/2010,T1,R4,21,2010
5/27/2010,T2,R1,16,2010
5/27/2010,T2,R2,23,2010
5/27/2010,T2,R3,24.5,2010
5/27/2010,T2,R4,23.5,2010
5/27/2010,T3,R1,18,2010
5/27/2010,T3,R2,23,2010
5/27/2010,T3,R3,20,2010
5/27/2010,T3,R4,23.5,2010
5/27/2010,T4,R1,16,2010
5/27/2010,T4,R2,17,2010
5/27/2010,T4,R3,23.5,2010
5/27/2010,T4,R4,20,2010
5/27/2010,T5,R1,16,2010
5/27/2010,T5,R2,17,2010
5/27/2010,T5,R3,20,2010
5/27/2010,T5,R4,20,2010
5/27/2010,T6,R1,14,2010
5/27/2010,T6,R2,15,2010
5/27/2010,T6,R3,19,2010
5/27/2010,T6,R4,18,2010
5/27/2010,T7,R1,22,2010
5/27/2010,T7,R2,15,2010
5/27/2010,T7,R3,20,2010
5/27/2010,T7,R4,20,2010
5/27/2010,T8,R1,18,2010
5/27/2010,T8,R2,18,2010
5/27/2010,T8,R3,18,2010
5/27/2010,T8,R4,18,2010
5/27/2010,TCF,R1,20,2010
5/27/2010,TCF,R1,21,2010
5/27/2010,TCF,R2,13,2010
5/27/2010,TCF,R2,14,2010
5/27/2010,TCF,R3,15,2010
5/27/2010,TCF,R3,16,2010
5/27/2010,TDF,R1,20,2010
5/27/2010,TDF,R1,20.5,2010
5/27/2010,TDF,R2,14,2010
5/27/2010,TDF,R2,15,2010
5/27/2010,TDF,R3,19,2010
5/27/2010,TDF,R3,20,2010
5/27/2010,TDF,R3,21,2010
5/27/2010,TSF,R1,20,2010
5/27/2010,TSF,R1,21,2010
5/27/2010,TSF,R2,19,2010
5/27/2010,TSF,R2,20,2010
5/27/2010,TSF,R3,15,2010
6/10/2010,T1,R1,17,2010
6/10/2010,T1,R2,19,2010
6/10/2010,T1,R3,16.5,2010
6/10/2010,T1,R4,17,2010
6/10/2010,T2,R1,19,2010
6/10/2010,T2,R2,17,2010
6/10/2010,T2,R3,18,2010
6/10/2010,T2,R4,18,2010
6/10/2010,T3,R1,19,2010
6/10/2010,T3,R2,17,2010
6/10/2010,T3,R3,16.5,2010
6/10/2010,T3,R4,18,2010
6/10/2010,T4,R1,19,2010
6/10/2010,T4,R2,20,2010
6/10/2010,T4,R3,17,2010
6/10/2010,T4,R4,18,2010
6/10/2010,T5,R1,20,2010
6/10/2010,T5,R2,20.5,2010
6/10/2010,T5,R3,16,2010
6/10/2010,T5,R4,17,2010
6/10/2010,T6,R1,19.5,2010
6/10/2010,T6,R2,19.5,2010
6/10/2010,T6,R3,18.5,2010
6/10/2010,T6,R4,18.5,2010
6/10/2010,T7,R1,17,2010
6/10/2010,T7,R2,18,2010
6/10/2010,T7,R3,16,2010
6/10/2010,T7,R4,16,2010
6/10/2010,T8,R1,17,2010
6/10/2010,T8,R2,17,2010
6/10/2010,T8,R3,17,2010
6/10/2010,T8,R4,18,2010
6/10/2010,TCF,R1,16,2010
6/10/2010,TCF,R1,17,2010
6/10/2010,TCF,R2,15,2010
6/10/2010,TCF,R2,16,2010
6/10/2010,TCF,R2,17,2010
6/10/2010,TCF,R3,18,2010
6/10/2010,TCF,R3,19,2010
6/10/2010,TDF,R1,16,2010
6/10/2010,TDF,R1,19.5,2010
6/10/2010,TDF,R2,15,2010
6/10/2010,TDF,R2,15.5,2010
6/10/2010,TDF,R3,17,2010
6/10/2010,TDF,R3,18,2010
6/10/2010,TSF,R1,20,2010
6/10/2010,TSF,R1,21,2010
6/10/2010,TSF,R2,18,2010
6/10/2010,TSF,R2,20,2010
6/10/2010,TSF,R2,24,2010
6/10/2010,TSF,R3,16,2010
6/10/2010,TSF,R3,17,2010
6/24/2010,T1,R1,20,2010
6/24/2010,T1,R2,21.5,2010
6/24/2010,T1,R3,21,2010
6/24/2010,T1,R4,21.5,2010
6/24/2010,T2,R1,21.5,2010
6/24/2010,T2,R2,21,2010
6/24/2010,T2,R3,22,2010
6/24/2010,T2,R4,22,2010
6/24/2010,T3,R1,21.5,2010
6/24/2010,T3,R2,20,2010
6/24/2010,T3,R3,21,2010
6/24/2010,T3,R4,22,2010
6/24/2010,T4,R1,21.5,2010
6/24/2010,T4,R2,21.5,2010
6/24/2010,T4,R3,22,2010
6/24/2010,T4,R4,21.5,2010
6/24/2010,T5,R1,21.5,2010
6/24/2010,T5,R2,21.5,2010
6/24/2010,T5,R3,21,2010
6/24/2010,T5,R4,21.5,2010
6/24/2010,T6,R1,21.5,2010
6/24/2010,T6,R2,21,2010
6/24/2010,T6,R3,22,2010
6/24/2010,T6,R4,21.5,2010
6/24/2010,T7,R1,20,2010
6/24/2010,T7,R2,20.5,2010
6/24/2010,T7,R3,20,2010
6/24/2010,T7,R4,21,2010
6/24/2010,T8,R1,23,2010
6/24/2010,T8,R2,24,2010
6/24/2010,T8,R3,24,2010
6/24/2010,T8,R4,23,2010
6/24/2010,TCF,R1,18.5,2010
6/24/2010,TCF,R1,19,2010
6/24/2010,TCF,R2,20,2010
6/24/2010,TCF,R3,23,2010
6/24/2010,TDF,R1,18,2010
6/24/2010,TDF,R1,18.5,2010
6/24/2010,TDF,R2,19,2010
6/24/2010,TDF,R2,20,2010
6/24/2010,TDF,R3,21,2010
6/24/2010,TDF,R3,22,2010
6/24/2010,TDF,R3,24,2010
6/24/2010,TSF,R1,21,2010
6/24/2010,TSF,R1,21.5,2010
6/24/2010,TSF,R1,23.5,2010
6/24/2010,TSF,R2,23,2010
6/24/2010,TSF,R2,25,2010
6/24/2010,TSF,R3,21,2010
7/26/2010,T1,R1,21,2010
7/26/2010,T1,R2,22,2010
7/26/2010,T1,R3,22,2010
7/26/2010,T1,R4,25,2010
7/26/2010,T2,R1,21,2010
7/26/2010,T2,R2,22,2010
7/26/2010,T2,R3,22.5,2010
7/26/2010,T2,R4,23,2010
7/26/2010,T3,R1,20,2010
7/26/2010,T3,R2,20.5,2010
7/26/2010,T3,R3,23,2010
7/26/2010,T3,R4,21,2010
7/26/2010,T4,R1,20,2010
7/26/2010,T4,R2,20,2010
7/26/2010,T4,R3,21,2010
7/26/2010,T4,R4,25,2010
7/26/2010,T5,R1,19,2010
7/26/2010,T5,R2,20,2010
7/26/2010,T5,R3,23,2010
7/26/2010,T5,R4,23,2010
7/26/2010,T6,R1,20,2010
7/26/2010,T6,R2,20,2010
7/26/2010,T6,R3,25,2010
7/26/2010,T6,R4,25,2010
7/26/2010,T7,R1,19,2010
7/26/2010,T7,R2,19,2010
7/26/2010,T7,R3,25,2010
7/26/2010,T7,R4,23,2010
7/26/2010,T8,R1,23.5,2010
7/26/2010,T8,R2,24,2010
7/26/2010,T8,R3,23.5,2010
7/26/2010,T8,R4,24,2010
7/26/2010,TCF,R1,24,2010
7/26/2010,TCF,R2,20,2010
7/26/2010,TCF,R2,20.5,2010
7/26/2010,TCF,R3,20,2010
7/26/2010,TDF,R1,23,2010
7/26/2010,TDF,R1,24,2010
7/26/2010,TDF,R2,20,2010
7/26/2010,TDF,R2,21,2010
7/26/2010,TDF,R3,19,2010
7/26/2010,TDF,R3,20,2010
7/26/2010,TSF,R1,27,2010
7/26/2010,TSF,R1,28,2010
7/26/2010,TSF,R2,20,2010
7/26/2010,TSF,R2,23,2010
7/26/2010,TSF,R3,20,2010
7/26/2010,TSF,R3,21,2010
9/3/2010,T1,R1,21.5,2010
9/3/2010,T1,R2,20,2010
9/3/2010,T1,R3,20.5,2010
9/3/2010,T1,R4,19.5,2010
9/3/2010,T2,R1,20,2010
9/3/2010,T2,R2,22,2010
9/3/2010,T2,R3,22,2010
9/3/2010,T2,R4,22,2010
9/3/2010,T3,R1,20,2010
9/3/2010,T3,R2,21.5,2010
9/3/2010,T3,R3,20.5,2010
9/3/2010,T3,R4,22,2010
9/3/2010,T4,R1,20,2010
9/3/2010,T4,R2,20,2010
9/3/2010,T4,R3,21.5,2010
9/3/2010,T4,R4,20,2010
9/3/2010,T5,R1,20,2010
9/3/2010,T5,R2,20,2010
9/3/2010,T5,R3,21,2010
9/3/2010,T5,R4,21.5,2010
9/3/2010,T6,R1,20,2010
9/3/2010,T6,R2,20,2010
9/3/2010,T6,R3,20,2010
9/3/2010,T6,R4,20,2010
9/3/2010,T7,R1,21,2010
9/3/2010,T7,R2,20,2010
9/3/2010,T7,R3,20,2010
9/3/2010,T7,R4,20,2010
9/3/2010,T8,R1,19,2010
9/3/2010,T8,R2,19,2010
9/3/2010,T8,R3,19,2010
9/3/2010,T8,R4,19,2010
9/3/2010,TCF,R1,18.5,2010
9/3/2010,TCF,R1,19,2010
9/3/2010,TCF,R1,19.5,2010
9/3/2010,TCF,R2,18,2010
9/3/2010,TCF,R3,20,2010
9/3/2010,TCF,R3,20.5,2010
9/3/2010,TDF,R1,18.5,2010
9/3/2010,TDF,R1,19,2010
9/3/2010,TDF,R2,11,2010
9/3/2010,TDF,R3,19.5,2010
9/3/2010,TDF,R3,20,2010
9/3/2010,TDF,R3,20.5,2010
9/3/2010,TSF,R1,20,2010
9/3/2010,TSF,R1,21,2010
9/3/2010,TSF,R2,20,2010
9/3/2010,TSF,R2,20.5,2010
9/3/2010,TSF,R2,21.5,2010
9/3/2010,TSF,R3,18,2010
9/22/2010,T1,R1,19,2010
9/22/2010,T1,R2,17,2010
9/22/2010,T1,R3,20,2010
9/22/2010,T1,R4,19,2010
9/22/2010,T2,R1,16.75,2010
9/22/2010,T2,R2,18.5,2010
9/22/2010,T2,R3,19.5,2010
9/22/2010,T2,R4,19.5,2010
9/22/2010,T3,R1,16.5,2010
9/22/2010,T3,R2,19,2010
9/22/2010,T3,R3,20,2010
9/22/2010,T3,R4,19.5,2010
9/22/2010,T4,R1,16.25,2010
9/22/2010,T4,R2,16.75,2010
9/22/2010,T4,R3,19.5,2010
9/22/2010,T4,R4,19,2010
9/22/2010,T5,R1,17,2010
9/22/2010,T5,R2,17,2010
9/22/2010,T5,R3,20,2010
9/22/2010,T5,R4,19,2010
9/22/2010,T6,R1,16.5,2010
9/22/2010,T6,R2,17,2010
9/22/2010,T6,R3,20,2010
9/22/2010,T6,R4,19,2010
9/22/2010,T7,R1,18,2010
9/22/2010,T7,R2,15.75,2010
9/22/2010,T7,R3,18,2010
9/22/2010,T7,R4,18,2010
9/22/2010,T8,R1,16,2010
9/22/2010,T8,R2,16,2010
9/22/2010,T8,R3,16.5,2010
9/22/2010,T8,R4,16,2010
9/22/2010,TCF,R1,19,2010
9/22/2010,TCF,R2,18,2010
9/22/2010,TCF,R2,18.5,2010
9/22/2010,TCF,R3,16,2010
9/22/2010,TDF,R1,18.5,2010
9/22/2010,TDF,R1,19,2010
9/22/2010,TDF,R1,20,2010
9/22/2010,TDF,R2,18.5,2010
9/22/2010,TDF,R2,19,2010
9/22/2010,TDF,R2,19.5,2010
9/22/2010,TDF,R3,17,2010
9/22/2010,TSF,R1,20,2010
9/22/2010,TSF,R2,17,2010
9/22/2010,TSF,R3,18.5,2010
9/22/2010,TSF,R3,19,2010
10/7/2010,T1,R1,9.5,2010
10/7/2010,T1,R2,13,2010
10/7/2010,T1,R3,9.5,2010
10/7/2010,T1,R4,11,2010
10/7/2010,T2,R1,12,2010
10/7/2010,T2,R2,10.5,2010
10/7/2010,T2,R3,9.5,2010
10/7/2010,T2,R4,10,2010
10/7/2010,T3,R1,13,2010
10/7/2010,T3,R2,9.75,2010
10/7/2010,T3,R3,12.5,2010
10/7/2010,T3,R4,10,2010
10/7/2010,T4,R1,13,2010
10/7/2010,T4,R2,13,2010
10/7/2010,T4,R3,9.75,2010
10/7/2010,T4,R4,12.5,2010
10/7/2010,T5,R1,14,2010
10/7/2010,T5,R2,14,2010
10/7/2010,T5,R3,14,2010
10/7/2010,T5,R4,13.5,2010
10/7/2010,T6,R1,12,2010
10/7/2010,T6,R2,13,2010
10/7/2010,T6,R3,13,2010
10/7/2010,T6,R4,12.5,2010
10/7/2010,T7,R1,9,2010
10/7/2010,T7,R2,11,2010
10/7/2010,T7,R3,11.5,2010
10/7/2010,T7,R4,11.5,2010
10/7/2010,T8,R1,11.5,2010
10/7/2010,T8,R2,11.5,2010
10/7/2010,T8,R3,12,2010
10/7/2010,T8,R4,11,2010
10/7/2010,TCF,R1,15,2010
10/7/2010,TCF,R1,15.5,2010
10/7/2010,TCF,R2,14,2010
10/7/2010,TCF,R3,11,2010
10/7/2010,TCF,R3,11.5,2010
10/7/2010,TDF,R1,14,2010
10/7/2010,TDF,R1,14.5,2010
10/7/2010,TDF,R2,10,2010
10/7/2010,TDF,R2,10.5,2010
10/7/2010,TDF,R2,11,2010
10/7/2010,TDF,R3,10.5,2010
10/7/2010,TDF,R3,11,2010
10/7/2010,TSF,R1,14,2010
10/7/2010,TSF,R1,15,2010
10/7/2010,TSF,R1,16.5,2010
10/7/2010,TSF,R2,9.5,2010
10/7/2010,TSF,R2,10,2010
10/7/2010,TSF,R2,11,2010
10/7/2010,TSF,R3,14,2010
10/7/2010,TSF,R3,14.5,2010
10/7/2010,TSF,R3,15.5,2010
11/4/2010,T1,R1,5,2010
11/4/2010,T1,R2,2.5,2010
11/4/2010,T1,R3,2,2010
11/4/2010,T1,R4,3,2010
11/4/2010,T2,R1,2,2010
11/4/2010,T2,R2,6,2010
11/4/2010,T2,R3,6,2010
11/4/2010,T2,R4,5.5,2010
11/4/2010,T3,R1,3.5,2010
11/4/2010,T3,R2,5.5,2010
11/4/2010,T3,R3,2.5,2010
11/4/2010,T3,R4,6,2010
11/4/2010,T4,R1,2,2010
11/4/2010,T4,R2,3.5,2010
11/4/2010,T4,R3,6,2010
11/4/2010,T4,R4,4,2010
11/4/2010,T5,R1,3,2010
11/4/2010,T5,R2,3.5,2010
11/4/2010,T5,R3,2,2010
11/4/2010,T5,R4,3,2010
11/4/2010,T6,R1,1,2010
11/4/2010,T6,R2,1,2010
11/4/2010,T6,R3,3,2010
11/4/2010,T6,R4,3,2010
11/4/2010,T7,R1,6,2010
11/4/2010,T7,R2,2,2010
11/4/2010,T7,R3,3.5,2010
11/4/2010,T7,R4,2.5,2010
11/4/2010,T8,R1,6,2010
11/4/2010,T8,R2,5.5,2010
11/4/2010,T8,R3,5.5,2010
11/4/2010,T8,R4,5,2010
11/4/2010,TCF,R1,5.5,2010
11/4/2010,TCF,R1,6,2010
11/4/2010,TCF,R2,7,2010
11/4/2010,TCF,R3,6,2010
11/4/2010,TCF,R3,7,2010
11/4/2010,TDF,R1,5,2010
11/4/2010,TDF,R1,5.5,2010
11/4/2010,TDF,R2,7,2010
11/4/2010,TDF,R3,6,2010
11/4/2010,TSF,R1,6,2010
11/4/2010,TSF,R2,5,2010
11/4/2010,TSF,R3,7,2010
11/4/2010,TSF,R3,8,2010
3/30/2011,T1,R1,2,2011
3/30/2011,T1,R2,1,2011
3/30/2011,T1,R3,-1.5,2011
3/30/2011,T1,R4,-1,2011
3/30/2011,T2,R1,0.75,2011
3/30/2011,T2,R2,2,2011
3/30/2011,T2,R3,3,2011
3/30/2011,T2,R4,2,2011
3/30/2011,T3,R1,0.5,2011
3/30/2011,T3,R2,2,2011
3/30/2011,T3,R3,-1.5,2011
3/30/2011,T3,R4,2,2011
3/30/2011,T4,R1,0.25,2011
3/30/2011,T4,R2,0.75,2011
3/30/2011,T4,R3,2,2011
3/30/2011,T4,R4,-1.5,2011
3/30/2011,T5,R1,0.5,2011
3/30/2011,T5,R2,1.5,2011
3/30/2011,T5,R3,-1.5,2011
3/30/2011,T5,R4,-0.5,2011
3/30/2011,T6,R1,1.5,2011
3/30/2011,T6,R2,0.5,2011
3/30/2011,T6,R3,-0.5,2011
3/30/2011,T6,R4,-0.5,2011
3/30/2011,T7,R1,2,2011
3/30/2011,T7,R2,1,2011
3/30/2011,T7,R3,-1,2011
3/30/2011,T7,R4,-1.5,2011
3/30/2011,T8,R1,0,2011
3/30/2011,T8,R2,0,2011
3/30/2011,T8,R3,0,2011
3/30/2011,T8,R4,0,2011
3/30/2011,TCF,R1,2.5,2011
3/30/2011,TCF,R1,3,2011
3/30/2011,TCF,R1,3.5,2011
3/30/2011,TCF,R2,1,2011
3/30/2011,TCF,R2,2,2011
3/30/2011,TCF,R3,-0.5,2011
3/30/2011,TCF,R3,3.5,2011
3/30/2011,TDF,R1,1.5,2011
3/30/2011,TDF,R1,2,2011
3/30/2011,TDF,R2,2,2011
3/30/2011,TDF,R2,2.5,2011
3/30/2011,TDF,R2,3,2011
3/30/2011,TDF,R3,0.75,2011
3/30/2011,TDF,R3,1,2011
3/30/2011,TDF,R3,1.5,2011
3/30/2011,TSF,R1,1,2011
3/30/2011,TSF,R1,1.5,2011
3/30/2011,TSF,R1,2,2011
3/30/2011,TSF,R2,0,2011
3/30/2011,TSF,R3,5,2011
4/14/2011,T1,R1,5,2011
4/14/2011,T1,R2,10,2011
4/14/2011,T1,R3,9,2011
4/14/2011,T1,R4,9,2011
4/14/2011,T2,R1,9,2011
4/14/2011,T2,R2,6,2011
4/14/2011,T2,R3,5,2011
4/14/2011,T2,R4,5,2011
4/14/2011,T3,R1,10,2011
4/14/2011,T3,R2,5,2011
4/14/2011,T3,R3,9,2011
4/14/2011,T3,R4,5,2011
4/14/2011,T4,R1,9,2011
4/14/2011,T4,R2,10,2011
4/14/2011,T4,R3,5,2011
4/14/2011,T4,R4,9,2011
4/14/2011,T5,R1,10,2011
4/14/2011,T5,R2,10,2011
4/14/2011,T5,R3,9,2011
4/14/2011,T5,R4,9,2011
4/14/2011,T6,R1,9,2011
4/14/2011,T6,R2,9,2011
4/14/2011,T6,R3,9,2011
4/14/2011,T6,R4,9,2011
4/14/2011,T7,R1,5,2011
4/14/2011,T7,R2,9,2011
4/14/2011,T7,R3,9,2011
4/14/2011,T7,R4,9,2011
4/14/2011,T8,R1,12.5,2011
4/14/2011,T8,R2,12,2011
4/14/2011,T8,R3,12,2011
4/14/2011,T8,R4,12.5,2011
4/14/2011,TCF,R1,5,2011
4/14/2011,TCF,R1,6,2011
4/14/2011,TCF,R2,11,2011
4/14/2011,TCF,R2,11.5,2011
4/14/2011,TCF,R3,7,2011
4/14/2011,TCF,R3,7.5,2011
4/14/2011,TDF,R1,5,2011
4/14/2011,TDF,R1,5.5,2011
4/14/2011,TDF,R2,14,2011
4/14/2011,TDF,R2,14.5,2011
4/14/2011,TDF,R2,15,2011
4/14/2011,TDF,R3,8.5,2011
4/14/2011,TDF,R3,9,2011
4/14/2011,TDF,R3,9.5,2011
4/14/2011,TSF,R1,5.5,2011
4/14/2011,TSF,R1,6,2011
4/14/2011,TSF,R1,7,2011
4/14/2011,TSF,R2,8,2011
4/14/2011,TSF,R2,9,2011
4/14/2011,TSF,R3,13.75,2011
4/14/2011,TSF,R3,14,2011
4/14/2011,TSF,R3,14.5,2011
4/28/2011,T1,R1,9,2011
4/28/2011,T1,R2,8,2011
4/28/2011,T1,R3,10,2011
4/28/2011,T1,R4,10,2011
4/28/2011,T2,R1,8,2011
4/28/2011,T2,R2,9.5,2011
4/28/2011,T2,R3,8.5,2011
4/28/2011,T2,R4,8,2011
4/28/2011,T3,R1,8,2011
4/28/2011,T3,R2,9.5,2011
4/28/2011,T3,R3,10,2011
4/28/2011,T3,R4,9,2011
4/28/2011,T4,R1,9,2011
4/28/2011,T4,R2,8,2011
4/28/2011,T4,R3,9,2011
4/28/2011,T4,R4,9,2011
4/28/2011,T5,R1,8.5,2011
4/28/2011,T5,R2,8,2011
4/28/2011,T5,R3,10,2011
4/28/2011,T5,R4,10,2011
4/28/2011,T6,R1,8,2011
4/28/2011,T6,R2,9,2011
4/28/2011,T6,R3,10,2011
4/28/2011,T6,R4,11,2011
4/28/2011,T7,R1,9,2011
4/28/2011,T7,R2,9,2011
4/28/2011,T7,R3,11,2011
4/28/2011,T7,R4,10,2011
4/28/2011,T8,R1,10,2011
4/28/2011,T8,R2,10,2011
4/28/2011,T8,R3,10,2011
4/28/2011,T8,R4,10,2011
4/28/2011,TCF,R1,7,2011
4/28/2011,TCF,R1,7.5,2011
4/28/2011,TCF,R1,7.75,2011
4/28/2011,TCF,R2,8,2011
4/28/2011,TCF,R2,8.5,2011
4/28/2011,TCF,R2,9,2011
4/28/2011,TCF,R3,7,2011
4/28/2011,TDF,R1,7,2011
4/28/2011,TDF,R1,7.5,2011
4/28/2011,TDF,R1,8,2011
4/28/2011,TDF,R2,10,2011
4/28/2011,TDF,R3,8,2011
4/28/2011,TDF,R3,9,2011
4/28/2011,TSF,R1,8.75,2011
4/28/2011,TSF,R1,9,2011
4/28/2011,TSF,R1,9.25,2011
4/28/2011,TSF,R2,10,2011
4/28/2011,TSF,R3,10.5,2011
5/13/2011,T1,R1,19.5,2011
5/13/2011,T1,R2,20,2011
5/13/2011,T1,R3,18,2011
5/13/2011,T1,R4,20,2011
5/13/2011,T2,R1,20,2011
5/13/2011,T2,R2,20,2011
5/13/2011,T2,R3,20,2011
5/13/2011,T2,R4,20,2011
5/13/2011,T3,R1,22,2011
5/13/2011,T3,R2,19.5,2011
5/13/2011,T3,R3,17.5,2011
5/13/2011,T3,R4,19.5,2011
5/13/2011,T4,R1,18,2011
5/13/2011,T4,R2,19,2011
5/13/2011,T4,R3,18.5,2011
5/13/2011,T4,R4,16.5,2011
5/13/2011,T5,R1,20,2011
5/13/2011,T5,R2,20,2011
5/13/2011,T5,R3,18,2011
5/13/2011,T5,R4,17.5,2011
5/13/2011,T6,R1,17,2011
5/13/2011,T6,R2,18,2011
5/13/2011,T6,R3,16,2011
5/13/2011,T6,R4,16.5,2011
5/13/2011,T7,R1,18.5,2011
5/13/2011,T7,R2,19,2011
5/13/2011,T7,R3,19.5,2011
5/13/2011,T7,R4,18,2011
5/13/2011,T8,R1,15.5,2011
5/13/2011,T8,R2,16.5,2011
5/13/2011,T8,R3,15.5,2011
5/13/2011,T8,R4,17,2011
5/13/2011,TCF,R1,16,2011
5/13/2011,TCF,R1,18,2011
5/13/2011,TCF,R1,19,2011
5/13/2011,TCF,R2,14,2011
5/13/2011,TCF,R2,14.5,2011
5/13/2011,TCF,R3,14,2011
5/13/2011,TCF,R3,15.5,2011
5/13/2011,TDF,R1,18,2011
5/13/2011,TDF,R1,19,2011
