# Soil Moisture - with Trace Gas Sampling,,,,,
#,,,,,
# Original Data Source: https://lter.kbs.msu.edu/datatables/157,,,,,
# The newest version of the data https://lter.kbs.msu.edu/datatables/157.csv,,,,,
# Full EML Metadata: https://lter.kbs.msu.edu/datasets/16.eml,,,,,
#,,,,,
# These Data are copyrighted and use in a publication requires written permission,,,,,
# as detailed in our Terms of use:  https://lter.kbs.msu.edu/data/terms-of-use/,,,,,
# Use of the data constitutes acceptance of the terms.,,,,,
#,,,,,
#     VARIATE TABLE,,,,,
"# date		sample date",,,,,
"# treatment		LTER treatment",,,,,
"# replicate		LTER replicate",,,,,
"# sub_plot		additional experimental treatment such as fertilization",,,,,
"# moisture	gramsPerGram	measured soil moisture as a fraction (dry weight basis)",,,,,
"# comments		comments about the observation",,,,,
#,,,,,
#,,,,,
#        DATA TABLE CORRECTIONS AND COMMENTS,,,,,
#2012-10-2 Sven Bohm. Discovered that the wet and dry weights were not corrected by the tin weight in the lab. I uploaded the tin weights to the tins table and corrected the moistures in the view. The lack correction caused a slight under estimation of the soil moisture in this dataset.,,,,,
#2021-12-14 Sven Bohm. Added T and R prefixes to treatment and replicate.,,,,,
#,,,,,
#,,,,gramsPerGram,
date,treatment,replicate,sub_plot,moisture,comments
6/21/2006,T1,R1,,0.14,
6/21/2006,T1,R2,,0.18,
6/21/2006,T1,R3,,0.13,
6/21/2006,T1,R4,,0.14,
6/21/2006,T2,R1,,0.14,
6/21/2006,T2,R2,,0.14,
6/21/2006,T2,R3,,0.18,
6/21/2006,T2,R4,,0.2,
6/21/2006,T3,R1,,0.19,
6/21/2006,T3,R2,,0.17,
6/21/2006,T3,R3,,0.17,
6/21/2006,T3,R4,,0.17,
6/21/2006,T4,R1,,0.16,
6/21/2006,T4,R2,,0.19,
6/21/2006,T4,R3,,0.21,
6/21/2006,T4,R4,,0.19,
6/21/2006,T5,R1,,0.15,
6/21/2006,T5,R2,,0.15,
6/21/2006,T5,R3,,0.16,
6/21/2006,T5,R4,,0.16,
6/21/2006,T6,R1,,0.15,
6/21/2006,T6,R2,,0.14,
6/21/2006,T6,R3,,0.18,
6/21/2006,T6,R4,,0.15,
6/21/2006,T7,R1,,0.12,
6/21/2006,T7,R2,,0.18,
6/21/2006,T7,R3,,0.1,
6/21/2006,T7,R4,,0.15,
6/21/2006,TDF,R1,,0.25,
6/21/2006,TDF,R2,,0.19,
6/21/2006,TDF,R3,,0.18,
7/6/2006,T1,R1,,0.11,
7/6/2006,T1,R2,,0.16,
7/6/2006,T1,R3,,0.08,
7/6/2006,T1,R4,,0.12,
7/6/2006,T2,R1,,0.14,
7/6/2006,T2,R2,,0.11,
7/6/2006,T2,R3,,0.12,
7/6/2006,T2,R4,,0.17,
7/6/2006,T3,R1,,0.15,
7/6/2006,T3,R2,,0.14,
7/6/2006,T3,R3,,0.13,
7/6/2006,T3,R4,,0.15,
7/6/2006,T4,R1,,0.15,
7/6/2006,T4,R2,,0.16,
7/6/2006,T4,R3,,0.18,
7/6/2006,T4,R4,,0.16,
7/6/2006,T5,R1,,0.14,
7/6/2006,T5,R2,,0.16,
7/6/2006,T5,R3,,0.14,
7/6/2006,T5,R4,,0.14,
7/6/2006,T6,R1,,0.13,
7/6/2006,T6,R2,,0.12,
7/6/2006,T6,R3,,0.18,
7/6/2006,T6,R4,,0.12,
7/6/2006,T7,R1,,0.09,
7/6/2006,T7,R2,,0.17,
7/6/2006,T7,R3,,0.12,
7/6/2006,T7,R4,,0.11,
7/6/2006,TDF,R1,,0.1,
7/6/2006,TDF,R2,,0.09,
7/6/2006,TDF,R3,,0.21,
7/19/2006,T1,R1,,0.08,
7/19/2006,T1,R2,,0.14,
7/19/2006,T1,R3,,0.1,
7/19/2006,T1,R4,,0.12,
7/19/2006,T2,R1,,0.14,
7/19/2006,T2,R2,,0.12,
7/19/2006,T2,R3,,0.16,
7/19/2006,T2,R4,,0.18,
7/19/2006,T3,R1,,0.17,
7/19/2006,T3,R2,,0.15,
7/19/2006,T3,R3,,0.16,
7/19/2006,T3,R4,,0.14,
7/19/2006,T4,R1,,0.15,
7/19/2006,T4,R2,,0.18,
7/19/2006,T4,R3,,0.19,
7/19/2006,T4,R4,,0.19,
7/19/2006,T5,R1,,0.15,
7/19/2006,T5,R2,,0.15,
7/19/2006,T5,R3,,0.18,
7/19/2006,T5,R4,,0.15,
7/19/2006,T6,R1,,0.13,
7/19/2006,T6,R2,,0.14,
7/19/2006,T6,R3,,0.18,
7/19/2006,T6,R4,,0.15,
7/19/2006,T7,R1,,0.13,
7/19/2006,T7,R2,,0.15,
7/19/2006,T7,R3,,0.16,
7/19/2006,T7,R4,,0.14,
7/19/2006,TDF,R1,,0.21,
7/19/2006,TDF,R2,,0.18,
7/19/2006,TDF,R3,,0.17,
8/1/2006,T1,R1,,0.05,
8/1/2006,T1,R2,,0.1,
8/1/2006,T1,R3,,0.06,
8/1/2006,T1,R4,,0.07,
8/1/2006,T2,R1,,0.13,
8/1/2006,T2,R2,,0.11,
8/1/2006,T2,R3,,0.1,
4/12/2006,T4,R4,,0.23,
4/12/2006,T5,R1,,0.23,
4/12/2006,T5,R2,,0.19,
4/12/2006,T5,R3,,0.2,
4/12/2006,T5,R4,,0.2,
4/12/2006,T6,R1,,0.21,
4/12/2006,T6,R2,,0.18,
4/12/2006,T6,R3,,0.24,
4/12/2006,T6,R4,,0.19,
4/12/2006,T7,R1,,0.2,
4/12/2006,T7,R2,,0.23,
4/12/2006,T7,R3,,0.21,
4/12/2006,T7,R4,,0.18,
4/12/2006,TDF,R1,,0.2,
4/12/2006,TDF,R2,,0.16,
4/12/2006,TDF,R3,,0.22,
4/28/2006,T1,R1,,0.12,
4/28/2006,T1,R2,,0.15,
4/28/2006,T1,R3,,0.1,
4/28/2006,T1,R4,,0.12,
4/28/2006,T2,R1,,0.13,
4/28/2006,T2,R2,,0.13,
4/28/2006,T2,R3,,0.14,
4/28/2006,T2,R4,,0.17,
4/28/2006,T3,R1,,0.13,
4/28/2006,T3,R2,,0.12,
4/28/2006,T3,R3,,0.11,
4/28/2006,T3,R4,,0.11,
4/28/2006,T4,R1,,0.12,
4/28/2006,T4,R2,,0.15,
4/28/2006,T4,R3,,0.15,
4/28/2006,T4,R4,,0.13,
4/28/2006,T5,R1,,0.17,
4/28/2006,T5,R2,,0.17,
4/28/2006,T5,R3,,0.14,
4/28/2006,T5,R4,,0.16,
4/28/2006,T6,R1,,0.13,
4/28/2006,T6,R2,,0.11,
4/28/2006,T6,R3,,0.15,
4/28/2006,T6,R4,,0.1,
4/28/2006,T7,R1,,0.14,
4/28/2006,T7,R2,,0.14,
4/28/2006,T7,R3,,0.14,
4/28/2006,T7,R4,,0.12,
4/28/2006,TDF,R1,,0.19,
4/28/2006,TDF,R2,,0.17,
4/28/2006,TDF,R3,,0.2,
5/10/2006,T1,R1,,0.15,
5/10/2006,T1,R2,,0.16,
5/10/2006,T1,R3,,0.11,
5/10/2006,T1,R4,,0.13,
5/10/2006,T2,R1,,0.13,
5/10/2006,T2,R2,,0.13,
5/10/2006,T2,R3,,0.14,
5/10/2006,T2,R4,,0.16,
5/10/2006,T3,R1,,0.14,
5/10/2006,T3,R2,,0.11,
5/10/2006,T3,R3,,0.12,
5/10/2006,T3,R4,,0.12,
5/10/2006,T4,R1,,0.12,
5/10/2006,T4,R2,,0.14,
5/10/2006,T4,R3,,0.16,
5/10/2006,T4,R4,,0.15,
5/10/2006,T5,R1,,0.18,
5/10/2006,T5,R2,,0.14,
5/10/2006,T5,R3,,0.15,
5/10/2006,T5,R4,,0.15,
5/10/2006,T6,R1,,0.12,
5/10/2006,T6,R2,,0.11,
5/10/2006,T6,R3,,0.15,
5/10/2006,T6,R4,,0.1,
5/10/2006,T7,R1,,0.12,
5/10/2006,T7,R2,,0.11,
5/10/2006,T7,R3,,0.12,
5/10/2006,T7,R4,,0.1,
5/10/2006,TDF,R1,,0.22,
5/10/2006,TDF,R2,,0.18,
5/10/2006,TDF,R3,,0.19,
5/26/2006,T1,R1,,0.13,
5/26/2006,T1,R2,,0.18,
5/26/2006,T1,R3,,0.12,
5/26/2006,T1,R4,,0.15,
5/26/2006,T2,R1,,0.14,
5/26/2006,T2,R2,,0.13,
5/26/2006,T2,R3,,0.15,
5/26/2006,T2,R4,,0.19,
5/26/2006,T3,R1,,0.17,
5/26/2006,T3,R2,,0.15,
5/26/2006,T3,R3,,0.17,
5/26/2006,T3,R4,,0.17,
5/26/2006,T4,R1,,0.17,
5/26/2006,T4,R2,,0.2,
5/26/2006,T4,R3,,0.2,
5/26/2006,T4,R4,,0.19,
5/26/2006,T5,R1,,0.2,
5/26/2006,T5,R2,,0.17,
5/26/2006,T5,R3,,0.16,
5/26/2006,T5,R4,,0.17,
5/26/2006,T6,R1,,0.21,
5/26/2006,T6,R2,,0.17,
5/26/2006,T6,R3,,0.22,
5/26/2006,T6,R4,,0.17,
5/26/2006,T7,R1,,0.15,
5/26/2006,T7,R2,,0.19,
5/26/2006,T7,R3,,0.16,
5/26/2006,T7,R4,,0.13,
5/26/2006,TDF,R1,,0.25,
5/26/2006,TDF,R2,,0.15,
5/26/2006,TDF,R3,,0.24,
6/13/2006,T1,R1,,0.12,
6/13/2006,T1,R2,,0.16,
6/13/2006,T1,R3,,0.11,
6/13/2006,T1,R4,,0.13,
6/13/2006,T2,R1,,0.13,
6/13/2006,T2,R2,,0.12,
6/13/2006,T2,R3,,0.13,
6/13/2006,T2,R4,,0.18,
6/13/2006,T3,R1,,0.15,
6/13/2006,T3,R2,,0.16,
6/13/2006,T3,R3,,0.14,
9/7/2005,T5,R4,,0.04,
9/7/2005,T6,R1,,0.02,
9/7/2005,T6,R2,,0.02,
9/7/2005,T6,R3,,0.02,
9/7/2005,T6,R4,,0.03,
9/7/2005,T7,R1,,0.05,
9/7/2005,T7,R2,,0.04,
9/7/2005,T7,R3,,0.03,
9/7/2005,T7,R4,,0.04,
9/7/2005,TDF,R1,,0.1,
9/7/2005,TDF,R2,,0.05,
9/7/2005,TDF,R3,,0.06,
9/21/2005,T1,R1,,0.1,
9/21/2005,T1,R2,,0.09,
9/21/2005,T1,R3,,0.08,
9/21/2005,T1,R4,,0.09,
9/21/2005,T2,R1,,0.09,
9/21/2005,T2,R2,,0.1,
9/21/2005,T2,R3,,0.09,
9/21/2005,T2,R4,,0.14,
9/21/2005,T3,R1,,0.1,
9/21/2005,T3,R2,,0.09,
9/21/2005,T3,R3,,0.1,
9/21/2005,T3,R4,,0.11,
9/21/2005,T4,R1,,0.09,
9/21/2005,T4,R2,,0.1,
9/21/2005,T4,R3,,0.08,
9/21/2005,T4,R4,,0.08,
9/21/2005,T5,R1,,0.12,
9/21/2005,T5,R2,,0.11,
9/21/2005,T5,R3,,0.07,
9/21/2005,T5,R4,,0.1,
9/21/2005,T6,R1,,0.09,
9/21/2005,T6,R2,,0.1,
9/21/2005,T6,R3,,0.11,
9/21/2005,T6,R4,,0.09,
9/21/2005,T7,R1,,0.09,
9/21/2005,T7,R2,,0.12,
9/21/2005,T7,R3,,0.11,
9/21/2005,T7,R4,,0.09,
9/21/2005,TDF,R1,,0.12,
9/21/2005,TDF,R2,,0.07,
9/21/2005,TDF,R3,,0.06,
10/19/2005,T1,R1,,0.12,
10/19/2005,T1,R2,,0.13,
10/19/2005,T1,R3,,0.09,
10/19/2005,T1,R4,,0.09,
10/19/2005,T2,R1,,0.12,
10/19/2005,T2,R2,,0.11,
10/19/2005,T2,R3,,0.11,
10/19/2005,T2,R4,,0.13,
10/19/2005,T3,R1,,0.15,
10/19/2005,T3,R2,,0.12,
10/19/2005,T3,R3,,0.09,
10/19/2005,T3,R4,,0.13,
10/19/2005,T4,R1,,0.11,
10/19/2005,T4,R2,,0.14,
10/19/2005,T4,R3,,0.1,
10/19/2005,T4,R4,,0.13,
10/19/2005,T5,R1,,0.1,
10/19/2005,T5,R2,,0.11,
10/19/2005,T5,R3,,0.08,
10/19/2005,T5,R4,,0.11,
10/19/2005,T6,R1,,0.07,
10/19/2005,T6,R2,,0.07,
10/19/2005,T6,R3,,0.09,
10/19/2005,T6,R4,,0.06,
10/19/2005,T7,R1,,0.08,
10/19/2005,T7,R2,,0.1,
10/19/2005,T7,R3,,0.09,
10/19/2005,T7,R4,,0.13,
10/19/2005,TDF,R1,,0.08,
10/19/2005,TDF,R2,,0.06,
10/19/2005,TDF,R3,,0.06,
11/28/2005,T1,R1,,0.19,
11/28/2005,T1,R2,,0.23,
11/28/2005,T1,R3,,0.14,
11/28/2005,T1,R4,,0.17,
11/28/2005,T2,R1,,0.19,
11/28/2005,T2,R2,,0.19,
11/28/2005,T2,R3,,0.18,
11/28/2005,T2,R4,,0.23,
11/28/2005,T3,R1,,0.21,
11/28/2005,T3,R2,,0.19,
11/28/2005,T3,R3,,0.17,
11/28/2005,T3,R4,,0.19,
11/28/2005,T4,R1,,0.2,
11/28/2005,T4,R2,,0.22,
11/28/2005,T4,R3,,0.22,
11/28/2005,T4,R4,,0.2,
11/28/2005,T5,R1,,0.22,
11/28/2005,T5,R2,,0.2,
11/28/2005,T5,R3,,0.18,
11/28/2005,T5,R4,,0.17,
11/28/2005,T6,R1,,0.2,
11/28/2005,T6,R2,,0.2,
11/28/2005,T6,R3,,0.21,
11/28/2005,T6,R4,,0.18,
11/28/2005,T7,R1,,0.2,
11/28/2005,T7,R2,,0.25,
11/28/2005,T7,R3,,0.19,
11/28/2005,T7,R4,,0.19,
11/28/2005,TDF,R1,,0.31,
11/28/2005,TDF,R2,,0.18,
11/28/2005,TDF,R3,,0.2,
4/12/2006,T1,R1,,0.18,
4/12/2006,T1,R2,,0.21,
4/12/2006,T1,R3,,0.16,
4/12/2006,T1,R4,,0.18,
4/12/2006,T2,R1,,0.16,
4/12/2006,T2,R2,,0.15,
4/12/2006,T2,R3,,0.17,
4/12/2006,T2,R4,,0.2,
4/12/2006,T3,R1,,0.21,
4/12/2006,T3,R2,,0.18,
7/13/2005,T3,R2,,,
4/12/2006,T3,R3,,0.18,
4/12/2006,T3,R4,,0.18,
4/12/2006,T4,R1,,0.18,
4/12/2006,T4,R2,,0.21,
4/12/2006,T4,R3,,0.23,
6/22/2005,T6,R3,,0.17,
6/22/2005,T6,R4,,0.14,
6/22/2005,T7,R1,,0.14,
6/22/2005,T7,R2,,0.15,
6/22/2005,T7,R3,,0.13,
6/22/2005,T7,R4,,0.11,
6/22/2005,TDF,R1,,0.22,
6/22/2005,TDF,R2,,0.15,
6/22/2005,TDF,R3,,0.17,
7/13/2005,T1,R1,,0.07,
7/13/2005,T1,R2,,0.11,
7/13/2005,T1,R3,,0.05,
7/13/2005,T1,R4,,0.07,
7/13/2005,T2,R1,,0.06,
7/13/2005,T2,R2,,0.07,
7/13/2005,T2,R3,,0.06,
7/13/2005,T2,R4,,0.09,
7/13/2005,T3,R1,,0.06,
7/13/2005,T3,R3,,0.06,
7/13/2005,T3,R4,,0.08,
7/13/2005,T4,R1,,0.07,
7/13/2005,T4,R2,,0.09,
7/13/2005,T4,R3,,0.08,
7/13/2005,T4,R4,,0.12,
7/13/2005,T5,R1,,0.17,
7/13/2005,T5,R2,,0.11,
7/13/2005,T5,R3,,0.1,
7/13/2005,T5,R4,,0.13,
7/13/2005,T6,R1,,0.09,
7/13/2005,T6,R2,,0.09,
7/13/2005,T6,R3,,0.14,
7/13/2005,T6,R4,,0.1,
7/13/2005,T7,R1,,0.06,
7/13/2005,T7,R2,,0.09,
7/13/2005,T7,R3,,0.06,
7/13/2005,T7,R4,,0.08,
7/13/2005,TDF,R1,,0.16,
7/13/2005,TDF,R2,,0.08,
7/13/2005,TDF,R3,,0.12,
7/28/2005,T1,R1,,0.14,
7/28/2005,T1,R2,,0.19,
7/28/2005,T1,R3,,0.09,
7/28/2005,T1,R4,,0.14,
7/28/2005,T2,R1,,0.15,
7/28/2005,T2,R2,,0.14,
7/28/2005,T2,R3,,0.14,
7/28/2005,T2,R4,,0.2,
7/28/2005,T3,R1,,0.18,
7/28/2005,T3,R2,,0.17,
7/28/2005,T3,R3,,0.16,
7/28/2005,T3,R4,,0.16,
7/28/2005,T4,R1,,0.13,
7/28/2005,T4,R2,,0.21,
7/28/2005,T4,R3,,0.18,
7/28/2005,T4,R4,,0.2,
7/28/2005,T5,R1,,0.23,
7/28/2005,T5,R2,,0.17,
7/28/2005,T5,R3,,0.18,
7/28/2005,T5,R4,,0.17,
7/28/2005,T6,R1,,0.17,
7/28/2005,T6,R2,,0.18,
7/28/2005,T6,R3,,0.21,
7/28/2005,T6,R4,,0.18,
7/28/2005,T7,R1,,0.18,
7/28/2005,T7,R2,,0.2,
7/28/2005,T7,R3,,0.19,
7/28/2005,T7,R4,,0.18,
7/28/2005,TDF,R1,,0.26,
7/28/2005,TDF,R2,,0.14,
7/28/2005,TDF,R3,,0.17,
8/25/2005,T1,R1,,0.04,
8/25/2005,T1,R2,,0.08,
8/25/2005,T1,R3,,0.03,
8/25/2005,T1,R4,,0.04,
8/25/2005,T2,R1,,0.04,
8/25/2005,T2,R2,,0.06,
8/25/2005,T2,R3,,0.03,
8/25/2005,T2,R4,,0.08,
8/25/2005,T3,R1,,0.05,
8/25/2005,T3,R2,,0.05,
8/25/2005,T3,R3,,0.04,
8/25/2005,T3,R4,,0.05,
8/25/2005,T4,R1,,0.04,
8/25/2005,T4,R2,,0.08,
8/25/2005,T4,R3,,0.06,
8/25/2005,T4,R4,,0.07,
8/25/2005,T5,R1,,0.11,
8/25/2005,T5,R2,,0.1,
8/25/2005,T5,R3,,0.06,
8/25/2005,T5,R4,,0.05,
8/25/2005,T6,R1,,0.06,
8/25/2005,T6,R2,,0.06,
8/25/2005,T6,R3,,0.08,
8/25/2005,T6,R4,,0.05,
8/25/2005,T7,R1,,0.05,
8/25/2005,T7,R2,,0.07,
8/25/2005,T7,R3,,0.05,
8/25/2005,T7,R4,,0.05,
8/25/2005,TDF,R1,,0.07,
8/25/2005,TDF,R2,,0.07,
8/25/2005,TDF,R3,,0.06,
9/7/2005,T1,R1,,0.02,
9/7/2005,T1,R2,,0.04,
9/7/2005,T1,R3,,0.01,
9/7/2005,T1,R4,,0.02,
9/7/2005,T2,R1,,0.02,
9/7/2005,T2,R2,,0.02,
9/7/2005,T2,R3,,0.01,
9/7/2005,T2,R4,,0.04,
9/7/2005,T3,R1,,0.04,
9/7/2005,T3,R2,,0.04,
9/7/2005,T3,R3,,0.03,
9/7/2005,T3,R4,,0.04,
9/7/2005,T4,R1,,0.03,
9/7/2005,T4,R2,,0.06,
9/7/2005,T4,R3,,0.04,
9/7/2005,T4,R4,,0.04,
9/7/2005,T5,R1,,0.08,
9/7/2005,T5,R2,,0.06,
9/7/2005,T5,R3,,0.05,
4/20/2005,T7,R3,,0.15,
4/20/2005,T7,R4,,0.14,
4/20/2005,TDF,R1,,0.22,
4/20/2005,TDF,R2,,0.17,
4/20/2005,TDF,R3,,0.21,
5/4/2005,T1,R1,,0.1,
5/4/2005,T1,R2,,0.14,
5/4/2005,T1,R3,,0.1,
5/4/2005,T1,R4,,0.09,
5/4/2005,T2,R1,,0.12,
5/4/2005,T2,R2,,0.08,
5/4/2005,T2,R3,,0.09,
5/4/2005,T2,R4,,0.13,
5/4/2005,T3,R1,,0.1,
5/4/2005,T3,R2,,0.1,
5/4/2005,T3,R3,,0.11,
5/4/2005,T3,R4,,0.12,
5/4/2005,T4,R1,,0.1,
5/4/2005,T4,R2,,0.15,
5/4/2005,T4,R3,,0.13,
5/4/2005,T4,R4,,0.14,
5/4/2005,T5,R1,,0.18,
5/4/2005,T5,R2,,0.14,
5/4/2005,T5,R3,,0.14,
5/4/2005,T5,R4,,0.15,
5/4/2005,T6,R1,,0.11,
5/4/2005,T6,R2,,0.1,
5/4/2005,T6,R3,,0.15,
5/4/2005,T6,R4,,0.1,
5/4/2005,T7,R1,,0.13,
5/4/2005,T7,R2,,0.15,
5/4/2005,T7,R3,,0.13,
5/4/2005,T7,R4,,0.13,
5/4/2005,TDF,R1,,0.22,
5/4/2005,TDF,R2,,0.16,
5/4/2005,TDF,R3,,0.18,
5/18/2005,T1,R1,,0.13,
5/18/2005,T1,R2,,0.15,
5/18/2005,T1,R3,,0.1,
5/18/2005,T1,R4,,0.12,
5/18/2005,T2,R1,,0.13,
5/18/2005,T2,R2,,0.13,
5/18/2005,T2,R3,,0.13,
5/18/2005,T2,R4,,0.14,
5/18/2005,T3,R1,,0.14,
5/18/2005,T3,R2,,0.11,
5/18/2005,T3,R3,,0.12,
5/18/2005,T3,R4,,0.11,
5/18/2005,T4,R1,,0.1,
5/18/2005,T4,R2,,0.14,
5/18/2005,T4,R3,,0.15,
5/18/2005,T4,R4,,0.14,
5/18/2005,T5,R1,,0.19,
5/18/2005,T5,R2,,0.18,
5/18/2005,T5,R3,,0.14,
5/18/2005,T5,R4,,0.15,
5/18/2005,T6,R1,,0.13,
5/18/2005,T6,R2,,0.11,
5/18/2005,T6,R3,,0.16,
5/18/2005,T6,R4,,0.14,
5/18/2005,T7,R1,,0.12,
5/18/2005,T7,R2,,0.13,
5/18/2005,T7,R3,,0.12,
5/18/2005,T7,R4,,0.12,
5/18/2005,TDF,R1,,0.26,
5/18/2005,TDF,R2,,0.17,
5/18/2005,TDF,R3,,0.21,
6/7/2005,T1,R1,,0.13,
6/7/2005,T1,R2,,0.16,
6/7/2005,T1,R3,,0.12,
6/7/2005,T1,R4,,0.12,
6/7/2005,T2,R1,,0.14,
6/7/2005,T2,R2,,0.13,
6/7/2005,T2,R3,,0.13,
6/7/2005,T2,R4,,0.17,
6/7/2005,T3,R1,,0.15,
6/7/2005,T3,R2,,0.13,
6/7/2005,T3,R3,,0.12,
6/7/2005,T3,R4,,0.12,
6/7/2005,T4,R1,,0.15,
6/7/2005,T4,R2,,0.16,
6/7/2005,T4,R3,,0.17,
6/7/2005,T4,R4,,0.16,
6/7/2005,T5,R1,,0.15,
6/7/2005,T5,R2,,0.14,
6/7/2005,T5,R3,,0.14,
6/7/2005,T5,R4,,0.15,
6/7/2005,T6,R1,,0.11,
6/7/2005,T6,R2,,0.1,
6/7/2005,T6,R3,,0.13,
6/7/2005,T6,R4,,0.12,
6/7/2005,T7,R1,,0.08,
6/7/2005,T7,R2,,0.11,
6/7/2005,T7,R3,,0.12,
6/7/2005,T7,R4,,0.1,
6/7/2005,TDF,R1,,0.21,
6/7/2005,TDF,R2,,0.12,
6/7/2005,TDF,R3,,0.2,
6/22/2005,T1,R1,,0.11,
6/22/2005,T1,R2,,0.15,
6/22/2005,T1,R3,,0.08,
6/22/2005,T1,R4,,0.12,
6/22/2005,T2,R1,,0.12,
6/22/2005,T2,R2,,0.13,
6/22/2005,T2,R3,,0.13,
6/22/2005,T2,R4,,0.15,
6/22/2005,T3,R1,,0.16,
6/22/2005,T3,R2,,0.14,
6/22/2005,T3,R3,,0.13,
6/22/2005,T3,R4,,0.14,
6/22/2005,T4,R1,,0.15,
6/22/2005,T4,R2,,0.17,
6/22/2005,T4,R3,,0.18,
6/22/2005,T4,R4,,0.16,
6/22/2005,T5,R1,,0.18,
6/22/2005,T5,R2,,0.12,
6/22/2005,T5,R3,,0.13,
6/22/2005,T5,R4,,0.11,
6/22/2005,T6,R1,,0.14,
6/22/2005,T6,R2,,0.12,
10/14/2003,TDF,R3,,0.19,
11/14/2003,T1,R1,,0.16,
11/14/2003,T1,R2,,0.2,
11/14/2003,T1,R3,,0.14,
11/14/2003,T1,R4,,0.18,
11/14/2003,T2,R1,,0.15,
11/14/2003,T2,R2,,0.17,
11/14/2003,T2,R3,,0.17,
11/14/2003,T2,R4,,0.2,
11/14/2003,T3,R1,,0.2,
11/14/2003,T3,R2,,0.17,
11/14/2003,T3,R3,,0.17,
11/14/2003,T3,R4,,0.18,
11/14/2003,T4,R1,,0.18,
11/14/2003,T4,R2,,0.21,
11/14/2003,T4,R3,,0.22,
11/14/2003,T4,R4,,0.2,
11/14/2003,T5,R1,,0.23,
11/14/2003,T5,R2,,0.19,
11/14/2003,T5,R3,,0.18,
11/14/2003,T5,R4,,0.16,
11/14/2003,T6,R1,,0.2,
11/14/2003,T6,R2,,0.19,
11/14/2003,T6,R3,,0.25,
11/14/2003,T6,R4,,0.18,
11/14/2003,T7,R1,,0.19,
11/14/2003,T7,R2,,0.23,
11/14/2003,T7,R3,,0.19,
11/14/2003,T7,R4,,0.17,
11/14/2003,TDF,R1,,0.27,
11/14/2003,TDF,R2,,0.16,
11/14/2003,TDF,R3,,0.22,
3/29/2005,T1,R1,,0.17,
3/29/2005,T1,R2,,0.21,
3/29/2005,T1,R3,,0.15,
3/29/2005,T1,R4,,0.17,
3/29/2005,T2,R1,,0.17,
3/29/2005,T2,R2,,0.14,
3/29/2005,T2,R3,,0.15,
3/29/2005,T2,R4,,0.2,
3/29/2005,T3,R1,,0.2,
3/29/2005,T3,R2,,0.18,
3/29/2005,T3,R3,,0.18,
3/29/2005,T3,R4,,0.2,
3/29/2005,T4,R1,,0.19,
3/29/2005,T4,R2,,0.22,
3/29/2005,T4,R3,,0.26,
3/29/2005,T4,R4,,0.22,
3/29/2005,T5,R1,,0.22,
3/29/2005,T5,R2,,0.19,
3/29/2005,T5,R3,,0.19,
3/29/2005,T5,R4,,0.18,
3/29/2005,T6,R1,,0.21,
3/29/2005,T6,R2,,0.19,
3/29/2005,T6,R3,,0.22,
3/29/2005,T6,R4,,0.2,
3/29/2005,T7,R1,,0.2,
3/29/2005,T7,R2,,0.27,
3/29/2005,T7,R3,,0.21,
3/29/2005,T7,R4,,0.19,
3/29/2005,TDF,R1,,0.3,
3/29/2005,TDF,R2,,0.23,
3/29/2005,TDF,R3,,0.23,
4/12/2005,T1,R1,,0.13,
4/12/2005,T1,R2,,0.16,
4/12/2005,T1,R3,,0.11,
4/12/2005,T1,R4,,0.14,
4/12/2005,T2,R1,,0.13,
4/12/2005,T2,R2,,0.12,
4/12/2005,T2,R3,,0.11,
4/12/2005,T2,R4,,0.16,
4/12/2005,T3,R1,,0.15,
4/12/2005,T3,R2,,0.13,
4/12/2005,T3,R3,,0.14,
4/12/2005,T3,R4,,0.14,
4/12/2005,T4,R1,,0.14,
4/12/2005,T4,R2,,0.17,
4/12/2005,T4,R3,,0.19,
4/12/2005,T4,R4,,0.17,
4/12/2005,T5,R1,,0.19,
4/12/2005,T5,R2,,0.16,
4/12/2005,T5,R3,,0.18,
4/12/2005,T5,R4,,0.17,
4/12/2005,T6,R1,,0.16,
4/12/2005,T6,R2,,0.14,
4/12/2005,T6,R3,,0.18,
4/12/2005,T6,R4,,0.13,
4/12/2005,T7,R1,,0.16,
4/12/2005,T7,R2,,0.19,
4/12/2005,T7,R3,,0.17,
4/12/2005,T7,R4,,0.16,
4/12/2005,TDF,R1,,0.21,
4/12/2005,TDF,R2,,0.18,
4/12/2005,TDF,R3,,0.22,
4/20/2005,T1,R1,,0.11,
4/20/2005,T1,R2,,0.14,
4/20/2005,T1,R3,,0.09,
4/20/2005,T1,R4,,0.12,
4/20/2005,T2,R1,,0.1,
4/20/2005,T2,R2,,0.05,
4/20/2005,T2,R3,,0.1,
4/20/2005,T2,R4,,0.12,
4/20/2005,T3,R1,,0.12,
4/20/2005,T3,R2,,0.11,
4/20/2005,T3,R3,,0.1,
4/20/2005,T3,R4,,0.11,
4/20/2005,T4,R1,,0.1,
4/20/2005,T4,R2,,0.12,
4/20/2005,T4,R3,,0.16,
4/20/2005,T4,R4,,0.13,
4/20/2005,T5,R1,,0.19,
4/20/2005,T5,R2,,0.15,
4/20/2005,T5,R3,,0.14,
4/20/2005,T5,R4,,0.13,
4/20/2005,T6,R1,,0.14,
4/20/2005,T6,R2,,0.1,
4/20/2005,T6,R3,,0.15,
4/20/2005,T6,R4,,0.11,
