# Soil Bulk Density by Depth - Deep Cores,,,,,,,,,,,
#,,,,,,,,,,,
# Original Data Source: https://lter.kbs.msu.edu/datatables/308,,,,,,,,,,,
# The newest version of the data https://lter.kbs.msu.edu/datatables/308.csv,,,,,,,,,,,
# Full EML Metadata: https://lter.kbs.msu.edu/datasets/47.eml,,,,,,,,,,,
#,,,,,,,,,,,
# These Data are copyrighted and use in a publication requires written permission,,,,,,,,,,,
# as detailed in our Terms of use:  https://lter.kbs.msu.edu/data/terms-of-use/,,,,,,,,,,,
# Use of the data constitutes acceptance of the terms.,,,,,,,,,,,
#,,,,,,,,,,,
#     VARIATE TABLE,,,,,,,,,,,
"# year		sample year",,,,,,,,,,,
"# treatment		treatment that was sampled",,,,,,,,,,,
"# replicate		replicate plot that was sampled",,,,,,,,,,,
"# station		station within the plot that was sampled",,,,,,,,,,,
"# core		core identifier for the station (generally two cores were taken per station)",,,,,,,,,,,
"# section		horizon section (cores were divided into surface", middle and deep sections pre 2013 and by depth in 2013),,,,,,,,,,
"# horizon_length	centimeter	length of the horizon sampled",,,,,,,,,,,
"# core_volume_cm3	cubicCentimeter	core volume of the section",,,,,,,,,,,
"# gravel_free_bulk_density	gramsPerCubicCentimeter	bulk density of the gravel free portion of the soil (gravel >4 mm	removed)",,,,,,,,,,,
"# total_bulk_density	gramsPerCubicCentimeter	bulk density (including any gravel)",,,,,,,,,,,
"# gravel_weight_g	gram	",,,,,,,,,,,
"# comments		any observations relating to this core",,,,,,,,,,,
#,,,,,,,,,,,
#,,,,,,,,,,,
#        DATA TABLE CORRECTIONS AND COMMENTS,,,,,,,,,,,
#2019-1-16 Sven Bohm. For the 2013 samples the dry weights were incorrectly calculated as wet * (1-moisture) when it should have been wet /(1+moisture) . The error has been corrected.,,,,,,,,,,,
#2019-1-18 Sven Bohm. re include the gravel free bulk density in the output.,,,,,,,,,,,
2001,T2,R1,S2,1,Surface,20,565.49,1.71,1.77,33.83,
2001,T2,R1,S2,1,Middle,17,480.66,1.68,1.77,43.73,charcoal?
2001,T2,R1,S2,1,Deep,63,1781.28,1.69,1.77,141.84,
2001,T2,R1,S2,2,Surface,20,565.49,1.59,1.63,22.39,depth incorrect on the original data sheet
2001,T2,R1,S2,2,Middle,28,791.68,1.68,1.71,28.44,
2001,T2,R1,S2,2,Deep,52,1470.27,1.59,1.8,313.01,
2001,T2,R1,S3,1,Surface,21,593.76,1.66,1.75,50.5,
2001,T2,R1,S3,1,Middle,23,650.31,1.69,1.79,61.54,
2001,T2,R1,S3,1,Deep,56,1583.36,1.67,1.81,231.12,
2001,T2,R1,S3,2,Surface,19,537.21,1.69,1.76,38.51,
2001,T2,R1,S3,2,Middle,37,1046.15,1.63,1.73,104.49,
2001,T2,R1,S3,2,Deep,44,1244.07,1.73,1.92,229.04,
2001,T2,R1,S4,1,Surface,26,735.13,1.47,1.5,22.29,little shavings
2001,T2,R1,S4,1,Middle,32,904.78,1.65,1.72,59.01,
2001,T2,R1,S4,1,Deep,42,1187.52,1.72,1.91,234.57,
2001,T2,R1,S4,2,Surface,25,339.29,1.62,1.63,2.55,shavings
2001,T2,R1,S4,2,Middle,36,1017.88,1.64,1.71,68.84,
2001,T2,R1,S4,2,Deep,39,1102.7,1.68,1.92,262.4,
2001,T2,R1,S5,1,Surface,22,622.04,1.65,1.69,23.98,
2001,T2,R1,S5,1,Middle,26,735.13,1.65,1.69,27.29,
2001,T2,R1,S5,1,Deep,52,1470.27,1.74,1.87,195.78,
2001,T2,R1,S5,2,Surface,25,706.86,1.66,1.71,37.36,
2001,T2,R1,S5,2,Middle,28,791.68,1.64,1.68,33.73,
2001,T2,R1,S5,2,Deep,47,1328.89,1.82,1.9,99.57,
2001,T2,R2,S1,1,Surface,21,593.76,1.55,1.62,43.04,
2001,T2,R2,S1,1,Middle,39,1102.7,1.77,1.8,31.96,
2001,T2,R2,S1,1,Deep,40,1130.97,1.62,1.76,157.22,
2001,T2,R2,S1,2,Surface,21,593.76,1.71,1.73,9.36,
2001,T2,R2,S1,2,Middle,37,1046.15,1.76,1.82,57.21,
2001,T2,R2,S1,2,Deep,42,1187.52,1.73,1.87,168.05,
2001,T2,R2,S2,1,Surface,20,565.49,1.52,1.64,72.65,fungi
2001,T2,R2,S2,1,Middle,14,395.84,1.42,1.76,133.19,
2001,T2,R2,S2,1,Deep,66,1866.11,1.67,1.87,373.18,
2001,T2,R2,S2,2,Surface,7,197.92,1.42,1.49,13.68,fungi
2001,T2,R2,S2,2,Middle,36,1017.88,1.44,1.75,313.91,
2001,T2,R2,S2,2,Deep,57,1611.64,1.81,1.93,202.37,
2001,T2,R2,S3,1,Surface,21,593.76,1.59,1.62,18.19,
2001,T2,R2,S3,1,Middle,25,706.86,1.88,1.92,24.58,changed from 57 cm to 46 cm
2001,T2,R2,S3,1,Deep,54,1526.81,1.42,1.73,469.61,
2001,T2,R2,S3,2,Surface,22,622.04,1.56,1.59,18.65,
2001,T2,R2,S3,2,Middle,37,1046.15,1.72,1.76,41.26,
2001,T2,R2,S3,2,Deep,41,1159.25,1.42,1.79,435.8,
2001,T2,R2,S4,1,Surface,15,424.12,1.59,1.61,6.89,
2001,T2,R2,S4,1,Middle,50,1413.72,1.67,1.73,93.95,
2001,T2,R2,S4,1,Deep,35,989.6,1.43,1.75,315.95,
2001,T2,R2,S4,2,Surface,26,735.13,1.68,1.71,20.32,
2001,T2,R2,S4,2,Middle,56,1272.35,1.83,1.92,112.9,
2001,T2,R2,S4,2,Deep,18,508.94,1.56,2.08,259.9,
2001,T2,R2,S5,1,Surface,20,565.49,1.66,1.71,25.63,
2001,T2,R2,S5,1,Middle,27,763.41,1.63,1.67,26.83,
2001,T2,R2,S5,1,Deep,49,1385.44,1.7,1.87,238.39,compressed
2001,T2,R2,S5,2,Middle,34,961.33,1.58,1.67,89.2,
2001,T2,R2,S5,2,Deep,42,1187.52,1.85,1.96,131.91,compressed
2001,T2,R3,S1,1,Surface,18,508.94,1.49,1.51,7.9,
2001,T2,R3,S1,1,Middle,46,1300.62,1.59,1.69,128,
2001,T2,R3,S1,1,Deep,36,1017.88,1.68,1.92,252.51,
2001,T2,R3,S1,2,Surface,16,452.39,1.45,1.51,24.06,fungi
2001,T2,R3,S1,2,Middle,40,1130.97,1.56,1.67,123.62,fungi
2001,T2,R3,S1,2,Deep,44,1244.07,1.55,1.85,364.6,
2001,T2,R3,S2,1,Surface,10,282.74,1.28,1.61,92.37,
2001,T2,R3,S2,1,Middle,53,1498.54,1.64,1.68,61.59,
2001,T2,R3,S2,1,Deep,37,1046.15,1.55,1.9,368.05,
2001,T2,R3,S2,2,Surface,13,367.57,1.22,1.23,6.58,
2001,T2,R3,S2,2,Middle,47,1328.89,1.63,1.66,43.07,
2001,T2,R3,S2,2,Deep,40,1130.97,1.59,1.87,318.49,
2001,T2,R3,S3,1,Surface,20,565.49,1.42,1.44,13.66,
2001,T2,R3,S3,1,Middle,47,1328.89,1.59,1.75,210.6,
2001,T2,R3,S3,1,Deep,33,933.05,1.66,1.87,196.82,
2001,T2,R3,S3,2,Surface,19,537.21,1.53,1.59,32.21,
2001,T2,R3,S3,2,Middle,68,1922.65,1.79,1.85,111.85,
2001,T2,R3,S3,2,Deep,13,367.57,1.19,1.89,257.92,
2001,T2,R3,S4,1,Surface,20,565.49,1.4,1.47,42.91,
2001,T2,R3,S4,1,Middle,51,395.84,1.42,1.46,17.6,
2001,T2,R3,S4,1,Deep,29,819.96,1.81,1.86,39.33,
2001,T2,R3,S4,2,Surface,18,508.94,1.36,1.38,13.96,
2001,T2,R3,S4,2,Middle,58,1639.91,1.61,1.7,151.71,
2001,T2,R3,S4,2,Deep,24,678.58,1.61,1.83,150.6,
2001,T2,R3,S5,1,Surface,18,508.94,1.49,1.49,1.64,
2001,T2,R3,S5,1,Middle,34,961.33,1.55,1.66,105.26,
2001,T2,R3,S5,1,Deep,48,1357.17,1.61,1.84,311.38,
2001,T2,R3,S5,2,Surface,20,565.49,1.34,1.44,51.36,
2001,T2,R3,S5,2,Middle,35,339.29,1.77,1.92,52.2,
2001,T2,R3,S5,2,Deep,45,1272.35,1.58,1.85,339.58,
2001,T2,R4,S1,1,Surface,25,706.86,1.59,1.6,6.98,fungal growth/mildew?
2001,T2,R4,S1,1,Middle,30,848.23,1.61,1.69,64.28,
2001,T2,R4,S1,1,Deep,45,1272.35,1.69,1.94,312.93,fungal growth
2001,T2,R4,S1,2,Surface,25,706.86,1.5,1.53,22.48,fungal growth
2001,T2,R4,S1,2,Middle,31,876.5,1.57,1.7,115.91,
2001,T2,R4,S1,2,Deep,44,1244.07,1.59,1.82,296.15,
2001,T2,R4,S2,1,Surface,26,735.13,1.59,1.63,31.19,fungal growth
2001,T2,R4,S2,1,Middle,40,1130.97,1.52,1.74,252.05,
2001,T2,R4,S2,1,Deep,34,961.33,1.55,1.85,286.53,
2001,T2,R4,S2,2,Surface,27,763.41,1.52,1.55,22.54,fungal growth
2001,T2,R4,S2,2,Middle,21,593.76,1.54,1.66,73.13,
2001,T2,R4,S2,2,Deep,52,1470.27,1.36,1.75,570.29,
2001,T2,R4,S3,1,Surface,21,593.76,1.6,1.62,14.12,fungal growth
2001,T2,R4,S3,1,Middle,17,480.66,1.71,1.77,26.68,
2001,T2,R4,S3,1,Deep,62,1300.62,1.7,1.94,313.42,
2001,T2,R4,S3,2,Surface,18,508.94,1.52,1.57,28.71,
2001,T2,R4,S3,2,Middle,27,763.41,1.59,1.7,79.24,may have had a 5cm E hor.
2001,T2,R4,S3,2,Deep,55,1555.09,1.65,1.8,227.02,
2001,T2,R4,S4,1,Surface,27,763.41,1.51,1.52,3.6,FUNGAL GROWTH/ one black chunk
2001,T3,R2,S3,1,Middle,52,1470.27,1.69,1.77,116.53,
2001,T2,R4,S4,1,Middle,62,1753.01,1.63,1.71,146.6,one small piece of charcoal?
2001,T2,R4,S4,1,Deep,11,311.02,1.86,1.97,36.26,FUNGAL GROWTH/ 
2001,T2,R4,S4,2,Surface,13,367.57,1.58,1.6,6.48,fungal growth
2001,T2,R4,S4,2,Middle,62,1753.01,1.61,1.66,72.59,"worm not included (2.7), created a 3mm wide tunnel(the length of profile)/ small area w/ black chunks from 20to 40 cm"
2001,T2,R4,S4,2,Deep,25,706.86,1.71,1.76,35.62,
2001,T2,R4,S5,1,Surface,16,452.39,1.52,1.53,7.64,fungal growth
2001,T2,R4,S5,1,Middle,63,1781.28,1.62,1.71,147.39,
2001,T2,R4,S5,1,Deep,21,593.76,1.5,1.9,236.7,fungal growth
2001,T2,R4,S5,2,Surface,11,311.02,1.44,1.46,5.99,* change from the original breaks/ fungal growth
2001,T2,R4,S5,2,Middle,53,1498.54,1.63,1.65,38.24,
2001,T2,R4,S5,2,Deep,36,1017.88,1.63,1.93,314.23,fungal growth/ little OM
2001,T2,R5,S1,1,Surface,11,311.02,1.37,1.55,54.99,
2001,T2,R5,S1,1,Middle,21,593.76,1.63,1.78,86.59,
2001,T2,R5,S1,1,Deep,68,1922.65,1.56,1.77,393.08,
2001,T2,R5,S1,2,Surface,21,593.76,1.62,1.78,94.35,
2001,T2,R5,S1,2,Middle,24,678.58,1.54,1.86,218.09,
2001,T2,R5,S1,2,Deep,55,1555.09,1.53,1.72,306.52,* actual  length 53 cm (comp at end)
2001,T2,R5,S2,1,Surface,21,254.47,1.46,1.64,46.02,fungi
2001,T2,R5,S2,1,Middle,31,876.5,1.57,1.82,218.64,
2001,T2,R5,S2,1,Deep,48,1357.17,1.7,1.93,319.64,
2001,T2,R5,S2,2,Middle,38,650.31,1.41,1.65,153.55,
2001,T2,R5,S2,2,Deep,50,1413.72,1.67,1.85,254.61,
2001,T2,R5,S3,1,Surface,22,622.04,1.36,1.6,149.7,fungi
2001,T2,R5,S3,1,Middle,36,791.68,1.35,1.58,175.81,
2001,T2,R5,S3,1,Deep,42,1187.52,1.48,1.8,380.51,
2001,T2,R5,S3,2,Surface,19,537.21,1.48,1.85,198.23,
2001,T2,R5,S3,2,Middle,38,1074.42,1.18,1.74,607.78,
2001,T2,R5,S3,2,Deep,43,961.33,1.52,1.74,209.61,* not comp
2001,T2,R5,S4,1,Surface,23,650.31,1.5,1.53,21.14,fungi
2001,T2,R5,S4,1,Middle,39,1102.7,1.65,1.7,55.78,
2001,T2,R5,S4,1,Deep,38,1074.42,1.56,1.73,178.8,
2001,T2,R5,S4,2,Surface,23,650.31,1.59,1.6,6.38,
2001,T2,R5,S4,2,Middle,36,1017.88,1.67,1.71,32.93,some black material
2001,T2,R5,S4,2,Deep,41,1159.25,1.69,1.86,197.65,
2001,T2,R5,S5,1,Surface,25,480.66,1.51,1.57,29.78,
2001,T2,R5,S5,1,Middle,42,1187.52,1.39,1.69,352.67,
2001,T2,R5,S5,1,Deep,33,933.05,1.44,1.79,327.68,
2001,T2,R5,S5,2,Surface,24,565.49,1.39,1.75,203.9,
2001,T2,R5,S5,2,Middle,48,1017.88,1.68,1.9,221.46,
2001,T2,R5,S5,2,Deep,26,735.13,1.3,1.52,157.26,* the end of hor. is actually 98 not 95
2001,T2,R6,S1,1,Surface,21,593.76,1.68,1.71,16.58,
2001,T2,R6,S1,1,Middle,25,706.86,1.66,1.73,50.71,
2001,T2,R6,S1,1,Deep,54,1526.81,1.79,1.88,137.27,
2001,T2,R6,S1,2,Surface,22,622.04,1.63,1.67,22.96,fungal growth
2001,T2,R6,S1,2,Middle,29,819.96,1.71,1.83,95.82,
2001,T2,R6,S1,2,Deep,49,1385.44,1.59,1.7,152.86,black chunks- decaying OM?
2001,T2,R6,S2,1,Surface,26,735.13,1.54,1.58,24.53,fungal growth
2001,T2,R6,S2,1,Middle,36,1017.88,1.77,1.84,74.75,
2001,T2,R6,S2,1,Deep,38,1074.42,1.81,1.86,52.44,
2001,T2,R6,S2,2,Surface,25,706.86,1.49,1.53,29.08,
2001,T2,R6,S2,2,Middle,56,1583.36,1.7,1.82,198.14,
2001,T2,R6,S2,2,Deep,19,537.21,1.58,1.81,126.87,
2001,T2,R6,S3,1,Surface,22,622.04,1.57,1.61,22.72,
2001,T2,R6,S3,1,Middle,27,763.41,1.67,1.79,92.11,
2001,T2,R6,S3,1,Deep,51,1441.99,1.66,1.79,184.98,
2001,T2,R6,S3,2,Surface,21,593.76,1.65,1.68,20.31,
2001,T2,R6,S3,2,Middle,32,904.78,1.68,1.71,26.66,fungal growth
2001,T2,R6,S3,2,Deep,47,1328.89,1.81,1.9,114.98,
2001,T2,R6,S4,1,Surface,18,508.94,1.71,1.73,8.69,
2001,T2,R6,S4,1,Middle,36,1017.88,1.69,1.74,54.71,
2001,T2,R6,S4,1,Deep,46,1300.62,1.59,1.82,299.07,
2001,T2,R6,S4,2,Surface,24,678.58,1.7,1.75,35.58,
2001,T2,R6,S4,2,Middle,28,791.68,1.82,1.87,44.08,
2001,T2,R6,S4,2,Deep,48,1357.17,1.7,1.81,152.63,
2001,T2,R6,S5,1,Surface,28,791.68,1.6,1.67,53.61,
2001,T2,R6,S5,1,Middle,30,848.23,1.68,1.78,89.24,
2001,T2,R6,S5,1,Deep,42,1187.52,1.65,1.92,331.61,
2001,T2,R6,S5,2,Surface,27,763.41,1.73,1.81,62.41,fungal growth
2001,T2,R6,S5,2,Middle,46,1300.62,1.65,1.77,157.48,"fungal growth/ not finished processing, found black chunks (charcoal ?), in zip lock bags in freezer/ high clay…finished processing 4/7/03"
2001,T2,R6,S5,2,Deep,27,565.49,1.75,1.85,56.67,fungal growth
2001,T3,R1,S1,1,Surface,27,763.41,1.68,1.77,69.81,
2001,T3,R1,S1,1,Middle,23,650.31,1.77,1.85,52.02,
2001,T3,R1,S1,1,Deep,50,1413.72,1.67,1.91,329.92,
2001,T3,R1,S1,2,Surface,21,593.76,1.56,1.78,129.15,
2001,T3,R1,S1,2,Middle,28,791.68,1.56,1.78,175.03,
2001,T3,R1,S1,2,Deep,51,1441.99,1.72,1.89,256.19,
2001,T3,R1,S2,1,Surface,23,650.31,1.55,1.63,51.18,
2001,T3,R1,S2,1,Middle,12,339.29,1.62,1.86,82.25,
2001,T3,R1,S2,1,Deep,65,1837.83,1.84,1.92,146.06,fungal growth/ at the end some clay loam
2001,T3,R1,S2,2,Surface,19,537.21,1.63,1.75,65.54,
2001,T3,R1,S2,2,Middle,30,848.23,1.7,1.73,24.4,
2001,T3,R1,S2,2,Deep,51,1441.99,1.87,1.97,146,fungal growth/ at the end some clay
2001,T3,R1,S3,1,Surface,22,622.04,1.75,1.8,32.2,fungal growth
2001,T3,R1,S3,1,Middle,14,141.37,1.69,2.02,47.92,
2001,T3,R1,S3,1,Deep,64,1809.56,1.67,1.91,440.47,
2001,T3,R1,S3,2,Surface,22,622.04,1.73,1.78,33.72,
2001,T3,R1,S3,2,Middle,15,424.12,1.69,1.88,79.42,
2001,T3,R1,S3,2,Deep,63,1781.28,1.74,1.9,276.95,
2001,T3,R1,S4,1,Surface,37,1046.15,1.52,1.57,57.55,a  lot of fungal decay
2001,T3,R1,S4,1,Middle,33,933.05,1.86,1.92,61.09,
2001,T3,R1,S4,1,Deep,30,848.23,1.99,2.01,13.73,
2001,T3,R1,S4,2,Surface,24,678.58,1.5,1.55,34.18,
2001,T3,R1,S4,2,Middle,38,1074.42,1.63,1.75,130.42,
2001,T3,R1,S4,2,Deep,38,1074.42,1.67,1.82,170.99,
2001,T3,R1,S5,1,Surface,21,593.76,1.68,1.71,17.86,
2001,T3,R1,S5,1,Middle,28,791.68,1.76,1.86,77.78,
2001,T3,R1,S5,1,Deep,51,1441.99,1.69,1.98,419.78,
2001,T3,R1,S5,2,Surface,23,650.31,1.53,1.55,17.81,
2001,T3,R1,S5,2,Middle,35,989.6,1.73,1.86,130.93,
2001,T3,R1,S5,2,Deep,42,1187.52,1.73,1.85,144.82,
2001,T3,R2,S1,1,Surface,21,593.76,1.67,1.76,55.62,
2001,T3,R2,S1,1,Middle,54,1526.81,1.7,1.76,93.06,
2001,T3,R2,S1,1,Deep,25,706.86,1.73,1.78,33.27,
2001,T3,R2,S1,2,Surface,19,537.21,1.54,1.61,35.53,
2001,T3,R2,S1,2,Middle,29,819.96,1.85,1.91,52.18,
2001,T3,R2,S1,2,Deep,52,1470.27,1.83,1.84,13.48,
2001,T3,R2,S2,1,Surface,12,339.29,1.53,1.58,18.89,compacted to 96 cm
2001,T3,R2,S2,1,Middle,21,593.76,1.72,1.8,48.29,
2001,T3,R2,S2,1,Deep,63,1781.28,1.84,1.85,19.75,
2001,T3,R2,S2,2,Surface,18,508.94,1.54,1.6,32.94,
2001,T3,R2,S2,2,Middle,46,1300.62,1.68,1.73,73.48,
2001,T3,R2,S2,2,Deep,36,763.41,1.71,1.78,53.28,
2001,T3,R2,S3,1,Surface,10,282.74,1.38,1.59,57.96,
2001,T3,R2,S3,1,Deep,38,1074.42,1.59,1.75,177.97,
2001,T3,R2,S3,2,Surface,21,593.76,1.5,1.54,25.31,
2001,T3,R2,S3,2,Middle,10,282.74,1.45,1.59,40.27,
2001,T3,R2,S3,2,Deep,64,1809.56,1.63,1.87,430.26,
2001,T3,R2,S4,1,Surface,21,593.76,1.43,1.58,87.86,
2001,T3,R2,S4,1,Middle,30,848.23,1.76,1.83,53.47,
2001,T3,R2,S4,1,Deep,49,1385.44,1.48,1.51,37.6,
2001,T3,R2,S4,2,Surface,23,650.31,1.51,1.59,54.05,
2001,T3,R2,S4,2,Middle,49,1385.44,1.81,1.9,119.52,
2001,T3,R2,S4,2,Deep,28,791.68,1.65,1.71,49.69,
2001,T3,R2,S5,1,Surface,38,1074.42,1.54,1.56,19.97,fungi
2001,T3,R2,S5,1,Middle,28,565.49,1.69,1.87,100.96,changed from 71 to 66
2001,T3,R2,S5,1,Deep,34,961.33,1.66,1.84,178.61,fungi
2001,T3,R2,S5,2,Surface,37,1046.15,1.49,1.54,48.89,
2001,T3,R2,S5,2,Middle,27,763.41,1.63,1.74,83.43,
2001,T3,R2,S5,2,Deep,36,1017.88,1.58,1.81,232.5,
2001,T3,R3,S1,1,Surface,14,395.84,1.81,1.97,62.64,
2001,T3,R3,S1,1,Middle,67,1894.38,1.62,1.75,251.21,
2001,T3,R3,S1,1,Deep,19,537.21,1.69,1.88,98.75,
2001,T3,R3,S1,2,Surface,19,537.21,1.53,1.77,130.59,
2001,T3,R3,S1,2,Middle,63,1781.28,1.65,1.78,228.23,
2001,T3,R3,S1,2,Deep,18,508.94,1.46,1.8,171.48,
2001,T3,R3,S2,1,Surface,20,565.49,1.68,1.84,91.62,
2001,T3,R3,S2,1,Middle,60,1187.52,1.63,1.7,81.13,
2001,T3,R3,S2,1,Deep,20,565.49,1.5,1.88,217.25,
2001,T3,R3,S2,2,Surface,22,622.04,1.71,1.84,76.39,
2001,T3,R3,S2,2,Middle,58,1639.91,1.63,1.67,75.96,
2001,T3,R3,S2,2,Deep,20,565.49,1.5,1.92,236.74,
2001,T3,R3,S3,1,Surface,20,565.49,1.28,1.41,70.74,fungi
2001,T3,R3,S3,1,Middle,49,1385.44,1.53,1.71,246.84,
2001,T3,R3,S3,1,Deep,31,876.5,1.86,2.05,158.86,
2001,T3,R3,S3,2,Surface,9,254.47,1.58,2.04,118.67,
2001,T3,R3,S3,2,Middle,52,1470.27,1.49,1.71,317.42,
2001,T3,R3,S3,2,Deep,39,1102.7,1.83,1.9,87.99,
2001,T3,R3,S4,1,Surface,11,311.02,1.28,1.34,18.48,fungal growth
2001,T3,R3,S4,1,Middle,41,1159.25,1.57,1.69,130.93,from 11 to 18 looks like an E hor/ fungal growth
2001,T3,R3,S4,1,Deep,48,1357.17,1.56,1.78,295.84,
2001,T3,R3,S4,2,Surface,19,537.21,1.41,1.48,37.92,
2001,T3,R3,S4,2,Middle,47,706.86,1.79,1.88,61.25,
2001,T3,R3,S4,2,Deep,34,961.33,1.62,1.92,295.12,
2001,T3,R3,S5,1,Surface,22,622.04,1.46,1.69,143.37,changed Ap hor depth from 19 to 22 based on natural break (texture and color)
2001,T3,R3,S5,1,Middle,38,1074.42,1.25,1.7,480.54,
2001,T3,R3,S5,1,Deep,40,1130.97,1.78,1.91,155.46,
2001,T3,R3,S5,2,Surface,9,254.47,1.26,1.43,43.13,
2001,T3,R3,S5,2,Middle,33,933.05,1.26,1.77,475,
2001,T3,R3,S5,2,Deep,52,1470.27,1.65,2.07,616.53,compressed goes up to 94 cm
2001,T3,R4,S1,1,Surface,21,593.76,1.57,1.59,14.97,
2001,T3,R4,S1,1,Middle,33,933.05,1.52,1.67,141.12,
2001,T3,R4,S1,1,Deep,46,1300.62,1.65,1.84,249.41,
2001,T3,R4,S1,2,Surface,21,593.76,1.52,1.57,32.73,
2001,T3,R4,S1,2,Middle,36,1017.88,1.69,1.78,86.57,
2001,T3,R4,S1,2,Deep,43,1215.8,1.66,1.87,263.81,
2001,T3,R4,S2,1,Surface,24,678.58,1.48,1.5,18.49,
2001,T3,R4,S2,1,Middle,29,819.96,1.62,1.73,88.27,
2001,T3,R4,S2,1,Deep,47,1328.89,1.63,1.85,296.53,
2001,T3,R4,S2,2,Surface,13,169.65,1.62,1.63,2.18,changed Ap from 19 to 13 based on texture 
2001,T3,R4,S2,2,Middle,41,989.6,1.6,1.69,88.8,
2001,T3,R4,S2,2,Deep,46,1300.62,1.49,1.78,366.36,
2001,T3,R4,S3,1,Surface,21,593.76,1.4,1.45,29.07,fungi
2001,T3,R4,S3,1,Middle,38,1074.42,1.5,1.69,203.64,
2001,T3,R4,S3,1,Deep,41,791.68,1.42,1.86,347.81,
2001,T3,R4,S3,2,Surface,21,593.76,1.54,1.56,16.58,
2001,T3,R4,S3,2,Middle,32,904.78,1.42,1.69,245.19,
2001,T3,R4,S3,2,Deep,42,1187.52,1.49,1.83,397.98,comp
2001,T3,R4,S4,1,Surface,16,452.39,1.56,1.59,12.56,fungi
2001,T3,R4,S4,1,Middle,79,1498.54,1.52,1.68,252.14," compressed   the gap was in the middle of this profile, B.D has both E and Bt1hor"
2001,T3,R4,S4,2,Surface,19,537.21,1.47,1.49,10.43,
2001,T3,R4,S4,2,Middle,81,2290.22,1.35,1.69,762.09,no D profile
2001,T3,R4,S5,1,Surface,19,537.21,1.28,1.5,118.39,fungi
2001,T3,R4,S5,1,Middle,44,1244.07,1.49,1.69,248.23,
2001,T3,R4,S5,1,Deep,37,1046.15,1.51,1.84,342.39,
2001,T3,R4,S5,2,Surface,22,622.04,1.53,1.57,22.43,
2001,T3,R4,S5,2,Middle,28,791.68,1.47,1.74,210.84,
2001,T3,R4,S5,2,Deep,50,1074.42,1.79,1.86,74.33,
2001,T3,R5,S1,1,Surface,26,735.13,1.47,1.49,9.77,
2001,T3,R5,S1,1,Middle,46,1300.62,1.66,1.75,116.54,
2001,T3,R5,S1,1,Deep,28,791.68,1.76,1.85,73.33,
2001,T3,R5,S1,2,Surface,25,706.86,1.39,1.4,10.55,
2001,T3,R5,S1,2,Middle,45,1272.35,1.52,1.63,146.42,
2001,T3,R5,S1,2,Deep,30,848.23,1.69,1.78,81.58,
2001,T3,R5,S2,1,Surface,27,763.41,1.49,1.52,26.07,
2001,T3,R5,S2,1,Middle,37,1046.15,1.63,1.72,91.74,
2001,T3,R5,S2,1,Deep,36,1017.88,1.57,1.81,238.92,
2001,T3,R5,S2,2,Surface,26,735.13,1.6,1.62,16.63,
2001,T3,R5,S2,2,Middle,35,989.6,1.62,1.7,75.38,
2001,T3,R5,S2,2,Deep,34,961.33,1.51,1.86,339.14,compressed
2001,T3,R5,S3,1,Surface,27,763.41,1.46,1.51,40.8,
2001,T3,R5,S3,1,Middle,37,1046.15,1.58,1.71,134.42,
2001,T3,R5,S3,1,Deep,36,1017.88,1.58,1.88,306.31,
2001,T3,R5,S3,2,Surface,27,763.41,1.5,1.54,34.25,
2001,T3,R5,S3,2,Middle,38,1074.42,1.72,1.76,45.1,
2001,T3,R5,S3,2,Deep,35,989.6,1.64,1.91,262.9,
2001,T3,R5,S4,1,Surface,24,678.58,1.52,1.53,11.97,
2001,T3,R5,S4,1,Middle,57,1611.64,1.64,1.71,117.56,
2001,T3,R5,S4,1,Deep,19,537.21,1.67,1.84,88.46,
2001,T3,R5,S4,2,Surface,29,819.96,1.54,1.57,19.05,
2001,T3,R5,S4,2,Middle,43,1215.8,1.72,1.77,67.11,
2001,T3,R5,S4,2,Deep,28,791.68,1.78,1.98,151.57,
2001,T3,R5,S5,1,Surface,30,848.23,1.56,1.6,37.26,
2001,T3,R5,S5,1,Middle,25,706.86,1.52,1.7,128.74,
2001,T3,R5,S5,1,Deep,45,1272.35,1.64,1.86,280.49,
2001,T3,R5,S5,2,Surface,23,650.31,1.56,1.62,36.77,
2001,T3,R5,S5,2,Middle,37,1046.15,1.59,1.74,154.45,
2001,T3,R5,S5,2,Deep,40,1130.97,1.58,1.86,324.88,
2001,T3,R6,S1,1,Surface,19,537.21,1.44,1.45,7.51,fungal growth
2001,T3,R6,S1,1,Middle,35,989.6,1.51,1.52,19.65,
2001,T3,R6,S1,1,Deep,46,1300.62,1.76,1.79,34.13,fungal growth
2001,T3,R6,S1,2,Surface,19,537.21,1.48,1.49,5.92,fungal growth
2001,T3,R6,S1,2,Middle,39,1102.7,1.4,1.41,10.15,
2001,T3,R6,S1,2,Deep,42,1187.52,1.74,1.76,14.88,fungal growth
2001,T3,R6,S2,1,Surface,45,1272.35,1.62,1.65,40.34,fungal growth
2001,T3,R6,S2,1,Middle,39,1102.7,1.79,1.79,4.05,possibly tiny black chunks
2001,T3,R6,S2,1,Deep,16,452.39,1.85,1.87,10.71,
2001,T3,R6,S2,2,Surface,49,1385.44,1.62,1.65,38.71,
2001,T3,R6,S2,2,Middle,43,1215.8,1.65,1.66,10.97,
2001,T3,R6,S3,1,Surface,23,650.31,1.74,1.76,18.63,fungal growth
