ApsimVersion = 7.10 r4220
Title = scen_1_1
           Date          bd(1) paddock.soybean.yield paddock.wheat.yield paddock.maize.yield          sw(1)          st(1) paddock.soybean.biomass paddock.wheat.biomass paddock.maize.biomass         stover         dul(1)         sat(1)          ph(1) n2o_bylayer_kgha(1) n2o_bylayer_kgha(2) n2o_bylayer_kgha(3) n2o_bylayer_kgha(4) n2o_bylayer_kgha(5) oc_bylayer_kgha(1) oc_bylayer_kgha(2) oc_bylayer_kgha(3) oc_bylayer_kgha(4) oc_bylayer_kgha(5)
   (dd/mm/yyyy)       (g/cm^3)               (kg/ha)             (kg/ha)             (kg/ha)        (mm/mm)           (oC)                 (kg/ha)               (kg/ha)               (kg/ha)        (kg/ha)        (mm/mm)        (mm/mm)           (pH)             (kg/ha)             (kg/ha)             (kg/ha)             (kg/ha)             (kg/ha)                (%)                (%)                (%)                (%)                (%)
     25/06/2006          0.800                   0.0                 0.0                 0.0          0.120         30.414                   146.6                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.99063900         0.43101800         0.42885600         0.23411800         0.19143300
     26/06/2006          0.800                   0.0                 0.0                 0.0          0.118         28.836                   180.5                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.99048300         0.43100300         0.42884600         0.23411700         0.19142800
     27/06/2006          0.800                   0.0                 0.0                 0.0          0.115         28.290                   224.2                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.99033900         0.43099000         0.42883600         0.23411700         0.19142400
     28/06/2006          0.800                   0.0                 0.0                 0.0          0.111         28.420                   267.1                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.99020500         0.43097700         0.42882600         0.23411600         0.19142000
     29/06/2006          0.800                   0.0                 0.0                 0.0          0.108         28.624                   307.9                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.99008000         0.43096500         0.42881600         0.23411500         0.19141500
     30/06/2006          0.800                   0.0                 0.0                 0.0          0.104         29.304                   339.5                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98996000         0.43095200         0.42880700         0.23411500         0.19141100
     01/07/2006          0.800                   0.0                 0.0                 0.0          0.101         30.298                   372.2                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98984300         0.43094000         0.42879700         0.23411400         0.19140600
     02/07/2006          0.800                   0.0                 0.0                 0.0          0.098         30.734                   404.5                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98973300         0.43092800         0.42878800         0.23411300         0.19140000
     03/07/2006          0.800                   0.0                 0.0                 0.0          0.096         31.113                   437.4                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98963100         0.43091600         0.42877900         0.23411300         0.19139500
     04/07/2006          0.800                   0.0                 0.0                 0.0          0.093         31.252                   470.1                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98953800         0.43090500         0.42877000         0.23411200         0.19138900
     05/07/2006          0.800                   0.0                 0.0                 0.0          0.104         30.462                   531.5                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98957100         0.43089500         0.42876100         0.23411100         0.19138400
     06/07/2006          0.800                   0.0                 0.0                 0.0          0.090         29.973                   570.0                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98960800         0.43088500         0.42875400         0.23411100         0.19137900
     07/07/2006          0.800                   0.0                 0.0                 0.0          0.088         29.860                   602.4                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98961600         0.43087700         0.42874700         0.23411000         0.19137400
     08/07/2006          0.800                   0.0                 0.0                 0.0          0.086         29.765                   627.6                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98960500         0.43086900         0.42874000         0.23411000         0.19136800
     09/07/2006          0.800                   0.0                 0.0                 0.0          0.084         30.178                   649.0                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98957400         0.43086100         0.42873300         0.23410900         0.19136300
     10/07/2006          0.800                   0.0                 0.0                 0.0          0.082         31.420                   669.8                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98952300         0.43085300         0.42872600         0.23410900         0.19135700
     11/07/2006          0.800                   0.0                 0.0                 0.0          0.083         32.474                   688.0                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98946700         0.43084400         0.42871900         0.23410800         0.19135100
     12/07/2006          0.800                   0.0                 0.0                 0.0          0.079         33.444                   706.7                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98942400         0.43083600         0.42871200         0.23410800         0.19134400
     13/07/2006          0.800                   0.0                 0.0                 0.0          0.078         34.470                   722.8                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98938700         0.43082800         0.42870400         0.23410800         0.19133700
     14/07/2006          0.800                   0.0                 0.0                 0.0          0.076         34.540                   742.5                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98935600         0.43082100         0.42869700         0.23410700         0.19133000
     15/07/2006          0.800                   0.0                 0.0                 0.0          0.075         34.271                   762.1                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98933000         0.43081400         0.42869100         0.23410700         0.19132300
     16/07/2006          0.800                   0.0                 0.0                 0.0          0.074         34.238                   780.9                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98931000         0.43080700         0.42868400         0.23410700         0.19131600
     17/07/2006          0.800                   0.0                 0.0                 0.0          0.072         34.339                   797.6                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98929400         0.43080000         0.42867800         0.23410600         0.19130900
     18/07/2006          0.800                   0.0                 0.0                 0.0          0.071         34.347                   813.5                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98928200         0.43079400         0.42867200         0.23410600         0.19130200
     19/07/2006          0.800                   0.0                 0.0                 0.0          0.070         34.715                   830.8                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98927400         0.43078900         0.42866700         0.23410600         0.19129400
     20/07/2006          0.800                   0.0                 0.0                 0.0          0.069         34.969                   846.7                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98927000         0.43078300         0.42866100         0.23410600         0.19128700
     21/07/2006          0.800                   0.0                 0.0                 0.0          0.068         35.032                   862.6                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98926900         0.43077800         0.42865600         0.23410600         0.19128000
     22/07/2006          0.800                   0.0                 0.0                 0.0          0.067         34.062                   891.0                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98926900         0.43077300         0.42865100         0.23410600         0.19127400
     23/07/2006          0.800                   0.0                 0.0                 0.0          0.066         33.226                   908.2                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98926900         0.43076900         0.42864600         0.23410600         0.19126800
     24/07/2006          0.800                   0.0                 0.0                 0.0          0.065         32.795                   924.4                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98926900         0.43076500         0.42864200         0.23410600         0.19126200
     25/07/2006          0.800                   0.0                 0.0                 0.0          0.065         32.594                   941.2                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98926900         0.43076100         0.42863800         0.23410600         0.19125700
     26/07/2006          0.800                   0.0                 0.0                 0.0          0.064         32.399                   955.9                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98926900         0.43075800         0.42863400         0.23410600         0.19125200
     27/07/2006          0.800                   0.0                 0.0                 0.0          0.063         33.184                   970.7                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98926900         0.43075400         0.42863000         0.23410600         0.19124600
     28/07/2006          0.800                   0.0                 0.0                 0.0          0.062         33.218                   990.4                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98926900         0.43075100         0.42862700         0.23410600         0.19124200
     29/07/2006          0.800                   0.0                 0.0                 0.0          0.061         33.016                  1009.3                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98926900         0.43074800         0.42862300         0.23410600         0.19123700
     30/07/2006          0.800                   0.0                 0.0                 0.0          0.060         32.565                  1028.2                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98926900         0.43074500         0.42862000         0.23410600         0.19123300
     31/07/2006          0.800                   0.0                 0.0                 0.0          0.059         32.515                  1046.3                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98926900         0.43074200         0.42861700         0.23410600         0.19122800
     01/08/2006          0.800                   0.0                 0.0                 0.0          0.058         32.066                  1068.5                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98926900         0.43074000         0.42861400         0.23410600         0.19122400
     02/08/2006          0.800                   0.0                 0.0                 0.0          0.058         32.112                  1088.8                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98926900         0.43073800         0.42861200         0.23410600         0.19122100
     03/08/2006          0.800                   0.0                 0.0                 0.0          0.057         31.955                  1108.0                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98926900         0.43073600         0.42860900         0.23410600         0.19121700
     04/08/2006          0.800                  11.3                 0.0                 0.0          0.058         31.871                  1125.7                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98926900         0.43073400         0.42860700         0.23410600         0.19121400
     05/08/2006          0.800                  22.8                 0.0                 0.0          0.056         31.705                  1139.5                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98926900         0.43073200         0.42860400         0.23410600         0.19121100
     06/08/2006          0.800                  34.5                 0.0                 0.0          0.055         31.894                  1151.5                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98926900         0.43073000         0.42860200         0.23410600         0.19120700
     07/08/2006          0.800                  46.7                 0.0                 0.0          0.065         31.786                  1166.5                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98938700         0.43072800         0.42860000         0.23410600         0.19120400
     08/08/2006          0.800                  58.9                 0.0                 0.0          0.054         31.985                  1178.8                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98947400         0.43072700         0.42859800         0.23410600         0.19120200
     09/08/2006          0.800                  71.5                 0.0                 0.0          0.053         32.411                  1191.3                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98953700         0.43072500         0.42859600         0.23410600         0.19119900
     10/08/2006          0.800                  84.1                 0.0                 0.0          0.053         32.781                  1201.9                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98958200         0.43072400         0.42859400         0.23410600         0.19119600
     11/08/2006          0.800                  97.3                 0.0                 0.0          0.052         32.701                  1216.5                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98960900         0.43072200         0.42859300         0.23410600         0.19119300
     12/08/2006          0.800                 110.5                 0.0                 0.0          0.051         32.960                  1227.8                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98962000         0.43072100         0.42859100         0.23410600         0.19119100
     13/08/2006          0.800                 124.6                 0.0                 0.0          0.050         32.715                  1245.7                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98962000         0.43072000         0.42858900         0.23410600         0.19118900
     14/08/2006          0.800                 138.4                 0.0                 0.0          0.049         32.103                  1258.6                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98962000         0.43071900         0.42858800         0.23410600         0.19118600
     15/08/2006          0.800                 153.7                 0.0                 0.0          0.049         30.983                  1280.7                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98962000         0.43071800         0.42858600         0.23410600         0.19118400
     16/08/2006          0.800                 169.6                 0.0                 0.0          0.102         30.098                  1304.8                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98960600         0.43071700         0.42858500         0.23410600         0.19118300
     17/08/2006          0.800                 185.3                 0.0                 0.0          0.086         29.406                  1323.6                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98962100         0.43071600         0.42858400         0.23410600         0.19118100
     18/08/2006          0.800                 200.3                 0.0                 0.0          0.080         29.341                  1335.7                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98964000         0.43071500         0.42858300         0.23410600         0.19117900
     19/08/2006          0.800                 215.4                 0.0                 0.0          0.078         29.807                  1346.0                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98964900         0.43071500         0.42858200         0.23410600         0.19117800
     20/08/2006          0.800                 231.0                 0.0                 0.0          0.076         30.287                  1358.9                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98965100         0.43071400         0.42858100         0.23410600         0.19117600
     21/08/2006          0.800                 247.7                 0.0                 0.0          0.083         30.813                  1376.3                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98966200         0.43071300         0.42857900         0.23410600         0.19117500
     22/08/2006          0.800                 265.0                 0.0                 0.0          0.074         30.612                  1394.6                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98968700         0.43071200         0.42857800         0.23410600         0.19117300
     23/08/2006          0.800                 280.5                 0.0                 0.0          0.072         30.751                  1402.4                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98970600         0.43071200         0.42857800         0.23410600         0.19117200
     24/08/2006          0.800                 295.9                 0.0                 0.0          0.071         30.956                  1408.9                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98972000         0.43071100         0.42857700         0.23410600         0.19117000
     25/08/2006          0.800                 311.7                 0.0                 0.0          0.070         31.572                  1416.7                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98972800         0.43071000         0.42857600         0.23410600         0.19116900
     26/08/2006          0.800                 328.3                 0.0                 0.0          0.110         31.463                  1427.5                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98964000         0.43071000         0.42857500         0.23410600         0.19116800
     27/08/2006          0.800                 344.8                 0.0                 0.0          0.098         31.356                  1436.8                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98958000         0.43070900         0.42857400         0.23410600         0.19116700
     28/08/2006          0.800                 359.6                 0.0                 0.0          0.151         30.090                  1438.5                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98938500         0.43070900         0.42857300         0.23410600         0.19116600
     29/08/2006          0.800                 374.2                 0.0                 0.0          0.145         28.228                  1439.1                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98922500         0.43070800         0.42857300         0.23410600         0.19116500
     30/08/2006          0.800                 390.4                 0.0                 0.0          0.134         26.683                  1445.9                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98910000         0.43070700         0.42857200         0.23410600         0.19116400
     31/08/2006          0.800                 408.9                 0.0                 0.0          0.117         26.837                  1460.5                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98900400         0.43070600         0.42857100         0.23410600         0.19116300
     01/09/2006          0.800                 424.5                 0.0                 0.0          0.141         26.291                  1463.9                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98886900         0.43070600         0.42857100         0.23410600         0.19116200
     02/09/2006          0.800                 441.9                 0.0                 0.0          0.216         25.679                  1472.9                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98868900         0.43070400         0.42857000         0.23410600         0.19116100
     03/09/2006          0.800                 458.0                 0.0                 0.0          0.313         24.333                  1477.4                   0.0                   0.0            0.0          0.260          0.438          5.500          0.12584400          0.00000000          0.00000000          0.00000000          0.00000000         0.98854800         0.43069400         0.42856900         0.23410600         0.19116100
     04/09/2006          0.800                 468.5                 0.0                 0.0          0.318         22.694                  1487.2                   0.0                   0.0            0.0          0.260          0.438          5.500          0.10562300          0.00000000          0.00000000          0.00000000          0.00000000         0.98843300         0.43068500         0.42856800         0.23410600         0.19116000
     05/09/2006          0.800                 477.4                 0.0                 0.0          0.288         20.951                  1497.5                   0.0                   0.0            0.0          0.260          0.438          5.500          0.04937500          0.00000000          0.00000000          0.00000000          0.00000000         0.98832500         0.43067700         0.42856500         0.23410600         0.19115900
     06/09/2006          0.800                 489.7                 0.0                 0.0          0.261         20.435                  1512.9                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00322500          0.00000000          0.00000000          0.00000000          0.00000000         0.98821100         0.43066900         0.42856200         0.23410600         0.19115900
     07/09/2006          0.800                 502.3                 0.0                 0.0          0.246         21.048                  1528.6                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98808700         0.43066100         0.42855700         0.23410600         0.19115800
     08/09/2006          0.800                 515.3                 0.0                 0.0          0.229         22.845                  1544.6                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98793600         0.43065100         0.42855100         0.23410600         0.19115800
     09/09/2006          0.800                 527.1                 0.0                 0.0          0.219         24.288                  1558.9                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98776200         0.43064000         0.42854300         0.23410600         0.19115700
     10/09/2006          0.800                 535.4                 0.0                 0.0          0.210         25.541                  1568.7                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98756900         0.43062800         0.42853500         0.23410600         0.19115600
     11/09/2006          0.800                 543.8                 0.0                 0.0          0.290         25.781                  1579.0                   0.0                   0.0            0.0          0.260          0.438          5.500          0.05098800          0.00000000          0.00000000          0.00000000          0.00000000         0.98739600         0.43061600         0.42852700         0.23410500         0.19115600
     12/09/2006          0.800                 548.1                 0.0                 0.0          0.282         25.584                  1583.9                   0.0                   0.0            0.0          0.260          0.438          5.500          0.03501900          0.00000000          0.00000000          0.00000000          0.00000000         0.98721900         0.43060300         0.42851800         0.23410500         0.19115500
     13/09/2006          0.800                 548.1                 0.0                 0.0          0.260         25.279                  1583.9                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00112200          0.00000000          0.00000000          0.00000000          0.00000000         0.98703400         0.43059100         0.42851000         0.23410500         0.19115400
     14/09/2006          0.800                 548.1                 0.0                 0.0          0.247         25.172                  1583.9                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98684800         0.43057900         0.42850200         0.23410400         0.19115300
     15/09/2006          0.800                 548.1                 0.0                 0.0          0.235         25.174                  1583.9                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98666000         0.43056600         0.42849300         0.23410300         0.19115300
     16/09/2006          0.800                   0.0                 0.0                 0.0          0.224         26.439                     0.0                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98702600         0.43056900         0.42849600         0.23410300         0.19115300
     17/09/2006          0.800                   0.0                 0.0                 0.0          0.219         26.472                     0.0                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98711200         0.43057100         0.42849700         0.23410200         0.19115300
     18/09/2006          0.800                   0.0                 0.0                 0.0          0.216         25.872                     0.0                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98707600         0.43057100         0.42849700         0.23410000         0.19115300
     19/09/2006          0.800                   0.0                 0.0                 0.0          0.213         25.431                     0.0                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98699000         0.43057000         0.42849600         0.23409900         0.19115300
     20/09/2006          0.800                   0.0                 0.0                 0.0          0.211         25.089                     0.0                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98689700         0.43056800         0.42849500         0.23409800         0.19115300
     21/09/2006          0.800                   0.0                 0.0                 0.0          0.209         24.063                     0.0                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98680400         0.43056500         0.42849400         0.23409600         0.19115300
     22/09/2006          0.800                   0.0                 0.0                 0.0          0.207         24.519                     0.0                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98670100         0.43056200         0.42849200         0.23409400         0.19115300
     23/09/2006          0.800                   0.0                 0.0                 0.0          0.205         24.565                     0.0                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98659300         0.43055800         0.42848900         0.23409300         0.19115300
     24/09/2006          0.800                   0.0                 0.0                 0.0          0.203         23.752                     0.0                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98648600         0.43055400         0.42848600         0.23409100         0.19115300
     25/09/2006          0.800                   0.0                 0.0                 0.0          0.202         22.919                     0.0                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98638400         0.43054900         0.42848300         0.23408900         0.19115300
     26/09/2006          0.800                   0.0                 0.0                 0.0          0.200         23.256                     0.0                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98627400         0.43054400         0.42848000         0.23408700         0.19115300
     27/09/2006          0.800                   0.0                 0.0                 0.0          0.199         23.559                     0.0                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98615900         0.43053900         0.42847700         0.23408500         0.19115200
     28/09/2006          0.800                   0.0                 0.0                 0.0          0.198         23.384                     0.0                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98604200         0.43053300         0.42847300         0.23408200         0.19115200
     29/09/2006          0.800                   0.0                 0.0                 0.0          0.196         24.653                     0.0                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98590900         0.43052600         0.42846800         0.23408000         0.19115200
     30/09/2006          0.800                   0.0                 0.0                 0.0          0.195         25.513                     0.0                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98576400         0.43051800         0.42846300         0.23407700         0.19115200
     01/10/2006          0.800                   0.0                 0.0                 0.0          0.194         25.620                     0.0                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98561400         0.43051000         0.42845800         0.23407400         0.19115200
     02/10/2006          0.800                   0.0                 0.0                 0.0          0.192         25.732                     0.0                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98546000         0.43050200         0.42845200         0.23407100         0.19115100
     03/10/2006          0.800                   0.0                 0.0                 0.0          0.191         27.162                     0.0                   0.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.98528400         0.43049200         0.42844600         0.23406700         0.19115100
