ApsimVersion = 7.10 r4220
Title = scen_1_1
           Date          bd(1) paddock.soybean.yield paddock.wheat.yield paddock.maize.yield          sw(1)          st(1) paddock.soybean.biomass paddock.wheat.biomass paddock.maize.biomass         stover         dul(1)         sat(1)          ph(1) n2o_bylayer_kgha(1) n2o_bylayer_kgha(2) n2o_bylayer_kgha(3) n2o_bylayer_kgha(4) n2o_bylayer_kgha(5) oc_bylayer_kgha(1) oc_bylayer_kgha(2) oc_bylayer_kgha(3) oc_bylayer_kgha(4) oc_bylayer_kgha(5)
   (dd/mm/yyyy)       (g/cm^3)               (kg/ha)             (kg/ha)             (kg/ha)        (mm/mm)           (oC)                 (kg/ha)               (kg/ha)               (kg/ha)        (kg/ha)        (mm/mm)        (mm/mm)           (pH)             (kg/ha)             (kg/ha)             (kg/ha)             (kg/ha)             (kg/ha)                (%)                (%)                (%)                (%)                (%)
     09/02/2004          0.800                   0.0                 0.0                 0.0          0.231          8.118                     0.0                2157.7                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00301600         0.91410400         0.42997900         0.42969400         0.23319700         0.19005600
     10/02/2004          0.800                   0.0                 0.0                 0.0          0.231          7.994                     0.0                2182.7                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00215500         0.91413900         0.42998100         0.42969400         0.23319700         0.19005600
     11/02/2004          0.800                   0.0                 0.0                 0.0          0.230          7.979                     0.0                2218.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00155600         0.91417600         0.42998300         0.42969500         0.23319700         0.19005600
     12/02/2004          0.800                   0.0                 0.0                 0.0          0.231          6.414                     0.0                2218.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00105700         0.91418600         0.42998400         0.42969500         0.23319800         0.19005600
     13/02/2004          0.800                   0.0                 0.0                 0.0          0.231          3.469                     0.0                2218.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00069300         0.91418900         0.42998400         0.42969500         0.23319800         0.19005600
     14/02/2004          0.800                   0.0                 0.0                 0.0          0.231          2.737                     0.0                2218.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00049200         0.91419100         0.42998400         0.42969500         0.23319800         0.19005600
     15/02/2004          0.800                   0.0                 0.0                 0.0          0.228          3.535                     0.0                2295.1                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00036900         0.91422600         0.42998500         0.42969500         0.23319800         0.19005600
     16/02/2004          0.800                   0.0                 0.0                 0.0          0.224          4.834                     0.0                2391.2                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00020400         0.91428000         0.42998500         0.42969600         0.23319800         0.19005600
     17/02/2004          0.800                   0.0                 0.0                 0.0          0.218          7.791                     0.0                2521.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00002200         0.91438000         0.42998700         0.42969600         0.23319800         0.19005600
     18/02/2004          0.800                   0.0                 0.0                 0.0          0.213         11.992                     0.0                2655.7                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.91461800         0.42999100         0.42969700         0.23319900         0.19005600
     19/02/2004          0.800                   0.0                 0.0                 0.0          0.207         14.848                     0.0                2816.9                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.91492600         0.42999700         0.42969900         0.23320000         0.19005600
     20/02/2004          0.800                   0.0                 0.0                 0.0          0.207         15.172                     0.0                2869.9                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.91505600         0.43000400         0.42970000         0.23320100         0.19005600
     21/02/2004          0.800                   0.0                 0.0                 0.0          0.204         15.246                     0.0                2995.6                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.91520500         0.43001000         0.42970200         0.23320100         0.19005600
     22/02/2004          0.800                   0.0                 0.0                 0.0          0.198         15.699                     0.0                3176.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.91540100         0.43001700         0.42970400         0.23320200         0.19005600
     23/02/2004          0.800                   0.0                 0.0                 0.0          0.207         14.071                     0.0                3222.4                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.91554600         0.43002200         0.42970500         0.23320300         0.19005500
     24/02/2004          0.800                   0.0                 0.0                 0.0          0.230         11.576                     0.0                3274.8                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.91561000         0.43002600         0.42970600         0.23320400         0.19005500
     25/02/2004          0.800                   0.0                 0.0                 0.0          0.230          9.902                     0.0                3283.6                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.91563200         0.43002900         0.42970700         0.23320400         0.19005500
     26/02/2004          0.800                   0.0                 0.0                 0.0          0.223          9.358                     0.0                3383.9                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.91572100         0.43003200         0.42970800         0.23320500         0.19005500
     27/02/2004          0.800                   0.0                 0.0                 0.0          0.213          8.996                     0.0                3579.1                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.91597900         0.43003400         0.42970800         0.23320500         0.19005500
     28/02/2004          0.800                   0.0                 0.0                 0.0          0.238          9.428                     0.0                3777.2                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.91625400         0.43003700         0.42970900         0.23320600         0.19005500
     29/02/2004          0.800                   0.0                 0.0                 0.0          0.256         10.342                     0.0                3913.5                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.91643700         0.43004000         0.42971000         0.23320600         0.19005500
     01/03/2004          0.800                   0.0                 0.0                 0.0          0.245         12.072                     0.0                4031.4                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.91668000         0.43004400         0.42971100         0.23320700         0.19005500
     02/03/2004          0.800                   0.0                 0.0                 0.0          0.242         11.351                     0.0                4104.7                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.91674700         0.43004800         0.42971300         0.23320800         0.19005500
     03/03/2004          0.800                   0.0                 0.0                 0.0          0.241          9.927                     0.0                4185.4                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.91687300         0.43005200         0.42971400         0.23320900         0.19005500
     04/03/2004          0.800                   0.0                 0.0                 0.0          0.280          9.364                     0.0                4286.2                   0.0            0.0          0.260          0.438          5.500          0.00183700          0.00000000          0.00000000          0.00000000          0.00000000         0.91711000         0.43005500         0.42971500         0.23320900         0.19005500
     05/03/2004          0.800                   0.0                 0.0                 0.0          0.275          9.569                     0.0                4397.3                   0.0            0.0          0.260          0.438          5.500          0.00151700          0.00000000          0.00000000          0.00000000          0.00000000         0.91734700         0.43005800         0.42971600         0.23321000         0.19005500
     06/03/2004          0.800                   0.0                 0.0                 0.0          0.261         10.240                     0.0                4509.9                   0.0            0.0          0.260          0.438          5.500          0.00048500          0.00000000          0.00000000          0.00000000          0.00000000         0.91767300         0.43006100         0.42971700         0.23321100         0.19005600
     07/03/2004          0.800                   0.0                 0.0                 0.0          0.254         11.183                     0.0                4601.1                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.91783700         0.43006500         0.42971800         0.23321200         0.19005600
     08/03/2004          0.800                   0.0                 0.0                 0.0          0.247         12.571                     0.0                4704.9                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.91814600         0.43007100         0.42972000         0.23321300         0.19005600
     09/03/2004          0.800                   0.0                 0.0                 0.0          0.241         13.473                     0.0                4796.8                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.91848700         0.43007700         0.42972200         0.23321400         0.19005600
     10/03/2004          0.800                   0.0                 0.0                 0.0          0.230         14.882                     0.0                5003.8                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.91892900         0.43008500         0.42972500         0.23321600         0.19005600
     11/03/2004          0.800                   0.0                 0.0                 0.0          0.227         14.006                     0.0                5121.3                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.91908800         0.43009100         0.42972700         0.23321700         0.19005600
     12/03/2004          0.800                   0.0                 0.0                 0.0          0.282         13.368                     0.0                5214.0                   0.0            0.0          0.260          0.438          5.500          0.00197700          0.00000000          0.00000000          0.00000000          0.00000000         0.91920500         0.43009800         0.42972900         0.23321800         0.19005700
     13/03/2004          0.800                   0.0                 0.0                 0.0          0.273         13.250                     0.0                5433.7                   0.0            0.0          0.260          0.438          5.500          0.00148700          0.00000000          0.00000000          0.00000000          0.00000000         0.91950600         0.43010400         0.42973100         0.23322000         0.19005700
     14/03/2004          0.800                   0.0                 0.0                 0.0          0.262         12.498                     0.0                5574.3                   0.0            0.0          0.260          0.438          5.500          0.00022200          0.00000000          0.00000000          0.00000000          0.00000000         0.91970900         0.43010900         0.42973300         0.23322100         0.19005700
     15/03/2004          0.800                   0.0                 0.0                 0.0          0.250         12.070                     0.0                5805.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92010800         0.43011500         0.42973500         0.23322200         0.19005700
     16/03/2004          0.800                   0.0                 0.0                 0.0          0.239         13.632                     0.0                5995.7                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92045300         0.43012100         0.42973700         0.23322400         0.19005800
     17/03/2004          0.800                   0.0                 0.0                 0.0          0.232         16.271                     0.0                6101.8                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92095400         0.43013100         0.42974100         0.23322600         0.19005800
     18/03/2004          0.800                   0.0                 0.0                 0.0          0.227         17.534                     0.0                6188.3                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92140000         0.43014200         0.42974500         0.23322900         0.19005900
     19/03/2004          0.800                   0.0                 0.0                 0.0          0.215         20.422                     0.0                6419.2                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92197100         0.43015700         0.42975000         0.23323200         0.19006000
     20/03/2004          0.800                   0.0                 0.0                 0.0          0.209         21.659                     0.0                6552.7                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92251400         0.43017300         0.42975500         0.23323600         0.19006000
     21/03/2004          0.800                   0.0                 0.0                 0.0          0.205         20.859                     0.0                6742.8                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92270900         0.43018700         0.42976100         0.23324000         0.19006100
     22/03/2004          0.800                   0.0                 0.0                 0.0          0.197         20.139                     0.0                6975.2                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92292300         0.43020100         0.42976500         0.23324300         0.19006200
     23/03/2004          0.800                   0.0                 0.0                 0.0          0.191         19.886                     0.0                7212.9                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92321800         0.43021300         0.42977000         0.23324600         0.19006300
     24/03/2004          0.800                   0.0                 0.0                 0.0          0.187         19.489                     0.0                7298.9                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92360600         0.43022500         0.42977400         0.23324900         0.19006400
     25/03/2004          0.800                   0.0                 0.0                 0.0          0.182         19.666                     0.0                7413.9                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92395700         0.43023800         0.42977800         0.23325200         0.19006500
     26/03/2004          0.800                   0.0                 0.0                 0.0          0.180         20.652                     0.0                7564.7                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92424500         0.43025100         0.42978300         0.23325600         0.19006500
     27/03/2004          0.800                   0.0                 0.0                 0.0          0.172         21.948                     0.0                7784.8                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92453100         0.43026600         0.42978800         0.23326000         0.19006700
     28/03/2004          0.800                   0.0                 0.0                 0.0          0.164         21.917                     0.0                8038.9                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92467400         0.43028000         0.42979400         0.23326300         0.19006800
     29/03/2004          0.800                   0.0                 0.0                 0.0          0.156         21.268                     0.0                8227.9                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92479800         0.43029400         0.42979800         0.23326700         0.19006900
     30/03/2004          0.800                   0.0                 0.0                 0.0          0.151         20.509                     0.0                8350.6                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92493700         0.43030600         0.42980300         0.23327000         0.19007000
     31/03/2004          0.800                   0.0                 0.0                 0.0          0.144         21.159                     0.0                8509.1                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92509700         0.43031900         0.42980800         0.23327400         0.19007100
     01/04/2004          0.800                   0.0                 0.0                 0.0          0.138         20.848                     0.0                8658.8                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92523500         0.43033100         0.42981200         0.23327700         0.19007200
     02/04/2004          0.800                   0.0                 0.0                 0.0          0.138         21.112                     0.0                8859.3                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92536400         0.43034300         0.42981700         0.23328100         0.19007300
     03/04/2004          0.800                   0.0                 0.0                 0.0          0.131         20.605                     0.0                9147.5                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92544800         0.43035400         0.42982100         0.23328300         0.19007400
     04/04/2004          0.800                   0.0                 0.0                 0.0          0.212         18.957                     0.0                9414.1                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92552400         0.43036400         0.42982500         0.23328600         0.19007500
     05/04/2004          0.800                   0.0                 0.0                 0.0          0.212         16.717                     0.0                9721.6                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92560500         0.43037200         0.42982800         0.23328800         0.19007600
     06/04/2004          0.800                   0.0                 0.0                 0.0          0.251         15.132                     0.0                9884.5                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92572500         0.43037900         0.42983000         0.23328900         0.19007700
     07/04/2004          0.800                   0.0                 0.0                 0.0          0.227         14.468                     0.0               10177.5                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92584400         0.43038500         0.42983300         0.23329100         0.19007800
     08/04/2004          0.800                   0.0                 0.0                 0.0          0.254         14.711                     0.0               10442.3                   0.0            0.0          0.260          0.438          5.500          0.00037200          0.00000000          0.00000000          0.00000000          0.00000000         0.92597700         0.43039200         0.42983500         0.23329300         0.19007900
     09/04/2004          0.800                   0.0                 0.0                 0.0          0.247         16.294                     0.0               10663.9                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92613600         0.43040000         0.42983800         0.23329400         0.19008000
     10/04/2004          0.800                   0.0                 0.0                 0.0          0.233         16.630                     0.0               10808.4                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92619300         0.43040800         0.42984200         0.23329700         0.19008100
     11/04/2004          0.800                   0.0                 0.0                 0.0          0.225         15.271                     0.0               10894.7                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92621200         0.43041600         0.42984500         0.23329800         0.19008200
     12/04/2004          0.800                   0.0                 0.0                 0.0          0.217         13.764                     0.0               11018.4                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92623700         0.43042200         0.42984700         0.23330000         0.19008300
     13/04/2004          0.800                   0.0                 0.0                 0.0          0.207         12.906                     0.0               11198.8                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92627500         0.43042800         0.42985000         0.23330200         0.19008400
     14/04/2004          0.800                   0.0                 0.0                 0.0          0.193         13.156                     0.0               11426.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92638900         0.43043400         0.42985200         0.23330300         0.19008400
     15/04/2004          0.800                   0.0                 0.0                 0.0          0.181         15.611                     0.0               11626.2                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92654800         0.43044200         0.42985600         0.23330500         0.19008600
     16/04/2004          0.800                   0.0                 0.0                 0.0          0.170         19.481                     0.0               11813.2                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92669300         0.43045500         0.42986100         0.23330900         0.19008800
     17/04/2004          0.800                   0.0                 0.0                 0.0          0.160         22.421                     0.0               12096.8                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92682000         0.43047300         0.42986800         0.23331300         0.19009000
     18/04/2004          0.800                   0.0               101.8                 0.0          0.152         24.084                     0.0               12382.5                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92692300         0.43049200         0.42987700         0.23331800         0.19009300
     19/04/2004          0.800                   0.0               208.8                 0.0          0.145         24.521                     0.0               12662.6                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92701600         0.43051200         0.42988500         0.23332300         0.19009600
     20/04/2004          0.800                   0.0               308.2                 0.0          0.137         24.061                     0.0               12853.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92708800         0.43053000         0.42989200         0.23332700         0.19009900
     21/04/2004          0.800                   0.0               402.5                 0.0          0.130         23.420                     0.0               13026.5                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92714400         0.43054600         0.42989900         0.23333100         0.19010100
     22/04/2004          0.800                   0.0               488.7                 0.0          0.122         23.262                     0.0               13200.5                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92718300         0.43056100         0.42990600         0.23333500         0.19010400
     23/04/2004          0.800                   0.0               567.0                 0.0          0.115         22.917                     0.0               13412.7                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92721000         0.43057400         0.42991200         0.23333800         0.19010600
     24/04/2004          0.800                   0.0               641.1                 0.0          0.107         22.407                     0.0               13596.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92723000         0.43058600         0.42991700         0.23334200         0.19010900
     25/04/2004          0.800                   0.0               822.9                 0.0          0.101         22.505                     0.0               13750.6                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92725700         0.43059700         0.42992300         0.23334500         0.19011100
     26/04/2004          0.800                   0.0               981.1                 0.0          0.094         22.230                     0.0               13909.1                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92727300         0.43060800         0.42992700         0.23334800         0.19011400
     27/04/2004          0.800                   0.0              1173.9                 0.0          0.089         22.378                     0.0               14050.2                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92729400         0.43061800         0.42993200         0.23335100         0.19011600
     28/04/2004          0.800                   0.0              1371.8                 0.0          0.083         22.907                     0.0               14208.5                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92731000         0.43062800         0.42993700         0.23335300         0.19011900
     29/04/2004          0.800                   0.0              1587.4                 0.0          0.080         24.262                     0.0               14332.1                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92732200         0.43063900         0.42994200         0.23335700         0.19012100
     30/04/2004          0.800                   0.0              1729.6                 0.0          0.090         23.182                     0.0               14499.7                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92733200         0.43064800         0.42994700         0.23335900         0.19012400
     01/05/2004          0.800                   0.0              1835.8                 0.0          0.088         21.386                     0.0               14576.5                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92733700         0.43065600         0.42995100         0.23336200         0.19012500
     02/05/2004          0.800                   0.0              1985.4                 0.0          0.083         20.847                     0.0               14710.5                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92734500         0.43066300         0.42995400         0.23336400         0.19012700
     03/05/2004          0.800                   0.0              2171.1                 0.0          0.077         21.262                     0.0               14828.8                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92735300         0.43067100         0.42995800         0.23336600         0.19012900
     04/05/2004          0.800                   0.0              2406.2                 0.0          0.074         21.225                     0.0               14933.3                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92735900         0.43067800         0.42996200         0.23336800         0.19013100
     05/05/2004          0.800                   0.0              2628.4                 0.0          0.072         23.657                     0.0               15035.5                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92735900         0.43068600         0.42996600         0.23337000         0.19013300
     06/05/2004          0.800                   0.0              2855.4                 0.0          0.070         26.706                     0.0               15134.2                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92735900         0.43069700         0.42997100         0.23337300         0.19013600
     07/05/2004          0.800                   0.0              3084.9                 0.0          0.068         27.863                     0.0               15229.4                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92735900         0.43070700         0.42997700         0.23337600         0.19013900
     08/05/2004          0.800                   0.0              3314.2                 0.0          0.112         28.347                     0.0               15341.8                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92746600         0.43071800         0.42998200         0.23337900         0.19014200
     09/05/2004          0.800                   0.0              3532.4                 0.0          0.117         27.775                     0.0               15518.1                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92756100         0.43072800         0.42998700         0.23338200         0.19014500
     10/05/2004          0.800                   0.0              3773.1                 0.0          0.130         27.259                     0.0               15632.4                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92764400         0.43073700         0.42999200         0.23338400         0.19014700
     11/05/2004          0.800                   0.0              4007.8                 0.0          0.121         26.833                     0.0               15743.6                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92771200         0.43074500         0.42999600         0.23338600         0.19014900
     12/05/2004          0.800                   0.0              4275.9                 0.0          0.112         27.292                     0.0               15832.6                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92776800         0.43075400         0.43000000         0.23338800         0.19015200
     13/05/2004          0.800                   0.0              4443.3                 0.0          0.106         25.891                     0.0               15970.3                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92779900         0.43076100         0.43000400         0.23339000         0.19015400
     14/05/2004          0.800                   0.0              4591.3                 0.0          0.102         24.691                     0.0               16069.2                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92781900         0.43076800         0.43000700         0.23339200         0.19015600
     15/05/2004          0.800                   0.0              4768.7                 0.0          0.094         23.648                     0.0               16170.0                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92784800         0.43077300         0.43001100         0.23339300         0.19015700
     16/05/2004          0.800                   0.0              4985.6                 0.0          0.086         23.289                     0.0               16276.2                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92788300         0.43077900         0.43001300         0.23339400         0.19015900
     17/05/2004          0.800                   0.0              5249.9                 0.0          0.079         23.680                     0.0               16344.9                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92791300         0.43078400         0.43001600         0.23339600         0.19016000
     18/05/2004          0.800                   0.0              5518.2                 0.0          0.074         26.101                     0.0               16388.3                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92793800         0.43079100         0.43002000         0.23339700         0.19016200
     19/05/2004          0.800                   0.0              5518.2                 0.0          0.070         29.256                     0.0               16429.9                   0.0            0.0          0.260          0.438          5.500          0.00000000          0.00000000          0.00000000          0.00000000          0.00000000         0.92795800         0.43079900         0.43002400         0.23339800         0.19016500
