source	id	datetime	layer	level[m]	extension[m]	som[kgDWha-1]	min[kgDWha-1]	C_hum[kgCha-1]	C_aorg[kgCha-1]	C_litter_1[kgCha-1]	C_litter_2[kgCha-1]	C_litter_3[kgCha-1]	C_mic_1[kgCha-1]	C_mic_2[kgCha-1]	C_mic_3[kgCha-1]	C_doc[kgCha-1]	N_hum[kgNha-1]	N_aorg[kgNha-1]	N_litter[kgNha-1]	N_mic[kgNha-1]	N_nh4_clay[kgNha-1]	N_nh4[kgNha-1]	N_nh3[kgNha-1]	N_no3[kgNha-1]	N_no[kgNha-1]	N_n2o[kgNha-1]	N_don[kgNha-1]	S_so4[kgSha-1]	ph[-]	anvf[-]	o2[bar]	dN_mineral[kgNha-1]	dN_nitrify[kgNha-1]	dN_denitrify[kgNha-1]
setup	0	1989-01-01 00:00:00	-1	-0.02	0.02	518489	-220520	259140	18.965	8.34088	59.2227	16.934	0.74973	0.301829	0.0955	5.49371	16941.4	2.38	1.20911	0.141332	0.0257522	0.10002	2.51309e-06	0.364798	2.32431e-07	1.02088e-05	0.0514428	0	5.5	0.225723	0.049282	1.23396e-05	3.31218e-08	3.39013e-07
setup	0	1989-01-01 00:00:00	-2	-0.05	0.03	777741	-330780	388713	28.4451	12.619	89.0111	25.304	0.482591	1.09954	0.143558	4.35785	26625.2	3.57	1.90362	0.185342	0.0252167	0.094262	2.4662e-06	0.428716	5.56935e-06	0.000163916	0.0275956	0	5.5	0.668526	0.0394253	1.16911e-05	1.81592e-08	4.9147e-06
setup	0	1989-01-01 00:00:00	-3	-0.1	0.05	1.29624e+06	-551300	647859	47.4022	21.1942	148.924	42.1928	0.18651	2.46126	0.23942	3.66277	46590.9	5.95	3.34526	0.347214	0.0234836	0.082698	2.27973e-06	0.488962	1.5845e-05	0.000417697	0.00181938	0	5.5	0.923451	0.02564	1.03064e-05	4.48925e-09	1.4379e-05
setup	0	1989-01-01 00:00:00	-4	-0.2	0.1	2.59249e+06	-1.1026e+06	1.29572e+06	94.7811	42.434	298.008	84.393	0.103778	5.18443	0.478986	5.00448	99685.9	11.6097	7.16508	0.636907	0.0662251	0.246808	6.33041e-06	0.601573	2.99028e-05	0.000730327	0.0639472	0	5.5	0.978778	0.0161444	3.14443e-05	8.77966e-10	2.47034e-05
setup	0	1989-01-01 00:00:00	-5	-0.4	0.2	2.56279e+06	417200	1.28135e+06	7.69439	3.39585	24.023	6.84764	0.0599108	0.366353	0.0386931	0.724916	109350	0.812498	0.641327	0.0530287	0.0285128	0.0763951	2.14444e-06	0.80307	6.61248e-06	0.000315011	0.0343342	0	5.5	0.85161	0.0557709	9.70463e-06	8.85916e-10	3.48045e-07
setup	0	1989-01-01 00:00:00	-6	-0.6	0.2	2.5628e+06	417200	1.28139e+06	1.04127	0.455523	3.2368	0.92628	0.0179695	0.0396594	0.00523279	0.32881	122704	0.0973117	0.0970573	0.00752041	0.00792629	0.0209944	5.68911e-07	0.362736	3.44878e-06	3.6678e-05	6.12682e-05	0	5.5	0.670687	0.0892344	2.52702e-06	1.97072e-10	1.02805e-08
setup	0	1989-01-01 00:00:00	-7	-0.8	0.2	1.49959e+06	1.71841e+06	749793	0.145655	0.0633435	0.451437	0.12953	0.00367998	0.00439044	0.000731823	0.174993	79711.7	0.0128231	0.0150435	0.00107453	0.00182795	0.00735471	1.92599e-06	0.163044	3.54896e-06	1.35955e-05	2.34132e-05	0	6.5	0.529514	0.113679	7.53319e-07	5.29873e-11	3.69066e-10
setup	0	1989-01-01 00:00:00	-8	-1	0.2	1.23804e+06	2.01996e+06	619020	0.0179493	0.00779814	0.0556037	0.0159614	0.000481008	0.000513882	9.01815e-05	0.150703	72737.9	0.00153603	0.00205034	0.000133873	0.000729986	0.00478422	1.25149e-06	0.0732623	2.62814e-06	7.58937e-06	1.88794e-05	0	6.5	0.505395	0.117855	4.76767e-07	1.11268e-11	2.59e-11
setup	0	1989-01-01 00:00:00	-9	-1.2	0.2	607312	2.54269e+06	303656	0.00227735	0.000988906	0.00705305	0.00202508	6.44729e-05	6.1749e-05	1.14414e-05	0.0817572	37491.2	0.000192261	0.000273421	1.70782e-05	0.000236401	0.00260189	6.80577e-07	0.032919	2.60556e-06	6.91605e-06	1.04287e-05	0	6.5	0.491284	0.120394	2.49995e-07	2.43022e-12	1.43193e-12
setup	0	1989-01-01 00:00:00	-10	-1.4	0.2	407093	2.74291e+06	203547	0.000308206	0.000133831	0.000954516	0.000274064	8.83041e-06	8.23897e-06	1.54839e-06	0.0544476	25131.1	2.58591e-05	3.70031e-05	2.31713e-06	0.000122925	0.00168283	4.40156e-07	0.0147915	2.07422e-06	5.21606e-06	6.98423e-06	0	6.5	0.487898	0.120996	1.65168e-07	5.00178e-13	9.98586e-14
setup	0	1989-01-01 00:00:00	-11	-1.6	0.2	272883	2.87712e+06	136441	4.17111e-05	1.81139e-05	0.000129186	3.70907e-05	1.20244e-06	1.10618e-06	2.0955e-07	0.0363078	16845.9	3.48967e-06	5.00808e-06	3.13962e-07	6.78014e-05	0.00110721	2.89598e-07	0.00664623	1.73098e-06	4.12729e-06	4.686e-06	0	6.5	0.486446	0.121256	1.10442e-07	1.02173e-13	6.84781e-15
setup	0	1989-01-01 00:00:00	-12	-1.8	0.2	176183	2.85782e+06	88091.4	5.42993e-06	2.3587e-06	1.68197e-05	4.82851e-06	1.57644e-07	1.42816e-07	2.7279e-08	0.0281748	10876.3	4.53701e-07	6.5204e-07	4.08934e-08	3.52858e-05	0.000861147	2.25234e-07	0.00298634	1.52521e-06	3.44517e-06	3.66869e-06	0	6.5	0.485742	0.121383	8.63837e-08	2.09145e-14	4.54189e-16
setup	0	1989-01-01 00:00:00	-13	-2	0.2	118099	2.9159e+06	59049.4	7.34862e-07	3.19308e-07	2.27663e-06	6.53477e-07	2.13763e-08	1.92697e-08	3.69179e-09	0.0188302	7290.61	6.13631e-08	8.82569e-08	5.53589e-09	2.08252e-05	0.000573582	1.50023e-07	0.00134185	1.3457e-06	2.89979e-06	2.46062e-06	0	6.5	0.485314	0.12146	5.79156e-08	4.24189e-15	2.96998e-17
setup	0	1989-01-02 00:00:00	-1	-0.02	0.02	518490	-220520	259141	18.9591	8.31398	59.0492	16.6858	0.88795	0.177507	0.0958547	5.06082	16941.4	2.38	1.20362	0.143242	0.0506553	0.0810638	1.85542e-06	0.3683	5.23994e-07	3.59403e-06	4.87595e-05	0	5.5	0.137834	0.194349	1.04102e-06	4.84684e-07	6.59892e-13
setup	0	1989-01-02 00:00:00	-2	-0.05	0.03	777741	-330780	388714	28.4361	12.5788	88.7362	24.9246	1.21551	0.380527	0.144272	4.14991	26625.2	3.57	1.8946	0.187707	0.048943	0.0791061	1.91643e-06	0.45993	3.16904e-06	1.94576e-05	6.0184e-05	0	5.5	0.23564	0.166199	1.20452e-06	3.33723e-06	4.31308e-12
setup	0	1989-01-02 00:00:00	-3	-0.1	0.05	1.29624e+06	-551300	647860	47.3872	21.1405	148.512	41.5618	1.56135	1.0963	0.240769	3.60204	46590.9	5.95	3.33053	0.342545	0.0448093	0.074322	1.9626e-06	0.557905	1.09502e-05	6.70548e-05	0.000122225	0	5.5	0.413463	0.130387	1.43888e-06	6.89436e-06	2.03105e-11
setup	0	1989-01-02 00:00:00	-4	-0.2	0.1	2.59249e+06	-1.1026e+06	1.29572e+06	94.7509	42.355	297.284	83.1341	1.64392	3.64754	0.482111	4.73734	99686.1	11.5016	7.13598	0.622212	0.141879	0.241124	6.03241e-06	0.656525	3.5502e-05	0.000228536	0.000345031	0	5.5	0.689691	0.0854341	7.10135e-06	5.49528e-06	6.46373e-11
setup	0	1989-01-02 00:00:00	-5	-0.4	0.2	2.56279e+06	417200	1.28135e+06	7.54197	3.24036	23.4317	6.74157	0.0211344	0.412072	0.0388394	2.2776	109350	0.790418	0.624491	0.0391059	0.0515409	0.107456	2.88342e-06	0.762079	2.69641e-05	0.000377132	0.00441728	0	5.5	0.948882	0.0309614	5.47924e-06	7.72653e-10	3.59081e-06
setup	0	1989-01-02 00:00:00	-6	-0.6	0.2	2.5628e+06	417200	1.28139e+06	1.02064	0.423566	3.1166	0.910672	0.00568104	0.0532464	0.0052432	1.05051	122704	0.0955104	0.0932894	0.00705668	0.0153858	0.0339166	9.09393e-07	0.355483	6.31661e-06	8.06025e-05	0.000144194	0	5.5	0.898018	0.0453739	2.0469e-06	5.63032e-11	6.30921e-07
setup	0	1989-01-02 00:00:00	-7	-0.8	0.2	1.49959e+06	1.71841e+06	749792	0.142769	0.0561739	0.424516	0.127001	0.00245494	0.00587839	0.00073244	0.691012	79711.7	0.0126056	0.0141208	0.000980817	0.00471441	0.0198705	5.19559e-06	0.162685	3.95795e-06	3.01075e-05	6.91925e-05	0	6.5	0.707971	0.0833273	1.54159e-06	3.44032e-11	3.12909e-08
setup	0	1989-01-02 00:00:00	-8	-1	0.2	1.23804e+06	2.01996e+06	619019	0.0175937	0.0068312	0.051969	0.0156386	0.000393535	0.0006461	9.02391e-05	0.63808	72737.8	0.00151061	0.00191286	0.000125255	0.00261291	0.0181758	4.75287e-06	0.0732431	2.7042e-06	1.07563e-05	6.51536e-05	0	6.5	0.633418	0.0960302	1.52753e-06	7.26842e-12	1.72847e-09
setup	0	1989-01-02 00:00:00	-9	-1.2	0.2	607311	2.54269e+06	303656	0.00223224	0.000859187	0.00656502	0.00198315	6.00759e-05	7.32817e-05	1.1445e-05	0.363407	37491.2	0.000188807	0.000254045	1.64573e-05	0.000861615	0.0109324	2.85918e-06	0.032918	2.70435e-06	7.75956e-06	3.92148e-05	0	6.5	0.576838	0.105813	8.95596e-07	1.71162e-12	8.86995e-11
setup	0	1989-01-02 00:00:00	-10	-1.4	0.2	407093	2.74291e+06	203546	0.0003021	0.00011619	0.000888142	0.000268372	8.27261e-06	9.56258e-06	1.54871e-06	0.245666	25131.1	2.53751e-05	3.43681e-05	2.268e-06	0.000495909	0.00739415	1.93375e-06	0.0147914	2.13167e-06	5.44783e-06	2.68765e-05	0	6.5	0.561158	0.108495	6.08432e-07	3.57069e-13	5.49864e-12
setup	0	1989-01-02 00:00:00	-11	-1.6	0.2	272882	2.87712e+06	136441	4.08848e-05	1.57398e-05	0.000120255	3.63212e-05	1.11438e-06	1.27042e-06	2.09578e-07	0.165255	16845.9	3.42249e-06	4.65344e-06	3.10027e-07	0.000296941	0.00498205	1.30291e-06	0.00664623	1.75776e-06	4.21139e-06	1.82065e-05	0	6.5	0.5542	0.109696	4.10397e-07	7.3702e-14	3.42151e-13
setup	0	1989-01-02 00:00:00	-12	-1.8	0.2	176182	2.85782e+06	88091.2	5.32237e-06	2.05463e-06	1.56762e-05	4.7288e-06	1.4559e-07	1.63401e-07	2.72818e-08	0.129379	10876.3	4.44863e-07	6.06606e-07	4.05441e-08	0.000163648	0.00395349	1.03392e-06	0.00298634	1.55066e-06	3.51382e-06	1.43191e-05	0	6.5	0.550836	0.110278	3.22086e-07	1.5173e-14	2.05094e-14
setup	0	1989-01-02 00:00:00	-13	-2	0.2	118099	2.9159e+06	59049.3	7.20304e-07	2.78708e-07	2.12399e-06	6.40034e-07	1.94696e-08	2.19745e-08	3.69204e-09	0.0867959	7290.6	6.01497e-08	8.21893e-08	5.50626e-09	0.00010182	0.00265558	6.94492e-07	0.00134185	1.37545e-06	2.97822e-06	9.62782e-06	0	6.5	0.548896	0.110617	2.1631e-07	3.08964e-15	1.26175e-15
setup	0	1989-01-03 00:00:00	-1	-0.02	0.02	518490	-220520	259141	18.9532	8.288	58.8791	16.4415	0.822003	0.24439	0.0962111	4.6877	16941.4	2.38	1.19823	0.144543	0.0647805	0.0843503	1.73198e-06	0.373338	9.5547e-08	3.20674e-07	4.49746e-05	0	5.5	0.207165	0.090112	9.95592e-07	1.37046e-07	8.36308e-13
setup	0	1989-01-03 00:00:00	-2	-0.05	0.03	777741	-330780	388715	28.4272	12.5437	88.4795	24.5515	0.580744	1.0173	0.144909	3.90958	26625.2	3.57	1.88603	0.187405	0.0606412	0.0775247	1.69516e-06	0.465798	7.55112e-07	2.02459e-06	0.000115389	0	5.5	0.63615	0.04803	1.08142e-06	7.49687e-07	1.33048e-11
setup	0	1989-01-03 00:00:00	-3	-0.1	0.05	1.29624e+06	-551300	647861	47.3724	21.0913	148.117	40.9407	0.209219	2.45214	0.24185	3.48816	46590.9	5.95	3.31628	0.339933	0.056878	0.0741226	1.7435e-06	0.59367	2.50967e-06	6.75512e-06	0.000170541	0	5.5	0.921429	0.025697	1.25626e-06	3.73755e-06	5.07434e-11
setup	0	1989-01-03 00:00:00	-4	-0.2	0.1	2.59249e+06	-1.1026e+06	1.29572e+06	94.7209	42.2698	296.54	81.8934	0.0510687	5.24139	0.48467	4.55789	99686.1	11.5016	7.10659	0.613614	0.177067	0.221623	5.01413e-06	0.767715	6.85468e-06	1.9522e-05	0.000310876	0	5.5	0.990352	0.0107697	1.62452e-06	1.1225e-05	8.99682e-11
setup	0	1989-01-03 00:00:00	-5	-0.4	0.2	2.56278e+06	417200	1.28135e+06	7.41364	3.12416	22.9734	6.63911	0.00907734	0.424349	0.0390397	3.27285	109350	0.776918	0.611293	0.0300383	0.0732621	0.123182	3.33892e-06	0.761685	4.65684e-05	0.000369931	0.000474461	0	5.5	0.978421	0.020631	3.74887e-06	2.85976e-09	3.69499e-08
setup	0	1989-01-03 00:00:00	-6	-0.6	0.2	2.5628e+06	417200	1.28139e+06	1.00042	0.401112	3.02837	0.896266	0.00361284	0.0561521	0.00526098	1.52302	122704	0.0936887	0.0905098	0.00647772	0.0231044	0.0417239	1.11746e-06	0.350876	1.12493e-05	9.22374e-05	0.000126404	0	5.5	0.936345	0.03575	1.55613e-06	1.09639e-10	4.18198e-07
setup	0	1989-01-03 00:00:00	-7	-0.8	0.2	1.49959e+06	1.71841e+06	749792	0.139941	0.0512137	0.404751	0.124717	0.00202032	0.00658327	0.000733812	1.03596	79711.7	0.0123858	0.0134463	0.000913026	0.00858002	0.0281069	7.33495e-06	0.162176	4.82277e-06	4.08788e-05	5.9583e-05	0	6.5	0.77884	0.0709478	1.21145e-06	4.21305e-11	4.59888e-08
setup	0	1989-01-03 00:00:00	-8	-1	0.2	1.23804e+06	2.01996e+06	619019	0.0172452	0.00612815	0.0491513	0.0153424	0.000377271	0.000719944	9.03716e-05	0.991444	72737.8	0.00148554	0.00180712	0.000115893	0.00544291	0.0283098	7.39928e-06	0.0732171	2.89769e-06	1.447e-05	5.80617e-05	0	6.5	0.6933	0.0860367	1.29621e-06	6.74174e-12	2.38628e-09
setup	0	1989-01-03 00:00:00	-9	-1.2	0.2	607310	2.54269e+06	303655	0.00218802	0.000760573	0.006168	0.00194404	6.46889e-05	8.07749e-05	1.14534e-05	0.581102	37491.2	0.000185499	0.000238447	1.56762e-05	0.00186693	0.0180115	4.71025e-06	0.0329168	2.79356e-06	9.13274e-06	3.62864e-05	0	6.5	0.621814	0.0983338	8.0832e-07	1.53887e-12	1.16229e-10
setup	0	1989-01-03 00:00:00	-10	-1.4	0.2	407092	2.74291e+06	203546	0.000296116	0.000102593	0.000833375	0.000263031	8.9047e-06	1.03181e-05	1.54944e-06	0.396846	25131.1	2.49139e-05	3.22178e-05	2.19597e-06	0.00110101	0.0124008	3.24308e-06	0.0147913	2.17142e-06	5.7956e-06	2.53618e-05	0	6.5	0.59598	0.102689	5.61065e-07	3.14106e-13	6.78015e-12
setup	0	1989-01-03 00:00:00	-11	-1.6	0.2	272882	2.87712e+06	136441	4.00749e-05	1.3899e-05	0.000112844	3.55972e-05	1.17272e-06	1.35284e-06	2.09643e-07	0.268262	16845.9	3.35856e-06	4.36239e-06	3.03531e-07	0.000668769	0.00843278	2.20535e-06	0.00664622	1.77753e-06	4.30627e-06	1.73506e-05	0	6.5	0.583591	0.104785	3.82178e-07	6.53619e-14	4.05555e-13
setup	0	1989-01-03 00:00:00	-12	-1.8	0.2	176182	2.85782e+06	88091.1	5.21694e-06	1.81755e-06	1.47231e-05	4.63481e-06	1.51938e-07	1.73036e-07	2.72884e-08	0.210632	10876.3	4.36459e-07	5.69147e-07	3.99055e-08	0.000372072	0.00675924	1.76768e-06	0.00298634	1.56728e-06	3.56198e-06	1.37125e-05	0	6.5	0.577546	0.105809	3.01382e-07	1.35701e-14	2.36161e-14
setup	0	1989-01-03 00:00:00	-13	-2	0.2	118098	2.9159e+06	59049.2	7.06036e-07	2.46864e-07	1.99612e-06	6.27341e-07	1.97592e-08	2.31706e-08	3.69264e-09	0.141495	7290.6	5.89955e-08	7.71611e-08	5.4484e-09	0.000232914	0.00455345	1.19082e-06	0.00134185	1.39286e-06	3.02156e-06	9.2396e-06	0	6.5	0.574412	0.106346	2.02872e-07	2.7778e-15	1.43067e-15
setup	0	1989-01-04 00:00:00	-1	-0.02	0.02	518491	-220520	259142	18.9475	8.26307	58.7126	16.2007	0.826177	0.240933	0.0964719	4.34939	16941.4	2.38	1.19295	0.145355	0.0727782	0.0853318	1.40135e-06	0.373069	6.24127e-08	1.85968e-07	4.36078e-05	0	5.5	0.204691	0.0946146	9.38688e-07	3.33812e-08	1.02778e-12
setup	0	1989-01-04 00:00:00	-2	-0.05	0.03	777742	-330780	388716	28.4186	12.5142	88.243	24.1845	0.596175	1.00211	0.145412	3.63092	26625.2	3.57	1.87795	0.184231	0.0677537	0.0792466	1.40506e-06	0.466202	4.64188e-07	5.99136e-07	0.00010489	0	5.5	0.626681	0.0507122	8.85155e-07	4.05126e-08	1.99135e-11
setup	0	1989-01-04 00:00:00	-3	-0.1	0.05	1.29624e+06	-551300	647862	47.3579	21.0567	147.774	40.3305	0.219745	2.44163	0.242781	3.22312	46590.9	5.95	3.3033	0.333768	0.0639617	0.0751339	1.46852e-06	0.593801	1.54434e-06	1.66039e-06	0.000164626	0	5.5	0.917478	0.0267998	8.05405e-07	1.33753e-08	7.91979e-11
setup	0	1989-01-04 00:00:00	-4	-0.2	0.1	2.59249e+06	-1.1026e+06	1.29573e+06	94.6914	42.2074	295.877	80.6736	0.0489706	5.24349	0.486951	4.19499	99686.1	11.5016	7.0794	0.601776	0.193496	0.216392	4.31982e-06	0.767721	4.33357e-06	4.97989e-06	0.000292911	0	5.5	0.990748	0.0106268	1.11323e-06	7.51535e-10	1.28338e-10
setup	0	1989-01-04 00:00:00	-5	-0.4	0.2	2.56278e+06	417200	1.28135e+06	7.32017	3.04548	22.6484	6.5394	0.00658959	0.426931	0.0392448	3.73719	109350	0.768281	0.601679	0.0256818	0.0896712	0.131308	3.39459e-06	0.761367	5.77335e-05	0.000343608	0.000318689	0	5.5	0.984452	0.0176397	2.45302e-06	1.49861e-09	2.7936e-08
setup	0	1989-01-04 00:00:00	-6	-0.6	0.2	2.56279e+06	417200	1.28139e+06	0.980604	0.381817	2.95024	0.882341	0.00280231	0.0570052	0.00528231	1.88747	122704	0.0919786	0.0880486	0.00561897	0.030241	0.0487	1.28738e-06	0.350849	1.60312e-05	9.37579e-05	0.000115234	0	5.5	0.951438	0.0312352	1.40894e-06	2.08275e-10	2.64424e-09
setup	0	1989-01-04 00:00:00	-7	-0.8	0.2	1.49958e+06	1.71841e+06	749791	0.137169	0.0472983	0.3884	0.122563	0.00174909	0.00710366	0.000735714	1.28631	79711.7	0.0121633	0.01289	0.000859493	0.012361	0.0348896	9.07166e-06	0.161627	5.77916e-06	4.61243e-05	5.34072e-05	0	6.5	0.822912	0.0626914	1.05724e-06	6.89372e-11	5.04482e-08
setup	0	1989-01-04 00:00:00	-8	-1	0.2	1.23804e+06	2.01996e+06	619018	0.0169036	0.00556119	0.0467546	0.0150611	0.0003872	0.000774842	9.0561e-05	1.2641	72737.8	0.00146022	0.00171776	0.000107137	0.00838157	0.0372381	9.72373e-06	0.0731883	3.16673e-06	1.69576e-05	5.38968e-05	0	6.5	0.728333	0.0800564	1.18626e-06	8.52736e-12	2.68673e-09
setup	0	1989-01-04 00:00:00	-9	-1.2	0.2	607310	2.54269e+06	303655	0.00214467	0.000680231	0.00582476	0.00190673	7.55909e-05	8.64882e-05	1.1466e-05	0.755146	37491.2	0.00018221	0.000225081	1.4898e-05	0.00295265	0.0245405	6.41654e-06	0.0329154	2.91082e-06	1.04064e-05	3.46915e-05	0	6.5	0.646378	0.0942423	7.61225e-07	1.66187e-12	1.31061e-10
setup	0	1989-01-04 00:00:00	-10	-1.4	0.2	407092	2.74291e+06	203546	0.00029025	9.14005e-05	0.000785477	0.000257915	1.02968e-05	1.09087e-05	1.55054e-06	0.520051	25131.1	2.44582e-05	3.0355e-05	2.11456e-06	0.00176387	0.0171065	4.47355e-06	0.0147913	2.21324e-06	6.19917e-06	2.44975e-05	0	6.5	0.615996	0.0993595	5.36636e-07	3.09979e-13	7.42357e-12
setup	0	1989-01-04 00:00:00	-11	-1.6	0.2	272882	2.87712e+06	136441	3.9281e-05	1.23694e-05	0.000106301	3.49014e-05	1.31782e-06	1.41001e-06	2.09741e-07	0.353205	16845.9	3.29562e-06	4.10798e-06	2.95444e-07	0.00107879	0.0117146	3.0636e-06	0.00664622	1.7951e-06	4.42359e-06	1.69061e-05	0	6.5	0.599034	0.102213	3.6904e-07	6.40533e-14	4.3364e-13
setup	0	1989-01-04 00:00:00	-12	-1.8	0.2	176182	2.85782e+06	88091	5.11359e-06	1.6186e-06	1.3874e-05	4.54422e-06	1.6899e-07	1.79117e-07	2.72982e-08	0.278049	10876.3	4.28196e-07	5.36109e-07	3.90642e-08	0.000602695	0.00945423	2.47247e-06	0.00298634	1.58063e-06	3.60935e-06	1.34277e-05	0	6.5	0.590335	0.103678	2.9248e-07	1.3379e-14	2.49093e-14
setup	0	1989-01-04 00:00:00	-13	-2	0.2	118098	2.9159e+06	59049.2	6.92049e-07	2.19968e-07	1.88155e-06	6.15086e-07	2.11866e-08	2.38501e-08	3.69353e-09	0.186997	7290.6	5.78621e-08	7.27004e-08	5.36805e-09	0.000378092	0.00638172	1.66895e-06	0.00134185	1.40618e-06	3.05531e-06	9.06638e-06	0	6.5	0.586052	0.104404	1.97291e-07	2.7492e-15	1.4965e-15
setup	0	1989-01-05 00:00:00	-1	-0.02	0.02	518491	-220520	259143	18.9417	8.23789	58.5456	15.9635	0.82631	0.241509	0.0967663	4.06263	16941.4	2.38	1.18769	0.146122	0.0785575	0.0886655	1.58203e-06	0.372752	6.34087e-08	1.69909e-07	4.42074e-05	0	5.5	0.205708	0.0927458	9.50989e-07	2.4805e-08	1.02611e-12
setup	0	1989-01-05 00:00:00	-2	-0.05	0.03	777742	-330780	388716	28.41	12.4846	88.0064	23.8231	0.590052	1.00848	0.145974	3.39269	26625.3	3.57	1.86993	0.181188	0.073138	0.0826762	1.57238e-06	0.466463	4.62917e-07	4.29985e-07	0.000102366	0	5.5	0.630683	0.0496574	8.82127e-07	2.61585e-08	2.02204e-11
setup	0	1989-01-05 00:00:00	-3	-0.1	0.05	1.29624e+06	-551300	647863	47.3433	21.022	147.43	39.7294	0.214505	2.4469	0.243789	2.99545	46590.9	5.95	3.29043	0.327686	0.0690972	0.0780639	1.60846e-06	0.593918	1.52954e-06	1.06455e-06	0.000163303	0	5.5	0.91945	0.0263438	8.011e-07	1.18909e-08	7.96511e-11
setup	0	1989-01-05 00:00:00	-4	-0.2	0.1	2.59249e+06	-1.1026e+06	1.29573e+06	94.6618	42.1451	295.216	79.4721	0.0457224	5.24674	0.489275	3.88247	99686.1	11.5016	7.05244	0.590324	0.202952	0.217937	4.43471e-06	0.767726	4.25704e-06	3.32273e-06	0.000286961	0	5.5	0.991362	0.0102689	1.09176e-06	7.64945e-10	1.28698e-10
setup	0	1989-01-05 00:00:00	-5	-0.4	0.2	2.56278e+06	417200	1.28135e+06	7.25182	2.98925	22.4047	6.44158	0.00558144	0.427998	0.0394533	3.88102	109350	0.761845	0.594244	0.0233578	0.101532	0.136779	3.49613e-06	0.761125	6.53498e-05	0.000308237	0.000221536	0	5.5	0.986932	0.0162695	1.73089e-06	1.22946e-09	2.08298e-08
setup	0	1989-01-05 00:00:00	-6	-0.6	0.2	2.56279e+06	417200	1.28139e+06	0.963919	0.366859	2.88756	0.86883	0.00243282	0.0574028	0.00530582	2.09638	122704	0.0905209	0.0860554	0.00501275	0.0366023	0.0537545	1.40355e-06	0.350827	2.15948e-05	0.000100617	8.20057e-05	0	5.5	0.958461	0.029091	1.13828e-06	3.39288e-10	2.31155e-09
setup	0	1989-01-05 00:00:00	-7	-0.8	0.2	1.49958e+06	1.71841e+06	749791	0.134452	0.044079	0.374397	0.120506	0.00152934	0.00753712	0.00073802	1.46861	79711.7	0.0119418	0.0124146	0.000814284	0.0158424	0.0408735	1.05966e-05	0.161103	7.01985e-06	5.05728e-05	4.8768e-05	0	6.5	0.855236	0.0561895	9.46851e-07	1.04898e-10	4.87055e-08
setup	0	1989-01-05 00:00:00	-8	-1	0.2	1.23804e+06	2.01996e+06	619018	0.0165687	0.00508894	0.0446601	0.0147917	0.000399996	0.000830562	9.07969e-05	1.47514	72737.8	0.00143496	0.00164008	9.99006e-05	0.0112186	0.0454454	1.18577e-05	0.0731575	3.49532e-06	1.87327e-05	5.04287e-05	0	6.5	0.757339	0.0749796	1.10375e-06	1.15642e-11	2.89702e-09
setup	0	1989-01-05 00:00:00	-9	-1.2	0.2	607310	2.54269e+06	303655	0.00210219	0.000612379	0.00551865	0.00187077	9.11396e-05	9.30187e-05	1.14821e-05	0.896678	37491.2	0.00017896	0.000213253	1.42929e-05	0.00403543	0.0307817	8.04716e-06	0.0329139	3.05331e-06	1.14091e-05	3.34141e-05	0	6.5	0.666091	0.0909429	7.32037e-07	2.02629e-12	1.42412e-10
setup	0	1989-01-05 00:00:00	-10	-1.4	0.2	407092	2.74291e+06	203546	0.0002845	8.18757e-05	0.000742356	0.000252968	1.24666e-05	1.14595e-05	1.55195e-06	0.622142	25131.1	2.40095e-05	2.86922e-05	2.03985e-06	0.0024332	0.0216663	5.66582e-06	0.0147912	2.2623e-06	6.56811e-06	2.39794e-05	0	6.5	0.628128	0.0973398	5.22599e-07	3.27135e-13	7.87697e-12
setup	0	1989-01-05 00:00:00	-11	-1.6	0.2	272882	2.87712e+06	136441	3.85029e-05	1.10599e-05	0.000100373	3.42272e-05	1.54181e-06	1.46032e-06	2.09866e-07	0.424236	16845.9	3.23375e-06	3.87949e-06	2.86945e-07	0.00149573	0.0149163	3.90087e-06	0.00664622	1.81383e-06	4.54582e-06	1.66502e-05	0	6.5	0.608076	0.100709	3.61639e-07	6.53781e-14	4.52204e-13
setup	0	1989-01-05 00:00:00	-12	-1.8	0.2	176182	2.85782e+06	88090.9	5.01229e-06	1.44695e-06	1.30989e-05	4.45625e-06	1.95004e-07	1.84506e-07	2.73107e-08	0.334759	10876.3	4.20082e-07	5.06223e-07	3.81289e-08	0.000838165	0.012098	3.16387e-06	0.00298634	1.59326e-06	3.65932e-06	1.32639e-05	0	6.5	0.597894	0.102419	2.87799e-07	1.36572e-14	2.57081e-14
setup	0	1989-01-05 00:00:00	-13	-2	0.2	118098	2.9159e+06	59049.1	6.7834e-07	1.96649e-07	1.77648e-06	6.03171e-07	2.34048e-08	2.44074e-08	3.69466e-09	0.22538	7290.6	5.67497e-08	6.86472e-08	5.27217e-09	0.000526556	0.00817924	2.13904e-06	0.00134185	1.4182e-06	3.08764e-06	8.96831e-06	0	6.5	0.592862	0.103269	1.94514e-07	2.81347e-15	1.53151e-15
setup	0	1989-01-06 00:00:00	-1	-0.02	0.02	518491	-220520	259143	18.9358	8.21226	58.3775	15.73	0.825834	0.242678	0.0971589	3.82339	16941.4	2.38	1.18245	0.14688	0.084104	0.0940328	1.99978e-06	0.373361	7.94029e-08	1.94673e-07	4.52498e-05	0	5.5	0.207622	0.0892572	9.73247e-07	2.48378e-08	1.02339e-12
