source	id	datetime	layer	level[m]	extension[m]	som[kgDWha-1]	min[kgDWha-1]	C_hum[kgCha-1]	C_aorg[kgCha-1]	C_litter_1[kgCha-1]	C_litter_2[kgCha-1]	C_litter_3[kgCha-1]	C_mic_1[kgCha-1]	C_mic_2[kgCha-1]	C_mic_3[kgCha-1]	C_doc[kgCha-1]	N_hum[kgNha-1]	N_aorg[kgNha-1]	N_litter[kgNha-1]	N_mic[kgNha-1]	N_nh4_clay[kgNha-1]	N_nh4[kgNha-1]	N_nh3[kgNha-1]	N_no3[kgNha-1]	N_no[kgNha-1]	N_n2o[kgNha-1]	N_don[kgNha-1]	S_so4[kgSha-1]	ph[-]	anvf[-]	o2[bar]	dN_mineral[kgNha-1]	dN_nitrify[kgNha-1]	dN_denitrify[kgNha-1]
setup	0	1989-03-06 00:00:00	-2	-0.05	0.03	777794	-330780	388813	21.9939	4.11897	46.2085	9.31204	0.676047	1.22404	0.227047	2.35085	26622.1	3.57	0.898353	0.324403	2.62145	2.62861	7.58234e-05	0.0310407	1.37465e-06	9.87164e-07	3.59192e-05	0	5.5	0.644893	0.0565459	6.88815e-07	1.7684e-08	1.59848e-12
setup	0	1989-03-06 00:00:00	-3	-0.1	0.05	1.29638e+06	-551300	648021	36.6707	11.4002	99.2323	15.9936	0.0787549	2.91471	0.380389	1.77941	46589.6	5.95	2.0382	0.387456	2.02615	2.03063	6.44336e-05	0.0328321	5.20955e-06	3.45409e-06	2.75258e-05	0	5.5	0.973691	0.00102107	3.70166e-07	3.67115e-10	5.89682e-12
setup	0	1989-03-06 00:00:00	-4	-0.2	0.1	2.59255e+06	-1.1026e+06	1.29591e+06	77.9312	28.6537	222.475	32.2624	0.00545306	5.4476	0.7474	2.31779	99685.5	11.5016	4.92119	0.392856	1.90205	1.90758	6.10731e-05	0.0172365	2.09256e-05	1.36634e-05	2.91948e-05	0	5.5	0.999	0.00294608	4.50699e-07	1.89369e-13	3.04894e-12
setup	0	1989-03-06 00:00:00	-5	-0.4	0.2	2.56283e+06	417200	1.28139e+06	5.09868	1.44796	14.2752	2.6239	0.0022765	0.579921	0.0550122	1.39246	109350	0.539932	0.347588	0.061855	0.370826	0.42829	2.77346e-05	0.51085	0.00180313	0.00149225	4.98984e-05	0	5.5	0.99609	0.0087785	4.00787e-07	9.22274e-09	4.76578e-12
setup	0	1989-03-06 00:00:00	-6	-0.6	0.2	2.5628e+06	417200	1.2814e+06	0.586691	0.120399	1.51224	0.350824	0.00127267	0.0742596	0.00671722	0.714185	122704	0.0586793	0.0414751	0.00741337	0.17671	0.204295	9.34531e-06	0.462554	0.00104871	0.00132105	1.57399e-05	0	5.5	0.983151	0.0184874	1.87783e-07	6.59678e-09	5.37781e-13
setup	0	1989-03-06 00:00:00	-7	-0.8	0.2	1.49958e+06	1.71841e+06	749791	0.0590471	0.00591679	0.12543	0.0474417	0.000508293	0.01294	0.000916698	1.00159	79711.4	0.00568059	0.00398763	0.00122686	0.113291	0.229904	5.96381e-05	0.26939	0.000701531	0.00162066	3.06158e-05	0	6.5	0.962956	0.0276386	5.8651e-07	2.6032e-09	4.59867e-10
setup	0	1989-03-06 00:00:00	-8	-1	0.2	1.23803e+06	2.01996e+06	619015	0.00523685	0.000275877	0.00951083	0.00564649	0.000360429	0.00368789	0.000116815	1.83859	72737.4	0.000497032	0.000364977	0.000276199	0.114386	0.358798	9.22237e-05	0.0864425	0.000322011	0.00083118	2.8655e-05	0	6.5	0.943199	0.0344463	5.95225e-07	1.05838e-09	4.11403e-11
setup	0	1989-03-06 00:00:00	-9	-1.2	0.2	607305	2.54269e+06	303652	0.00065465	2.27856e-05	0.000973881	0.000694767	0.00434585	0.0153399	1.36728e-05	1.09394	37490.9	5.9704e-05	4.12716e-05	0.00104417	0.043143	0.256832	6.67314e-05	0.037808	0.000196673	0.000552947	1.7441e-05	0	6.5	0.920026	0.0412107	3.65968e-07	2.6004e-08	1.75052e-08
setup	0	1989-03-06 00:00:00	-10	-1.4	0.2	407088	2.74291e+06	203544	8.74466e-05	2.36395e-06	0.000115418	9.22834e-05	0.00209242	0.00550411	1.76771e-06	0.777348	25130.9	7.79741e-06	5.0651e-06	0.000309197	0.0286534	0.198524	5.17858e-05	0.0165891	8.8274e-05	0.000259386	1.24072e-05	0	6.5	0.90346	0.0454956	2.61964e-07	1.01694e-08	4.33139e-09
setup	0	1989-03-06 00:00:00	-11	-1.6	0.2	272879	2.87712e+06	136439	1.17095e-05	2.59618e-07	1.40731e-05	1.23098e-05	0.000241093	0.000585996	2.3052e-07	0.5488	16845.7	1.02584e-06	6.36352e-07	2.71826e-05	0.0191629	0.148597	3.88269e-05	0.00680889	3.80923e-05	0.000112703	8.76763e-06	0	6.5	0.888747	0.0490456	1.85705e-07	4.00424e-10	2.19042e-10
setup	0	1989-03-06 00:00:00	-12	-1.8	0.2	176179	2.85782e+06	88089.6	1.50892e-06	2.91761e-08	1.70236e-06	1.58673e-06	4.71627e-05	0.000101016	2.94776e-08	0.451774	10876.2	1.31224e-07	7.87242e-08	4.56001e-06	0.0113495	0.128114	3.34953e-05	0.00303689	1.78321e-05	5.14137e-05	7.18074e-06	0	6.5	0.877797	0.0515632	1.52913e-07	2.02694e-11	1.73235e-11
setup	0	1989-03-06 00:00:00	-13	-2	0.2	118096	2.9159e+06	59048.2	2.0421e-07	3.70585e-09	2.23207e-07	2.13745e-07	8.72181e-07	2.30146e-06	3.89629e-09	0.308579	7290.51	1.75337e-08	1.04244e-08	8.32318e-08	0.00728662	0.0885392	2.31522e-05	0.00135881	1.00301e-05	2.7633e-05	4.91324e-06	0	6.5	0.871885	0.0528872	1.04687e-07	1.01068e-14	1.77495e-13
setup	0	1989-03-07 00:00:00	-1	-0.02	0.02	518185	-220520	259043	14.6571	1.73742	24.8237	6.74781	1.26098	0.336513	0.145966	2.50174	16932.2	2.38	0.478983	0.481628	3.50382	3.51185	9.38346e-05	0.146601	1.56732e-07	1.62914e-07	4.57677e-05	0	5.5	0.212316	0.0782004	9.394e-07	4.65567e-08	1.55668e-13
setup	0	1989-03-07 00:00:00	-2	-0.05	0.03	777794	-330780	388814	21.9869	4.10719	46.0732	9.17269	0.6761	1.22416	0.228564	2.29117	26622.1	3.57	0.89457	0.324392	2.62518	2.63235	7.57471e-05	0.0312174	1.39824e-06	9.67938e-07	3.57554e-05	0	5.5	0.644903	0.0565432	6.87767e-07	1.76762e-08	1.60727e-12
setup	0	1989-03-07 00:00:00	-3	-0.1	0.05	1.29638e+06	-551300	648022	36.659	11.3809	98.9995	15.7553	0.0786873	2.91478	0.38295	1.71397	46589.6	5.95	2.0314	0.387206	2.02849	2.03295	6.44121e-05	0.0328357	5.3018e-06	3.37924e-06	2.68302e-05	0	5.5	0.973714	0.00102014	3.67768e-07	3.65832e-10	5.89785e-12
setup	0	1989-03-07 00:00:00	-4	-0.2	0.1	2.59255e+06	-1.1026e+06	1.29591e+06	77.9063	28.6082	221.965	31.782	0.00545306	5.4476	0.752059	2.25105	99685.5	11.5016	4.90566	0.39275	1.90493	1.91048	6.11892e-05	0.0172365	2.13071e-05	1.33524e-05	2.89896e-05	0	5.5	0.999	0.00286902	4.4926e-07	1.83891e-13	3.04907e-12
setup	0	1989-03-07 00:00:00	-5	-0.4	0.2	2.56283e+06	417200	1.28139e+06	5.08319	1.4375	14.2023	2.5848	0.00215436	0.580043	0.0552155	1.38366	109350	0.538564	0.345401	0.061853	0.372992	0.430784	2.78928e-05	0.510933	0.00183469	0.0014557	5.00224e-05	0	5.5	0.9963	0.00853966	4.01131e-07	8.35149e-09	4.77021e-12
setup	0	1989-03-07 00:00:00	-6	-0.6	0.2	2.5628e+06	417200	1.2814e+06	0.58431	0.119217	1.50255	0.345584	0.00120365	0.0743286	0.0067331	0.70999	122704	0.0584589	0.0411539	0.0074131	0.177838	0.205585	9.432e-06	0.462614	0.00107449	0.00129927	1.57506e-05	0	5.5	0.984064	0.0179758	1.87034e-07	6.00333e-09	5.39545e-13
setup	0	1989-03-07 00:00:00	-7	-0.8	0.2	1.49958e+06	1.71841e+06	749791	0.0578774	0.00566797	0.122581	0.0467156	0.0004878	0.0129665	0.000919525	1.12348	79711.4	0.00557368	0.00389904	0.00122484	0.115304	0.233971	6.07998e-05	0.26941	0.000727425	0.0016248	3.03401e-05	0	6.5	0.964689	0.0269745	5.80625e-07	2.43736e-09	4.61977e-10
setup	0	1989-03-07 00:00:00	-8	-1	0.2	1.23803e+06	2.01996e+06	619015	0.00513311	0.000265532	0.00931688	0.00555947	0.000349644	0.00371066	0.000117321	1.83405	72737.4	0.000487756	0.000357867	0.000275321	0.11589	0.363401	9.34762e-05	0.0864522	0.000336008	0.000841644	2.84688e-05	0	6.5	0.944826	0.0339359	5.90816e-07	1.01293e-09	4.14814e-11
setup	0	1989-03-07 00:00:00	-9	-1.2	0.2	607305	2.54269e+06	303652	0.000641681	2.19251e-05	0.00095389	0.000683953	0.00428345	0.0157201	1.37148e-05	1.0908	37490.9	5.85697e-05	4.04744e-05	0.00105932	0.0436398	0.259736	6.74882e-05	0.0378883	0.000206407	0.000565	1.73624e-05	0	6.5	0.921638	0.040776	3.63745e-07	2.57529e-08	1.75028e-08
setup	0	1989-03-07 00:00:00	-10	-1.4	0.2	407088	2.74291e+06	203544	8.57143e-05	2.27417e-06	0.000113037	9.08382e-05	0.00207378	0.00567399	1.77183e-06	0.774409	25130.9	7.64794e-06	4.96765e-06	0.000314484	0.0289751	0.200712	5.23535e-05	0.0166459	9.31201e-05	0.000267168	1.23424e-05	0	6.5	0.90522	0.0450576	2.60317e-07	1.01714e-08	4.44568e-09
setup	0	1989-03-07 00:00:00	-11	-1.6	0.2	272879	2.87712e+06	136439	1.14775e-05	2.49691e-07	1.37809e-05	1.21161e-05	0.000238678	0.000603983	2.30916e-07	0.546185	16845.7	1.00602e-06	6.24128e-07	2.7366e-05	0.0193802	0.15025	3.92573e-05	0.00681067	4.03562e-05	0.000116928	8.71188e-06	0	6.5	0.890767	0.0485714	1.84416e-07	4.05578e-10	2.2569e-10
setup	0	1989-03-07 00:00:00	-12	-1.8	0.2	176179	2.85782e+06	88089.6	1.47903e-06	2.80549e-08	1.66684e-06	1.56167e-06	4.67789e-05	0.000104462	2.95197e-08	0.449354	10876.2	1.2868e-07	7.72134e-08	4.56646e-06	0.0114772	0.129528	3.38645e-05	0.00303692	1.89222e-05	5.36321e-05	7.13107e-06	0	6.5	0.880059	0.0510517	1.51785e-07	2.08129e-11	1.79565e-11
setup	0	1989-03-07 00:00:00	-13	-2	0.2	118096	2.9159e+06	59048.2	2.00165e-07	3.56267e-09	2.18526e-07	2.10363e-07	8.57842e-07	2.35831e-06	3.90021e-09	0.306829	7290.51	1.71917e-08	1.02239e-08	8.24372e-08	0.00736844	0.0895143	2.34069e-05	0.00135881	1.06347e-05	2.89253e-05	4.87763e-06	0	6.5	0.87429	0.0523534	1.03882e-07	1.00952e-14	1.82404e-13
setup	0	1989-03-08 00:00:00	-1	-0.02	0.02	518184	-220520	259043	14.6524	1.73299	24.7545	6.65207	1.26143	0.336576	0.146623	2.46864	16932.1	2.38	0.476928	0.481822	3.50782	3.5151	9.40983e-05	0.147059	1.5894e-07	1.61254e-07	4.57965e-05	0	5.5	0.212317	0.0782037	9.39219e-07	4.65768e-08	1.60376e-13
setup	0	1989-03-08 00:00:00	-2	-0.05	0.03	777794	-330780	388814	21.9799	4.09542	45.9382	9.03542	0.676127	1.22431	0.230085	2.23991	26622.1	3.57	0.890812	0.324387	2.62892	2.63609	7.59945e-05	0.031394	1.42131e-06	9.48919e-07	3.56451e-05	0	5.5	0.644927	0.0565437	6.87125e-07	1.7665e-08	1.61622e-12
setup	0	1989-03-08 00:00:00	-3	-0.1	0.05	1.29638e+06	-551300	648022	36.6473	11.3616	98.7671	15.5206	0.0785651	2.9149	0.385518	1.6577	46589.6	5.95	2.02465	0.386984	2.03081	2.03527	6.46113e-05	0.0328392	5.39164e-06	3.30483e-06	2.6253e-05	0	5.5	0.973755	0.00100884	3.65697e-07	3.6408e-10	5.89918e-12
setup	0	1989-03-08 00:00:00	-4	-0.2	0.1	2.59255e+06	-1.1026e+06	1.29591e+06	77.8814	28.5628	221.456	31.3086	0.00545306	5.4476	0.756731	2.19367	99685.5	11.5016	4.89023	0.392653	1.90783	1.91338	6.14088e-05	0.0172364	2.1677e-05	1.30459e-05	2.88093e-05	0	5.5	0.999	0.00279233	4.47909e-07	1.78887e-13	3.04919e-12
setup	0	1989-03-08 00:00:00	-5	-0.4	0.2	2.56283e+06	417200	1.28139e+06	5.06771	1.42709	14.1295	2.54629	0.00204694	0.58015	0.0554202	1.37632	109350	0.537195	0.343227	0.0618508	0.375166	0.43328	2.80199e-05	0.51101	0.00186547	0.00142032	5.00999e-05	0	5.5	0.996484	0.00832405	4.01144e-07	7.68098e-09	4.77426e-12
setup	0	1989-03-08 00:00:00	-6	-0.6	0.2	2.5628e+06	417200	1.2814e+06	0.581931	0.118045	1.4929	0.340422	0.00114685	0.0743854	0.00674905	0.70636	122704	0.0582386	0.0408353	0.00741274	0.178965	0.206875	9.49034e-06	0.46267	0.00109999	0.00127768	1.57572e-05	0	5.5	0.984817	0.0175439	1.863e-07	5.56061e-09	5.41026e-13
setup	0	1989-03-08 00:00:00	-7	-0.8	0.2	1.49958e+06	1.71841e+06	749791	0.0567309	0.00543222	0.119826	0.0460015	0.000471882	0.0129885	0.000922576	1.22706	79711.4	0.00546869	0.00381332	0.00122345	0.11733	0.237984	6.19254e-05	0.269428	0.000753586	0.00162822	3.01152e-05	0	6.5	0.966062	0.0264371	5.76014e-07	2.32123e-09	4.63644e-10
setup	0	1989-03-08 00:00:00	-8	-1	0.2	1.23803e+06	2.01996e+06	619015	0.00503143	0.000255659	0.0091284	0.00547387	0.000339414	0.0037321	0.000117831	1.82913	72737.4	0.000478649	0.000350946	0.000274478	0.117385	0.367977	9.47225e-05	0.0864615	0.00035026	0.000851742	2.82998e-05	0	6.5	0.946304	0.0334664	5.8678e-07	9.72038e-10	4.18022e-11
setup	0	1989-03-08 00:00:00	-9	-1.2	0.2	607305	2.54269e+06	303652	0.00062897	2.11039e-05	0.00093446	0.000673318	0.00421408	0.0160956	1.37569e-05	1.08755	37490.9	5.74566e-05	3.96977e-05	0.00107371	0.0441343	0.262626	6.82414e-05	0.0379653	0.000216377	0.000576867	1.72798e-05	0	6.5	0.923241	0.0403397	3.61501e-07	2.54376e-08	1.75246e-08
setup	0	1989-03-08 00:00:00	-10	-1.4	0.2	407088	2.74291e+06	203544	8.40163e-05	2.18853e-06	0.000110722	8.94172e-05	0.00205158	0.00584281	1.77597e-06	0.771474	25130.9	7.50129e-06	4.87271e-06	0.000319583	0.029295	0.202887	5.29179e-05	0.0167013	9.81198e-05	0.000274932	1.22772e-05	0	6.5	0.906978	0.0446166	2.58665e-07	1.01453e-08	4.55922e-09
setup	0	1989-03-08 00:00:00	-11	-1.6	0.2	272879	2.87712e+06	136439	1.12502e-05	2.40229e-07	1.34971e-05	1.19256e-05	0.000235947	0.000621761	2.31313e-07	0.543616	16845.7	9.86583e-07	6.1222e-07	2.75286e-05	0.0195962	0.151893	3.96851e-05	0.00681243	4.27116e-05	0.0001212	8.65682e-06	0	6.5	0.89276	0.0480999	1.83143e-07	4.09462e-10	2.32242e-10
setup	0	1989-03-08 00:00:00	-12	-1.8	0.2	176179	2.85782e+06	88089.6	1.44973e-06	2.69871e-08	1.63237e-06	1.53704e-06	4.63337e-05	0.000107868	2.95619e-08	0.446997	10876.2	1.26185e-07	7.5742e-08	4.56779e-06	0.011604	0.130933	3.42312e-05	0.00303695	2.00651e-05	5.58981e-05	7.08245e-06	0	6.5	0.882274	0.0505471	1.50682e-07	2.12945e-11	1.85833e-11
setup	0	1989-03-08 00:00:00	-13	-2	0.2	118096	2.9159e+06	59048.1	1.96199e-07	3.42636e-09	2.13985e-07	2.07039e-07	8.43024e-07	2.41385e-06	3.90414e-09	0.305125	7290.51	1.68562e-08	1.00288e-08	8.15876e-08	0.00744966	0.0904824	2.36599e-05	0.00135881	1.12725e-05	3.02565e-05	4.84287e-06	0	6.5	0.876637	0.0518284	1.03095e-07	1.00653e-14	1.87218e-13
setup	0	1989-03-09 00:00:00	-1	-0.02	0.02	518184	-220520	259043	14.6477	1.72856	24.6853	6.55776	1.26189	0.336629	0.147287	2.44075	16932.1	2.38	0.474889	0.482007	3.51157	3.51858	9.53642e-05	0.147519	1.61344e-07	1.59636e-07	4.58665e-05	0	5.5	0.21231	0.0782266	9.39928e-07	4.6621e-08	1.65002e-13
setup	0	1989-03-09 00:00:00	-2	-0.05	0.03	777794	-330780	388814	21.9728	4.08364	45.8033	8.9002	0.676109	1.2245	0.231635	2.19609	26622.1	3.57	0.887078	0.324388	2.63266	2.63984	7.69842e-05	0.0315706	1.44476e-06	9.2991e-07	3.56142e-05	0	5.5	0.644974	0.0565521	6.87173e-07	1.76569e-08	1.62546e-12
setup	0	1989-03-09 00:00:00	-3	-0.1	0.05	1.29638e+06	-551300	648023	36.6355	11.3422	98.5351	15.2894	0.0782985	2.91517	0.388131	1.60925	46589.6	5.95	2.01793	0.386784	2.03314	2.0376	6.53674e-05	0.0328428	5.48211e-06	3.23141e-06	2.58295e-05	0	5.5	0.973844	0.000969673	3.64135e-07	3.61077e-10	5.90138e-12
setup	0	1989-03-09 00:00:00	-4	-0.2	0.1	2.59255e+06	-1.1026e+06	1.29591e+06	77.8564	28.5174	220.948	30.8424	0.00545306	5.4476	0.761463	2.14424	99685.5	11.5016	4.87489	0.392564	1.91072	1.91628	6.20091e-05	0.0172364	2.20443e-05	1.27475e-05	2.86601e-05	0	5.5	0.999	0.00270447	4.46817e-07	1.73827e-13	3.04933e-12
setup	0	1989-03-09 00:00:00	-5	-0.4	0.2	2.56283e+06	417200	1.28139e+06	5.05222	1.4167	14.0569	2.50835	0.0019541	0.580243	0.0556266	1.37041	109350	0.535823	0.341063	0.0618483	0.377346	0.435784	2.82726e-05	0.511081	0.00189576	0.00138602	5.02105e-05	0	5.5	0.996644	0.00813292	4.01543e-07	7.1897e-09	4.77784e-12
setup	0	1989-03-09 00:00:00	-6	-0.6	0.2	2.5628e+06	417200	1.2814e+06	0.579556	0.116883	1.48331	0.335339	0.0011	0.0744323	0.00676509	0.703272	122704	0.0580184	0.0405192	0.00741231	0.180094	0.208167	9.56108e-06	0.462722	0.00112506	0.00125633	1.57701e-05	0	5.5	0.985437	0.0171797	1.8573e-07	5.23029e-09	5.42253e-13
setup	0	1989-03-09 00:00:00	-7	-0.8	0.2	1.49958e+06	1.71841e+06	749791	0.0556071	0.0052084	0.117157	0.045299	0.000458883	0.0130075	0.000925816	1.31516	79711.4	0.00536562	0.00373026	0.00122251	0.119352	0.241967	6.304e-05	0.269445	0.000780076	0.00163093	2.99253e-05	0	6.5	0.967197	0.0259847	5.72221e-07	2.23279e-09	4.65032e-10
setup	0	1989-03-09 00:00:00	-8	-1	0.2	1.23803e+06	2.01996e+06	619015	0.00493176	0.000246229	0.0089451	0.00538967	0.000329725	0.00375229	0.000118343	1.824	72737.4	0.000469708	0.000344205	0.000273684	0.118872	0.372529	9.59621e-05	0.0864704	0.000364778	0.000861474	2.81454e-05	0	6.5	0.947658	0.0330308	5.83072e-07	9.3504e-10	4.21039e-11
setup	0	1989-03-09 00:00:00	-9	-1.2	0.2	607305	2.54269e+06	303652	0.00061651	2.032e-05	0.000915571	0.000662858	0.00413934	0.016465	1.37992e-05	1.08422	37490.9	5.63643e-05	3.89409e-05	0.00108751	0.0446264	0.265503	6.8991e-05	0.0380382	0.000226587	0.000588547	1.71952e-05	0	6.5	0.924818	0.0399067	3.59272e-07	2.50746e-08	1.75713e-08
setup	0	1989-03-09 00:00:00	-10	-1.4	0.2	407088	2.74291e+06	203544	8.2352e-05	2.10681e-06	0.000108473	8.80197e-05	0.00202619	0.00601008	1.78012e-06	0.768544	25130.9	7.35742e-06	4.78019e-06	0.000324516	0.029613	0.20505	5.34791e-05	0.0167551	0.000103274	0.000282677	1.22118e-05	0	6.5	0.908726	0.0441747	2.57017e-07	1.00936e-08	4.67171e-09
setup	0	1989-03-09 00:00:00	-11	-1.6	0.2	272879	2.87712e+06	136439	1.10273e-05	2.31206e-07	1.32214e-05	1.17384e-05	0.000232922	0.000639307	2.31711e-07	0.541092	16845.7	9.67515e-07	6.00617e-07	2.76719e-05	0.0198108	0.153525	4.01101e-05	0.00681415	4.51599e-05	0.000125515	8.60244e-06	0	6.5	0.894728	0.047631	1.81886e-07	4.12083e-10	2.3869e-10
setup	0	1989-03-09 00:00:00	-12	-1.8	0.2	176179	2.85782e+06	88089.5	1.42101e-06	2.59694e-08	1.59891e-06	1.51282e-06	4.5831e-05	0.000111229	2.96041e-08	0.4447	10876.2	1.23738e-07	7.43087e-08	4.56434e-06	0.0117299	0.132327	3.45954e-05	0.00303697	2.1262e-05	5.82112e-05	7.03479e-06	0	6.5	0.884445	0.0500488	1.49599e-07	2.17115e-11	1.92031e-11
setup	0	1989-03-09 00:00:00	-13	-2	0.2	118096	2.9159e+06	59048.1	1.92313e-07	3.29653e-09	2.09579e-07	2.03771e-07	8.27795e-07	2.46807e-06	3.90807e-09	0.303467	7290.51	1.65273e-08	9.83872e-09	8.06908e-08	0.00753029	0.0914436	2.39111e-05	0.00135881	1.19447e-05	3.16268e-05	4.80892e-06	0	6.5	0.87893	0.0513116	1.02327e-07	1.00177e-14	1.91933e-13
setup	0	1989-03-10 00:00:00	-1	-0.02	0.02	518184	-220520	259043	14.643	1.72412	24.6163	6.46488	1.26235	0.336677	0.147965	2.41754	16932.1	2.38	0.472864	0.482185	3.51524	3.52214	9.71351e-05	0.147979	1.63876e-07	1.5808e-07	4.59548e-05	0	5.5	0.2123	0.078259	9.41032e-07	4.66868e-08	1.69551e-13
setup	0	1989-03-10 00:00:00	-2	-0.05	0.03	777794	-330780	388814	21.9658	4.07186	45.6687	8.767	0.676076	1.22471	0.233232	2.15875	26622.1	3.57	0.883367	0.324391	2.63641	2.64359	7.83639e-05	0.031747	1.46869e-06	9.11322e-07	3.56187e-05	0	5.5	0.645027	0.0565646	6.87564e-07	1.76539e-08	1.63487e-12
setup	0	1989-03-10 00:00:00	-3	-0.1	0.05	1.29638e+06	-551300	648023	36.6238	11.3229	98.3035	15.0616	0.0779609	2.91551	0.390813	1.56745	46589.6	5.95	2.01127	0.386602	2.03546	2.03992	6.64336e-05	0.0328462	5.57391e-06	3.16031e-06	2.55018e-05	0	5.5	0.973956	0.000915822	3.62879e-07	3.5745e-10	5.90404e-12
setup	0	1989-03-10 00:00:00	-4	-0.2	0.1	2.59255e+06	-1.1026e+06	1.29591e+06	77.8315	28.4719	220.441	30.383	0.00545306	5.4476	0.766287	2.10156	99685.6	11.5016	4.85966	0.392484	1.91363	1.91919	6.28583e-05	0.0172364	2.24139e-05	1.24605e-05	2.85359e-05	0	5.5	0.999	0.00261178	4.45905e-07	1.6902e-13	3.04948e-12
setup	0	1989-03-10 00:00:00	-5	-0.4	0.2	2.56283e+06	417200	1.28139e+06	5.03671	1.40633	13.9844	2.47097	0.00187336	0.580324	0.0558355	1.36595	109350	0.534448	0.338909	0.0618456	0.379532	0.438299	2.86593e-05	0.511149	0.00192581	0.00135274	5.03754e-05	0	5.5	0.996782	0.00796276	4.02494e-07	6.81964e-09	4.78103e-12
setup	0	1989-03-10 00:00:00	-6	-0.6	0.2	2.5628e+06	417200	1.2814e+06	0.577182	0.115729	1.47376	0.330332	0.00106066	0.0744716	0.00678123	0.700738	122704	0.0577982	0.0402054	0.00741182	0.181224	0.209462	9.66263e-06	0.462772	0.00114976	0.00123523	1.57947e-05	0	5.5	0.985958	0.0168678	1.85394e-07	4.97582e-09	5.43282e-13
setup	0	1989-03-10 00:00:00	-7	-0.8	0.2	1.49958e+06	1.71841e+06	749791	0.0545056	0.0049956	0.114567	0.0446079	0.000447847	0.0130245	0.000929216	1.39011	79711.4	0.00526445	0.00364966	0.00122188	0.121366	0.24593	6.41669e-05	0.269462	0.000806861	0.00163298	2.97603e-05	0	6.5	0.968167	0.0255924	5.68989e-07	2.16091e-09	4.66231e-10
setup	0	1989-03-10 00:00:00	-8	-1	0.2	1.23803e+06	2.01996e+06	619015	0.00483406	0.000237215	0.00876673	0.00530684	0.000320535	0.00377136	0.000118859	1.81875	72737.4	0.00046093	0.000337634	0.000272938	0.12035	0.377058	9.72019e-05	0.086479	0.00037956	0.000870843	2.80036e-05	0	6.5	0.948908	0.0326244	5.79653e-07	9.01365e-10	4.23878e-11
setup	0	1989-03-10 00:00:00	-9	-1.2	0.2	607305	2.54269e+06	303652	0.000604298	1.95712e-05	0.000897203	0.00065257	0.0040605	0.016827	1.38416e-05	1.08082	37490.9	5.52924e-05	3.82034e-05	0.00110092	0.0451163	0.268367	6.97383e-05	0.0381064	0.000237038	0.000600037	1.71099e-05	0	6.5	0.926356	0.0394803	3.57081e-07	2.46764e-08	1.76433e-08
setup	0	1989-03-10 00:00:00	-10	-1.4	0.2	407088	2.74291e+06	203544	8.07207e-05	2.02879e-06	0.000106287	8.66455e-05	0.00199802	0.00617535	1.78428e-06	0.76562	25130.9	7.21627e-06	4.69001e-06	0.000329308	0.0299293	0.207201	5.40372e-05	0.016807	0.000108585	0.000290397	1.21464e-05	0	6.5	0.910454	0.0437341	2.5538e-07	1.00192e-08	4.78285e-09
setup	0	1989-03-10 00:00:00	-11	-1.6	0.2	272879	2.87712e+06	136439	1.08089e-05	2.22598e-07	1.29536e-05	1.15542e-05	0.000229629	0.000656592	2.3211e-07	0.53861	16845.7	9.48813e-07	5.8931e-07	2.77973e-05	0.020024	0.155147	4.05323e-05	0.00681582	4.77025e-05	0.000129872	8.54875e-06	0	6.5	0.896669	0.0471649	1.80644e-07	4.13478e-10	2.45027e-10
setup	0	1989-03-10 00:00:00	-12	-1.8	0.2	176179	2.85782e+06	88089.5	1.39286e-06	2.49991e-08	1.56642e-06	1.48902e-06	4.5275e-05	0.000114541	2.96463e-08	0.442459	10876.2	1.21338e-07	7.2912e-08	4.55646e-06	0.011855	0.133713	3.49571e-05	0.00303699	2.25143e-05	6.05708e-05	6.98803e-06	0	6.5	0.886575	0.0495563	1.48538e-07	2.20623e-11	1.98151e-11
setup	0	1989-03-10 00:00:00	-13	-2	0.2	118096	2.9159e+06	59048.1	1.88503e-07	3.17279e-09	2.05301e-07	2.00558e-07	8.12219e-07	2.52095e-06	3.91201e-09	0.301851	7290.51	1.62048e-08	9.65354e-09	7.97537e-08	0.00761035	0.0923982	2.41605e-05	0.0013588	1.26525e-05	3.30362e-05	4.77573e-06	0	6.5	0.881174	0.0508023	1.01575e-07	9.95293e-15	1.96548e-13
setup	0	1989-03-11 00:00:00	-1	-0.02	0.02	518184	-220520	259043	14.6383	1.71968	24.5472	6.37339	1.26288	0.336661	0.148662	2.39842	16932.1	2.38	0.470853	0.482358	3.51887	3.52571	9.92319e-05	0.148441	1.66503e-07	1.5657e-07	4.6054e-05	0	5.5	0.212249	0.078299	9.4234e-07	4.67642e-08	1.74016e-13
setup	0	1989-03-11 00:00:00	-2	-0.05	0.03	777794	-330780	388815	21.9588	4.06008	45.5342	8.63579	0.676848	1.22411	0.234886	2.12703	26622.1	3.57	0.87968	0.324399	2.64016	2.64735	7.99983e-05	0.0319236	1.49304e-06	8.93167e-07	3.55771e-05	0	5.5	0.644657	0.0566052	6.88138e-07	1.76576e-08	1.64421e-12
