"year","MaizeYld_Mgha","SoyYld_Mgha","WheatYld_Mgha","SOC_Mgha","model_name","scenario_name","climate_scenario_num","mgmt_scenario_grp_num","mgmt_scenario_opt_num"
1850,2.18458222222222,NA,NA,62.4,"Daycent","4_3",4,3,""
1851,2.77344888888889,NA,NA,63.2,"Daycent","4_3",4,3,""
1852,2.36590444444444,NA,NA,61.1,"Daycent","4_3",4,3,""
1853,1.95911333333333,NA,NA,59.1,"Daycent","4_3",4,3,""
1854,2.27468,NA,NA,57.4,"Daycent","4_3",4,3,""
1855,2.14780666666667,NA,NA,55.5,"Daycent","4_3",4,3,""
1856,1.82878222222222,NA,NA,53.8,"Daycent","4_3",4,3,""
1857,1.96891333333333,NA,NA,52.4,"Daycent","4_3",4,3,""
1858,2.38844222222222,NA,NA,50.8,"Daycent","4_3",4,3,""
1859,2.09973777777778,NA,NA,49.3,"Daycent","4_3",4,3,""
1860,1.58708666666667,NA,NA,48,"Daycent","4_3",4,3,""
1861,2.04829555555556,NA,NA,46.7,"Daycent","4_3",4,3,""
1862,1.71659111111111,NA,NA,45.6,"Daycent","4_3",4,3,""
1863,1.41511111111111,NA,NA,44.5,"Daycent","4_3",4,3,""
1864,1.50002222222222,NA,NA,43.5,"Daycent","4_3",4,3,""
1865,1.79907555555556,NA,NA,42.6,"Daycent","4_3",4,3,""
1866,1.59513555555556,NA,NA,41.7,"Daycent","4_3",4,3,""
1867,1.4367,NA,NA,40.8,"Daycent","4_3",4,3,""
1868,1.65352222222222,NA,NA,40,"Daycent","4_3",4,3,""
1869,1.21865777777778,NA,NA,39.1,"Daycent","4_3",4,3,""
1870,1.49653555555556,NA,NA,38.3,"Daycent","4_3",4,3,""
1871,1.50489111111111,NA,NA,37.5,"Daycent","4_3",4,3,""
1872,1.53987111111111,NA,NA,36.9,"Daycent","4_3",4,3,""
1873,1.24945555555556,NA,NA,36.2,"Daycent","4_3",4,3,""
1874,1.09953111111111,NA,NA,35.5,"Daycent","4_3",4,3,""
1875,1.13279111111111,NA,NA,34.9,"Daycent","4_3",4,3,""
1876,1.41994888888889,NA,NA,34.4,"Daycent","4_3",4,3,""
1877,1.76423111111111,NA,NA,33.9,"Daycent","4_3",4,3,""
1878,1.69724222222222,NA,NA,33.4,"Daycent","4_3",4,3,""
1879,1.71633555555556,NA,NA,33,"Daycent","4_3",4,3,""
1880,1.43553333333333,NA,NA,32.6,"Daycent","4_3",4,3,""
1881,1.23035111111111,NA,NA,32.2,"Daycent","4_3",4,3,""
1882,1.35461111111111,NA,NA,31.9,"Daycent","4_3",4,3,""
1883,1.36363333333333,NA,NA,31.5,"Daycent","4_3",4,3,""
1884,1.19719111111111,NA,NA,31.1,"Daycent","4_3",4,3,""
1885,1.19498,NA,NA,30.8,"Daycent","4_3",4,3,""
1886,1.45347555555556,NA,NA,30.5,"Daycent","4_3",4,3,""
1887,1.33699333333333,NA,NA,30.2,"Daycent","4_3",4,3,""
1888,1.07088222222222,NA,NA,29.9,"Daycent","4_3",4,3,""
1889,1.37993333333333,NA,NA,29.6,"Daycent","4_3",4,3,""
1890,1.20703555555556,NA,NA,29.4,"Daycent","4_3",4,3,""
1891,1.02495111111111,NA,NA,29.1,"Daycent","4_3",4,3,""
1892,1.13314444444444,NA,NA,28.9,"Daycent","4_3",4,3,""
1893,1.26961555555556,NA,NA,28.7,"Daycent","4_3",4,3,""
1894,1.19067555555556,NA,NA,28.5,"Daycent","4_3",4,3,""
1895,1.10417111111111,NA,NA,28.3,"Daycent","4_3",4,3,""
1896,1.13672666666667,NA,NA,28.1,"Daycent","4_3",4,3,""
1897,0.974497777777778,NA,NA,27.9,"Daycent","4_3",4,3,""
1898,1.13138222222222,NA,NA,27.7,"Daycent","4_3",4,3,""
1899,1.17217555555556,NA,NA,27.5,"Daycent","4_3",4,3,""
1900,1.21272666666667,NA,NA,27.3,"Daycent","4_3",4,3,""
1901,1.21493555555556,NA,NA,27.2,"Daycent","4_3",4,3,""
1902,1.17023111111111,NA,NA,27,"Daycent","4_3",4,3,""
1903,1.20967111111111,NA,NA,26.9,"Daycent","4_3",4,3,""
1904,1.10413555555556,NA,NA,26.7,"Daycent","4_3",4,3,""
1905,1.32073777777778,NA,NA,26.6,"Daycent","4_3",4,3,""
1906,1.25053333333333,NA,NA,26.5,"Daycent","4_3",4,3,""
1907,1.31323111111111,NA,NA,26.4,"Daycent","4_3",4,3,""
1908,1.16231777777778,NA,NA,26.3,"Daycent","4_3",4,3,""
1909,1.00716666666667,NA,NA,26.2,"Daycent","4_3",4,3,""
1910,1.10933555555556,NA,NA,26.1,"Daycent","4_3",4,3,""
1911,1.14093333333333,NA,NA,26,"Daycent","4_3",4,3,""
1912,1.03312444444444,NA,NA,25.8,"Daycent","4_3",4,3,""
1913,1.04203555555556,NA,NA,25.8,"Daycent","4_3",4,3,""
1914,1.22442,NA,NA,25.7,"Daycent","4_3",4,3,""
1915,1.15710666666667,NA,NA,25.6,"Daycent","4_3",4,3,""
1916,0.961768888888889,NA,NA,25.5,"Daycent","4_3",4,3,""
1917,1.21934444444444,NA,NA,25.4,"Daycent","4_3",4,3,""
1918,1.10514666666667,NA,NA,25.3,"Daycent","4_3",4,3,""
1919,0.982388888888889,NA,NA,25.2,"Daycent","4_3",4,3,""
1920,1.08255333333333,NA,NA,25.2,"Daycent","4_3",4,3,""
1921,1.33233555555556,NA,NA,25.1,"Daycent","4_3",4,3,""
1922,1.29216222222222,NA,NA,25.1,"Daycent","4_3",4,3,""
