X,Y,profile_id,profile_layer_id,country_name,upper_depth,lower_depth,layer_name,litter,phaq_value,phaq_value_avg,phaq_method,phaq_date,phaq_dataset_id,phaq_profile_code,phaq_licence
-102.3210907,33.5047684,145832,658275,United States of America,9,30,Ap/Btp,0,"{1:7.30,2:7.30,3:7.00,4:7.00}",7.15,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""3:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = saturated paste, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""4:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = saturated paste, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2009-11-19,2:2009-11-19,3:2009-11-19,4:2009-11-19}",US-NCSS,10N0699,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.3210907,33.5047684,145832,658276,United States of America,30,40,Bt,0,"{1:7.60,2:7.60,3:7.80,4:7.80}",7.7,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = saturated paste, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = saturated paste, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""3:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""4:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2009-11-19,2:2009-11-19,3:2009-11-19,4:2009-11-19}",US-NCSS,10N0699,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.3210068,33.5046272,145833,658277,United States of America,0,3,Ap11,0,"{1:8.10,2:8.10,3:7.80,4:7.80}",7.95,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""3:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = saturated paste, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""4:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = saturated paste, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2009-11-19,2:2009-11-19,3:2009-11-19,4:2009-11-19}",US-NCSS,10N0700,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.3210068,33.5046272,145833,658278,United States of America,3,15,Ap12,0,"{1:8.00,2:8.00}",8,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2009-11-19,2:2009-11-19}",US-NCSS,10N0700,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.3210068,33.5046272,145833,658279,United States of America,15,27,Ap/Btp,0,"{1:8.10,2:8.10}",8.1,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2009-11-19,2:2009-11-19}",US-NCSS,10N0700,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.3210068,33.5046272,145833,658280,United States of America,27,40,Bt,0,"{1:7.90,2:7.90,3:7.60,4:7.60}",7.75,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""3:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = saturated paste, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""4:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = saturated paste, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2009-11-19,2:2009-11-19,3:2009-11-19,4:2009-11-19}",US-NCSS,10N0700,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.321106,33.5046692,145834,658281,United States of America,0,3,Ap11,0,"{1:7.80,2:7.80,3:8.10,4:8.10}",7.95,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = saturated paste, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = saturated paste, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""3:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""4:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2009-11-19,2:2009-11-19,3:2009-11-19,4:2009-11-19}",US-NCSS,10N0701,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.321106,33.5046692,145834,658282,United States of America,3,19,Ap12,0,"{1:7.80,2:7.80,3:7.60,4:7.60}",7.7,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""3:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = saturated paste, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""4:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = saturated paste, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2009-11-19,2:2009-11-19,3:2009-11-19,4:2009-11-19}",US-NCSS,10N0701,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.321106,33.5046692,145834,658283,United States of America,19,33,Ap/Btp,0,"{1:7.30,2:7.30,3:7.60,4:7.60}",7.45,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = saturated paste, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = saturated paste, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""3:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""4:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2009-11-19,2:2009-11-19,3:2009-11-19,4:2009-11-19}",US-NCSS,10N0701,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.321106,33.5046692,145834,658284,United States of America,33,40,Bt,0,"{1:7.70,2:7.70}",7.7,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2009-11-19,2:2009-11-19}",US-NCSS,10N0701,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.3212051,33.5046959,145835,658285,United States of America,0,3,Ap11,0,"{1:7.20,2:7.20,3:7.00,4:7.00}",7.1,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""3:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = saturated paste, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""4:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = saturated paste, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2009-11-19,2:2009-11-19,3:2009-11-19,4:2009-11-19}",US-NCSS,10N0702,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.3212051,33.5046959,145835,658286,United States of America,3,12,Ap12,0,"{1:6.40,2:6.40,3:6.60,4:6.60}",6.5,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = saturated paste, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = saturated paste, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""3:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""4:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2009-11-19,2:2009-11-19,3:2009-11-19,4:2009-11-19}",US-NCSS,10N0702,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.3212051,33.5046959,145835,658287,United States of America,12,30,Ap/Btp,0,"{1:7.40,2:7.40,3:7.20,4:7.20}",7.3,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""3:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = saturated paste, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""4:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = saturated paste, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2009-11-19,2:2009-11-19,3:2009-11-19,4:2009-11-19}",US-NCSS,10N0702,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.3212051,33.5046959,145835,658288,United States of America,30,40,Bt,0,"{1:7.60,2:7.60,3:7.80,4:7.80}",7.7,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = saturated paste, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = saturated paste, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""3:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""4:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2009-11-19,2:2009-11-19,3:2009-11-19,4:2009-11-19}",US-NCSS,10N0702,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.321106,33.5045509,145836,658289,United States of America,0,3,Ap11,0,"{1:7.70,2:7.70,3:7.50,4:7.50}",7.6,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""3:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = saturated paste, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""4:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = saturated paste, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2009-11-19,2:2009-11-19,3:2009-11-19,4:2009-11-19}",US-NCSS,10N0703,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.321106,33.5045509,145836,658290,United States of America,3,18,Ap12,0,"{1:7.00,2:7.00,3:7.30,4:7.30}",7.15,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = saturated paste, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = saturated paste, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""3:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""4:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2009-11-19,2:2009-11-19,3:2009-11-19,4:2009-11-19}",US-NCSS,10N0703,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.321106,33.5045509,145836,658291,United States of America,18,28,Ap2,0,"{1:7.60,2:7.60,3:7.40,4:7.40}",7.5,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""3:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = saturated paste, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""4:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = saturated paste, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2009-11-19,2:2009-11-19,3:2009-11-19,4:2009-11-19}",US-NCSS,10N0703,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.321106,33.5045509,145836,658292,United States of America,28,39,Bt,0,"{1:7.60,2:7.60,3:7.70,4:7.70}",7.65,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = saturated paste, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = saturated paste, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""3:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""4:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2009-11-19,2:2009-11-19,3:2009-11-19,4:2009-11-19}",US-NCSS,10N0703,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.406456,33.0589485,148679,667430,United States of America,0,5,Ap1,0,"{1:7.70,2:7.70,3:7.50,4:7.50}",7.6,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""3:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = saturated paste, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""4:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = saturated paste, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2012-3-22,2:2012-3-22,3:2012-3-22,4:2012-3-22}",US-NCSS,12N7899,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.406456,33.0589485,148679,667431,United States of America,5,10,Ap2,0,"{1:7.80,2:7.80}",7.8,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2012-3-22,2:2012-3-22}",US-NCSS,12N7899,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.406456,33.0589485,148679,667432,United States of America,10,25,Ap3,0,"{1:8.00,2:8.00}",8,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2012-3-22,2:2012-3-22}",US-NCSS,12N7899,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.406456,33.0589485,148679,667433,United States of America,25,60,Bt1,0,"{1:8.10,2:8.10}",8.1,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2012-3-22,2:2012-3-22}",US-NCSS,12N7899,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.406456,33.0589485,148679,667434,United States of America,60,96,Bt2,0,"{1:8.30,2:8.30}",8.3,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2012-3-22,2:2012-3-22}",US-NCSS,12N7899,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.406456,33.0589485,148679,667435,United States of America,96,130,Btk,0,"{1:8.40,2:8.40}",8.4,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2012-3-22,2:2012-3-22}",US-NCSS,12N7899,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.406456,33.0589485,148679,667436,United States of America,130,177,Btkk1,0,"{1:8.40,2:8.40}",8.4,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2012-3-22,2:2012-3-22}",US-NCSS,12N7899,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.406456,33.0589485,148679,667437,United States of America,177,203,Btkk2,0,"{1:8.40,2:8.40}",8.4,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2012-3-22,2:2012-3-22}",US-NCSS,12N7899,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.4065247,33.0589714,148680,667438,United States of America,0,5,Ap1,0,"{1:7.60,2:7.60,3:7.30,4:7.30}",7.45,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""3:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = saturated paste, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""4:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = saturated paste, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2012-3-23,2:2012-3-23,3:2012-3-23,4:2012-3-23}",US-NCSS,12N7900,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.4065247,33.0589714,148680,667439,United States of America,5,10,Ap2,0,"{1:7.70,2:7.70}",7.7,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2012-3-23,2:2012-3-23}",US-NCSS,12N7900,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.4065247,33.0589714,148680,667440,United States of America,10,23,Ap3,0,"{1:8.10,2:8.10}",8.1,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2012-3-23,2:2012-3-23}",US-NCSS,12N7900,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.4065247,33.0589714,148680,667441,United States of America,23,60,Bt,0,"{1:8.20,2:8.20}",8.2,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2012-3-23,2:2012-3-23}",US-NCSS,12N7900,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.4065018,33.0589981,148681,667442,United States of America,0,5,Ap1,0,"{1:7.80,2:7.80,3:7.50,4:7.50}",7.65,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""3:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = saturated paste, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""4:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = saturated paste, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2012-3-23,2:2012-3-23,3:2012-3-23,4:2012-3-23}",US-NCSS,12N7901,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.4065018,33.0589981,148681,667443,United States of America,5,10,Ap2,0,"{1:8.20,2:8.20}",8.2,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2012-3-23,2:2012-3-23}",US-NCSS,12N7901,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.4065018,33.0589981,148681,667444,United States of America,10,23,Ap3,0,"{1:8.30,2:8.30}",8.3,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2012-3-23,2:2012-3-23}",US-NCSS,12N7901,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.4065018,33.0589981,148681,667445,United States of America,23,60,Bt,0,"{1:8.30,2:8.30}",8.3,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2012-3-23,2:2012-3-23}",US-NCSS,12N7901,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.4064713,33.0590286,148682,667446,United States of America,0,5,Ap1,0,"{1:7.70,2:7.70,3:7.40,4:7.40}",7.55,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""3:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = saturated paste, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""4:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = saturated paste, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2012-3-23,2:2012-3-23,3:2012-3-23,4:2012-3-23}",US-NCSS,12N7902,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.4064713,33.0590286,148682,667447,United States of America,5,10,Ap2,0,"{1:8.10,2:8.10}",8.1,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2012-3-23,2:2012-3-23}",US-NCSS,12N7902,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.4064713,33.0590286,148682,667448,United States of America,10,25,Ap3,0,"{1:8.30,2:8.30}",8.3,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2012-3-23,2:2012-3-23}",US-NCSS,12N7902,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.4064713,33.0590286,148682,667449,United States of America,25,60,Btk,0,"{1:8.30,2:8.30}",8.3,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2012-3-23,2:2012-3-23}",US-NCSS,12N7902,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.4228363,33.3920822,149274,670388,United States of America,0,14,Ap,0,"{1:7.00,2:7.00}",7,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2012-7-25,2:2012-7-25}",US-NCSS,13N2363,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.4228363,33.3920822,149274,670389,United States of America,14,33,Btk,0,"{1:6.60,2:6.60}",6.6,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2012-7-25,2:2012-7-25}",US-NCSS,13N2363,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
