X,Y,profile_id,profile_layer_id,country_name,upper_depth,lower_depth,layer_name,litter,phaq_value,phaq_value_avg,phaq_method,phaq_date,phaq_dataset_id,phaq_profile_code,phaq_licence
-102.674369799999,33.7994461,148580,666857,United States of America,32,43,Bt2,0,"{1:8.00,2:8.00}",8,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2011-12-1,2:2011-12-1}",US-NCSS,12N7774,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.6580963,33.7799568,148581,666859,United States of America,0,16,Ap,0,"{1:8.10,2:8.10}",8.1,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2011-12-9,2:2011-12-9}",US-NCSS,12N7775,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.6580963,33.7799568,148581,666860,United States of America,16,38,Bw,0,"{1:8.40,2:8.40}",8.4,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2011-12-9,2:2011-12-9}",US-NCSS,12N7775,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.5326309,33.7729797,148675,667410,United States of America,24,67,Bt1,0,"{1:7.20,2:7.20}",7.2,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2012-3-20,2:2012-3-20}",US-NCSS,12N7895,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.5326309,33.7729797,148675,667413,United States of America,129,163,Bkk,0,"{1:8.40,2:8.40}",8.4,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2012-3-20,2:2012-3-20}",US-NCSS,12N7895,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.5326309,33.7729797,148675,667414,United States of America,163,203,Btkk,0,"{1:8.40,2:8.40}",8.4,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2012-3-20,2:2012-3-20}",US-NCSS,12N7895,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.5326691,33.773056,148677,667420,United States of America,0,5,Ap1,0,"{1:6.90,2:6.90}",6.9,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2012-3-21,2:2012-3-21}",US-NCSS,12N7897,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.5326691,33.773056,148677,667421,United States of America,5,10,Ap2,0,"{1:7.00,2:7.00}",7,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2012-3-21,2:2012-3-21}",US-NCSS,12N7897,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.5326691,33.773056,148677,667422,United States of America,10,27,Ap3,0,"{1:7.10,2:7.10}",7.1,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2012-3-21,2:2012-3-21}",US-NCSS,12N7897,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.5326691,33.773056,148677,667423,United States of America,27,49,Bt1,0,"{1:7.30,2:7.30}",7.3,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2012-3-21,2:2012-3-21}",US-NCSS,12N7897,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.5326691,33.773056,148677,667424,United States of America,49,60,Bt2,0,"{1:7.20,2:7.20}",7.2,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2012-3-21,2:2012-3-21}",US-NCSS,12N7897,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.532608,33.773056,148678,667425,United States of America,0,5,Ap1,0,"{1:6.90,2:6.90}",6.9,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2012-3-21,2:2012-3-21}",US-NCSS,12N7898,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.6990278,34.1113333,149269,670358,United States of America,0,15,A,0,"{1:7.70,2:7.70}",7.7,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2012-11-19,2:2012-11-19}",US-NCSS,13N2358,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.6990278,34.1113333,149269,670359,United States of America,15,30,Ap2,0,"{1:6.50,2:6.50}",6.5,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2012-11-19,2:2012-11-19}",US-NCSS,13N2358,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.6990278,34.1113333,149269,670360,United States of America,30,54,ABp,0,"{1:7.00,2:7.00}",7,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2012-11-19,2:2012-11-19}",US-NCSS,13N2358,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.6990278,34.1113333,149269,670361,United States of America,54,92,Bt1,0,"{1:7.20,2:7.20}",7.2,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2012-11-19,2:2012-11-19}",US-NCSS,13N2358,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.1719131,33.9745827,149275,670393,United States of America,0,15,Ap,0,"{1:7.50,2:7.50}",7.5,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2012-7-24,2:2012-7-24}",US-NCSS,13N2364,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.1719131,33.9745827,149275,670394,United States of America,15,35,Bt1,0,"{1:8.10,2:8.10}",8.1,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2012-7-24,2:2012-7-24}",US-NCSS,13N2364,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.1719131,33.9745827,149275,670395,United States of America,35,50,Bt2,0,"{1:8.30,2:8.30}",8.3,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2012-7-24,2:2012-7-24}",US-NCSS,13N2364,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.1719131,33.9745827,149275,670396,United States of America,50,77,Btk1,0,"{1:8.30,2:8.30}",8.3,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2012-7-24,2:2012-7-24}",US-NCSS,13N2364,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.1719131,33.9745827,149275,670397,United States of America,77,139,Btkk,0,"{1:8.40,2:8.40}",8.4,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2012-7-24,2:2012-7-24}",US-NCSS,13N2364,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.1719131,33.9745827,149275,670398,United States of America,139,175,Btk2,0,"{1:8.10,2:8.10}",8.1,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2012-7-24,2:2012-7-24}",US-NCSS,13N2364,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.3025,34.0426111,149276,670399,United States of America,0,19,Ap,0,"{1:7.90,2:7.90}",7.9,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2012-12-14,2:2012-12-14}",US-NCSS,13N2365,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.3025,34.0426111,149276,670400,United States of America,19,44,Bt1,0,"{1:7.50,2:7.50}",7.5,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2012-12-14,2:2012-12-14}",US-NCSS,13N2365,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.3025,34.0426111,149276,670401,United States of America,44,71,Bt2,0,"{1:7.60,2:7.60}",7.6,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2012-12-14,2:2012-12-14}",US-NCSS,13N2365,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.3025,34.0426111,149276,670402,United States of America,71,99,Btk1,0,"{1:8.00,2:8.00}",8,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:2012-12-14,2:2012-12-14}",US-NCSS,13N2365,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.1875,33.9069443,153898,704511,United States of America,0,25,Ap,0,"{1:7.70,2:7.70}",7.7,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:1959-??-??,2:1959-??-??}",US-NCSS,40A4469,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.1875,33.9069443,153898,704512,United States of America,25,51,Bt1,0,"{1:7.60,2:7.60}",7.6,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:1959-??-??,2:1959-??-??}",US-NCSS,40A4469,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.1875,33.9069443,153898,704513,United States of America,51,71,Bt2,0,"{1:7.40,2:7.40}",7.4,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:1959-??-??,2:1959-??-??}",US-NCSS,40A4469,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.1875,33.9069443,153898,704514,United States of America,71,102,Bt3,0,"{1:7.40,2:7.40}",7.4,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:1959-??-??,2:1959-??-??}",US-NCSS,40A4469,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.1875,33.9069443,153898,704515,United States of America,102,168,Btk1,0,"{1:7.90,2:7.90}",7.9,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:1959-??-??,2:1959-??-??}",US-NCSS,40A4469,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.1875,33.9069443,153898,704516,United States of America,168,198,Btk2,0,"{1:7.90,2:7.90}",7.9,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:1959-??-??,2:1959-??-??}",US-NCSS,40A4469,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.1875,33.9069443,153898,704517,United States of America,198,274,Btk3,0,"{1:7.90,2:7.90}",7.9,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:1959-??-??,2:1959-??-??}",US-NCSS,40A4469,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.4005585,34.4399986,161727,755607,United States of America,0,18,Ap,0,"{1:7.30,2:7.30}",7.3,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:1981-2-3,2:1981-2-3}",US-NCSS,81P0326,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.4005585,34.4399986,161727,755608,United States of America,18,51,Bt1,0,"{1:7.60,2:7.60}",7.6,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:1981-2-3,2:1981-2-3}",US-NCSS,81P0326,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.4005585,34.4399986,161727,755609,United States of America,51,84,Bt2,0,"{1:8.00,2:8.00}",8,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:1981-2-3,2:1981-2-3}",US-NCSS,81P0326,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.4005585,34.4399986,161727,755610,United States of America,84,114,Bt3,0,"{1:8.30,2:8.30}",8.3,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:1981-2-3,2:1981-2-3}",US-NCSS,81P0326,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.4005585,34.4399986,161727,755611,United States of America,114,183,Btk,0,"{1:8.40,2:8.40}",8.4,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:1981-2-3,2:1981-2-3}",US-NCSS,81P0326,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.4666672,34.3408318,161868,756610,United States of America,0,5,A11,0,"{1:7.80,2:7.80,3:7.60,4:7.60}",7.7,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""3:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = saturated paste, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""4:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = saturated paste, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:1981-6-3,2:1981-6-3,3:1981-6-3,4:1981-6-3}",US-NCSS,81P0472,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.4666672,34.3408318,161868,756611,United States of America,5,17,A12,0,"{1:7.90,2:7.90}",7.9,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:1981-6-3,2:1981-6-3}",US-NCSS,81P0472,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.4666672,34.3408318,161868,756612,United States of America,17,40,Bt1,0,"{1:8.00,2:8.00}",8,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:1981-6-3,2:1981-6-3}",US-NCSS,81P0472,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.4666672,34.3408318,161868,756613,United States of America,40,65,Bt2,0,"{1:8.00,2:8.00}",8,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:1981-6-3,2:1981-6-3}",US-NCSS,81P0472,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.4666672,34.3408318,161868,756614,United States of America,65,90,Bt3,0,"{1:8.00,2:8.00}",8,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:1981-6-3,2:1981-6-3}",US-NCSS,81P0472,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.4666672,34.3408318,161868,756615,United States of America,90,112,Btk1,0,"{1:8.10,2:8.10,3:7.70,4:7.70}",7.9,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""3:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = saturated paste, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""4:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = saturated paste, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:1981-6-3,2:1981-6-3,3:1981-6-3,4:1981-6-3}",US-NCSS,81P0472,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.4666672,34.3408318,161868,756616,United States of America,112,160,Btk2,0,"{1:8.50,2:8.50}",8.5,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:1981-6-3,2:1981-6-3}",US-NCSS,81P0472,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.4666672,34.3408318,161868,756617,United States of America,160,190,Btk3,0,"{1:8.40,2:8.40}",8.4,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:1981-6-3,2:1981-6-3}",US-NCSS,81P0472,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.4666672,34.3408318,161868,756618,United States of America,190,240,Btk4,0,"{1:8.40,2:8.40}",8.4,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:1981-6-3,2:1981-6-3}",US-NCSS,81P0472,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.4666672,34.3408318,161868,756619,United States of America,240,280,Btk5,0,"{1:8.40,2:8.40}",8.4,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:1981-6-3,2:1981-6-3}",US-NCSS,81P0472,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.4666672,34.3408318,161868,756620,United States of America,280,295,Btk6,0,"{1:8.40,2:8.40}",8.4,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:1981-6-3,2:1981-6-3}",US-NCSS,81P0472,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.4823074,33.8186378,177259,851311,United States of America,13,25,Bw1,0,"{1:7.70,2:7.70,3:8.40,4:8.40}",8.05,"{""1:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = saturated paste, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""2:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = saturated paste, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""3:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]"",""4:concentration = not specified, instrument = electrode, monitoring = not specified, ratio = 1:1, sample pretreatment = sieved over 2 mm sieve, solution = Water [H2O]""}","{1:1996-11-18,2:1996-11-18,3:1996-11-18,4:1996-11-18}",US-NCSS,97P0180,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
