X,Y,profile_id,profile_layer_id,country_name,upper_depth,lower_depth,layer_name,litter,bdfiod_value,bdfiod_value_avg,bdfiod_method,bdfiod_date,bdfiod_dataset_id,bdfiod_profile_code,bdfiod_licence
-102.083335899999,34.3666649,175010,835436,United States of America,10,20,Ap2,0,"{1:1.72,2:1.72}",1.72,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1993-8-18,2:1993-8-18}",US-NCSS,94P0320,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.083335899999,34.3666649,175010,835440,United States of America,94,135,Bk1,0,"{1:1.42,2:1.42}",1.42,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1993-8-18,2:1993-8-18}",US-NCSS,94P0320,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.0736084,33.1208344,176395,845676,United States of America,0,24,Ap,0,"{1:1.63,2:1.63}",1.63,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1995-7-11,2:1995-7-11}",US-NCSS,95P0873,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.1191635,33.1263885,176397,845703,United States of America,28,40,A3,0,"{1:1.61,2:1.61}",1.61,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1995-7-12,2:1995-7-12}",US-NCSS,95P0875,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.1191635,33.1263885,176397,845704,United States of America,40,60,Bw1,0,"{1:1.61,2:1.61}",1.61,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1995-7-12,2:1995-7-12}",US-NCSS,95P0875,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.1372223,33.1258316,176398,845722,United States of America,35,52,Ap3,0,"{1:1.65,2:1.65}",1.65,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1995-7-12,2:1995-7-12}",US-NCSS,95P0876,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.1372223,33.1258316,176398,845723,United States of America,52,81,Bk1,0,"{1:1.43,2:1.43}",1.43,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1995-7-12,2:1995-7-12}",US-NCSS,95P0876,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.2052765,33.1244431,176399,845739,United States of America,0,13,A1,0,"{1:1.53,2:1.53}",1.53,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1995-7-13,2:1995-7-13}",US-NCSS,95P0877,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.2052765,33.1244431,176399,845740,United States of America,13,31,A2,0,"{1:1.71,2:1.71}",1.71,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1995-7-13,2:1995-7-13}",US-NCSS,95P0877,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.2804718,33.1216927,176400,845752,United States of America,10,34,A2,0,"{1:1.66,2:1.66}",1.66,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1995-7-14,2:1995-7-14}",US-NCSS,95P0878,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.2804718,33.1216927,176400,845753,United States of America,34,75,Bt1,0,"{1:1.53,2:1.53}",1.53,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1995-7-14,2:1995-7-14}",US-NCSS,95P0878,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.191391,33.2605553,176401,845758,United States of America,0,10,A1,0,"{1:1.79,2:1.79}",1.79,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1995-7-14,2:1995-7-14}",US-NCSS,95P0879,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.191391,33.2605553,176401,845759,United States of America,10,25,A2,0,"{1:1.78,2:1.78}",1.78,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1995-7-14,2:1995-7-14}",US-NCSS,95P0879,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.191391,33.2605553,176401,845760,United States of America,25,37,Bk1,0,"{1:1.62,2:1.62}",1.62,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1995-7-14,2:1995-7-14}",US-NCSS,95P0879,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.191391,33.2605553,176401,845762,United States of America,73,91,Bk3,0,"{1:1.49,2:1.49}",1.49,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1995-7-14,2:1995-7-14}",US-NCSS,95P0879,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.2046127,33.2643051,177263,851342,United States of America,10,28,Ap2,0,"{1:1.69,2:1.69}",1.69,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1996-11-17,2:1996-11-17}",US-NCSS,97P0184,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.2046127,33.2643051,177263,851343,United States of America,28,66,Ap3,0,"{1:1.62,2:1.62}",1.62,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1996-11-17,2:1996-11-17}",US-NCSS,97P0184,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.2046127,33.2643051,177263,851352,United States of America,201,250,4C,0,"{1:1.63,2:1.63}",1.63,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1996-11-17,2:1996-11-17}",US-NCSS,97P0184,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.3474197,33.0177765,177264,851353,United States of America,0,13,Ap1,0,"{1:1.63,2:1.63}",1.63,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1996-11-17,2:1996-11-17}",US-NCSS,97P0185,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.3474197,33.0177765,177264,851354,United States of America,13,38,Ap2,0,"{1:1.56,2:1.56}",1.56,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1996-11-17,2:1996-11-17}",US-NCSS,97P0185,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.3474197,33.0177765,177264,851356,United States of America,79,114,,0,"{1:1.54,2:1.54}",1.54,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1996-11-17,2:1996-11-17}",US-NCSS,97P0185,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.3474197,33.0177765,177264,851359,United States of America,157,178,Btb3,0,"{1:1.61,2:1.61}",1.61,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1996-11-17,2:1996-11-17}",US-NCSS,97P0185,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.3474197,33.0177765,177264,851360,United States of America,178,198,Bkb,0,"{1:1.58,2:1.58}",1.58,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1996-11-17,2:1996-11-17}",US-NCSS,97P0185,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.3474197,33.0177765,177264,851362,United States of America,221,251,BCkb2,0,"{1:1.55,2:1.55}",1.55,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1996-11-17,2:1996-11-17}",US-NCSS,97P0185,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.0702744,33.1599998,193924,964131,United States of America,0,10,A1,0,"{1:1.26,2:1.26}",1.26,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1995-10-30,2:1995-10-30}",US-NCSS,S95TX305001,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.0702744,33.1599998,193924,964133,United States of America,28,51,Bw1,0,"{1:1.63,2:1.63}",1.63,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1995-10-30,2:1995-10-30}",US-NCSS,S95TX305001,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.0702744,33.1599998,193924,964134,United States of America,51,79,Bw2,0,"{1:1.60,2:1.60}",1.6,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1995-10-30,2:1995-10-30}",US-NCSS,S95TX305001,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.0702744,33.1599998,193924,964135,United States of America,79,122,Ab,0,"{1:1.60,2:1.60}",1.6,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1995-10-30,2:1995-10-30}",US-NCSS,S95TX305001,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.0702744,33.1599998,193924,964137,United States of America,147,173,Btgb1,0,"{1:1.78,2:1.78}",1.78,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1995-10-30,2:1995-10-30}",US-NCSS,S95TX305001,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.0702744,33.1599998,193924,964138,United States of America,173,203,Btgb2,0,"{1:1.77,2:1.77}",1.77,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1995-10-30,2:1995-10-30}",US-NCSS,S95TX305001,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.0550003,33.2641678,193925,964139,United States of America,0,10,Ap1,0,"{1:1.45,2:1.45}",1.45,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1995-11-1,2:1995-11-1}",US-NCSS,S95TX305002,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.0550003,33.2641678,193925,964141,United States of America,28,64,Ap3,0,"{1:1.56,2:1.56}",1.56,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1995-11-1,2:1995-11-1}",US-NCSS,S95TX305002,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.0550003,33.2641678,193925,964142,United States of America,64,102,Ab,0,"{1:1.58,2:1.58}",1.58,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1995-11-1,2:1995-11-1}",US-NCSS,S95TX305002,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.0550003,33.2641678,193925,964146,United States of America,170,213,Btkb2,0,"{1:1.67,2:1.67}",1.67,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1995-11-1,2:1995-11-1}",US-NCSS,S95TX305002,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.1352997,33.1308289,193926,964149,United States of America,0,10,A,0,"{1:1.57,2:1.57}",1.57,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1995-10-30,2:1995-10-30}",US-NCSS,S95TX445001,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.1352997,33.1308289,193926,964151,United States of America,25,61,An2,0,"{1:1.64,2:1.64}",1.64,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1995-10-30,2:1995-10-30}",US-NCSS,S95TX445001,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.134964,33.1308517,193927,964157,United States of America,0,10,A1,0,"{1:1.62,2:1.62}",1.62,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:????-??-??,2:????-??-??}",US-NCSS,S95TX445002,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.134964,33.1308517,193927,964159,United States of America,33,48,A3,0,"{1:1.51,2:1.51}",1.51,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:????-??-??,2:????-??-??}",US-NCSS,S95TX445002,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.134964,33.1308517,193927,964161,United States of America,58,97,Ab,0,"{1:1.51,2:1.51}",1.51,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:????-??-??,2:????-??-??}",US-NCSS,S95TX445002,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.134964,33.1308517,193927,964162,United States of America,97,117,Bwb,0,"{1:1.41,2:1.41}",1.41,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:????-??-??,2:????-??-??}",US-NCSS,S95TX445002,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.134964,33.1308517,193927,964164,United States of America,152,196,2BCb,0,"{1:1.50,2:1.50}",1.5,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:????-??-??,2:????-??-??}",US-NCSS,S95TX445002,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.119445799999,33.1591682,193928,964166,United States of America,0,10,A1,0,"{1:1.38,2:1.38}",1.38,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1995-10-31,2:1995-10-31}",US-NCSS,S95TX445003,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.119445799999,33.1591682,193928,964167,United States of America,10,25,A2,0,"{1:1.51,2:1.51}",1.51,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1995-10-31,2:1995-10-31}",US-NCSS,S95TX445003,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-102.119445799999,33.1591682,193928,964171,United States of America,114,142,Bsskn2,0,"{1:1.73,2:1.73}",1.73,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1995-10-31,2:1995-10-31}",US-NCSS,S95TX445003,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.3066635,33.8538895,135769,606245,United States of America,10,28,A2,0,"{1:1.65,2:1.65}",1.65,"{""1:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting"",""2:calculation = not specified, corrections = not specified, measurement condition = oven dry (~ 105-110 °C), sample type = clod reconstituted from < 2 mm sample formed by wetting and dessication cycles that stimulate reconsolidating by water in a field setting""}","{1:1999-9-13,2:1999-9-13}",US-NCSS,00P0127,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
