'MI-Initialization, NOAA average weather 1950-1977; with weighted average clay and sampling depth'
-4.95	47.44	0
-3.54	38.45	0.1
1.33	48.55	6.19
8.55	92.36	44.1
14.82	79.17	96.57
20.06	99.38	140.31
22.27	87.14	160.59
21.36	86.41	143.05
17.37	77.64	97.3
11.62	72	55.29
4.12	66.42	13.76
-2.35	54.46	0.32
19	25
