X,Y,profile_id,profile_layer_id,country_name,upper_depth,lower_depth,layer_name,litter,totc_value,totc_value_avg,totc_method,totc_date,totc_dataset_id,totc_profile_code,totc_licence
-101.360166699999,34.5541944,149270,670362,United States of America,0,24,A,0,"{1:15.90,2:15.90}",15.9,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:2012-10-18,2:2012-10-18}",US-NCSS,13N2359,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.360166699999,34.5541944,149270,670363,United States of America,24,54,Bt1,0,"{1:9.80,2:9.80}",9.8,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:2012-10-18,2:2012-10-18}",US-NCSS,13N2359,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.360166699999,34.5541944,149270,670364,United States of America,54,79,Bt2,0,"{1:4.50,2:4.50}",4.5,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:2012-10-18,2:2012-10-18}",US-NCSS,13N2359,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.360166699999,34.5541944,149270,670365,United States of America,79,109,2Bt3,0,"{1:3.90,2:3.90}",3.9,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:2012-10-18,2:2012-10-18}",US-NCSS,13N2359,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.360166699999,34.5541944,149270,670366,United States of America,109,140,2Btk1,0,"{1:3.00,2:3.00}",3,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:2012-10-18,2:2012-10-18}",US-NCSS,13N2359,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.360166699999,34.5541944,149270,670367,United States of America,140,177,2Btk2,0,"{1:1.30,2:1.30}",1.3,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:2012-10-18,2:2012-10-18}",US-NCSS,13N2359,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.360166699999,34.5541944,149270,670368,United States of America,177,203,2Btk3,0,"{1:19.00,2:19.00}",19,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:2012-10-18,2:2012-10-18}",US-NCSS,13N2359,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.780082699999,33.5419426,178083,855971,United States of America,0,8,A,0,"{1:27.80,2:27.80}",27.8,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:1998-4-3,2:1998-4-3}",US-NCSS,98P0388,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.780082699999,33.5419426,178083,855973,United States of America,33,74,Bk1,0,"{1:50.80,2:50.80}",50.8,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:1998-4-3,2:1998-4-3}",US-NCSS,98P0388,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.780082699999,33.5419426,178083,855974,United States of America,74,137,Bk2,0,"{1:40.20,2:40.20}",40.2,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:1998-4-3,2:1998-4-3}",US-NCSS,98P0388,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.780082699999,33.5419426,178083,855975,United States of America,137,203,Bk3,0,"{1:24.00,2:24.00}",24,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:1998-4-3,2:1998-4-3}",US-NCSS,98P0388,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.7801666,33.533638,178084,855976,United States of America,0,5,A1,0,"{1:53.40,2:53.40}",53.4,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:1998-4-3,2:1998-4-3}",US-NCSS,98P0389,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.7801666,33.533638,178084,855979,United States of America,38,74,C1,0,"{1:73.30,2:73.30}",73.3,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:1998-4-3,2:1998-4-3}",US-NCSS,98P0389,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.7801666,33.533638,178084,855980,United States of America,74,140,C2,0,"{1:52.80,2:52.80}",52.8,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:1998-4-3,2:1998-4-3}",US-NCSS,98P0389,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.849998474121,33.5666999816895,614625,3135936,United States of America,0,18,,0,{1:8.70},8.7,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}",{1:1975-??-??},WD-ISCN,85066,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.849998474121,33.5666999816895,614625,3135937,United States of America,18,41,,0,{1:7.50},7.5,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}",{1:1975-??-??},WD-ISCN,85066,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.3066635,33.8538895,135769,606244,United States of America,0,10,A1,0,"{1:16.70,2:16.70}",16.7,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:1999-9-13,2:1999-9-13}",US-NCSS,00P0127,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.3066635,33.8538895,135769,606245,United States of America,10,28,A2,0,"{1:10.50,2:10.50}",10.5,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:1999-9-13,2:1999-9-13}",US-NCSS,00P0127,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.3066635,33.8538895,135769,606246,United States of America,28,61,Bw,0,"{1:10.80,2:10.80}",10.8,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:1999-9-13,2:1999-9-13}",US-NCSS,00P0127,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.3066635,33.8538895,135769,606247,United States of America,61,89,Bwb,0,"{1:12.60,2:12.60}",12.6,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:1999-9-13,2:1999-9-13}",US-NCSS,00P0127,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.3066635,33.8538895,135769,606248,United States of America,89,127,2Bw1,0,"{1:12.40,2:12.40}",12.4,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:1999-9-13,2:1999-9-13}",US-NCSS,00P0127,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.3066635,33.8538895,135769,606249,United States of America,127,155,2Bw2,0,"{1:13.50,2:13.50}",13.5,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:1999-9-13,2:1999-9-13}",US-NCSS,00P0127,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.3066635,33.8538895,135769,606250,United States of America,155,203,2Bw3,0,"{1:15.10,2:15.10}",15.1,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:1999-9-13,2:1999-9-13}",US-NCSS,00P0127,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.3536148,33.898613,135770,606251,United States of America,0,15,A,0,"{1:46.10,2:46.10}",46.1,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:1999-9-13,2:1999-9-13}",US-NCSS,00P0128,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.3536148,33.898613,135770,606252,United States of America,15,43,Bk,0,"{1:63.00,2:63.00}",63,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:1999-9-13,2:1999-9-13}",US-NCSS,00P0128,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.3536148,33.898613,135770,606253,United States of America,43,74,Btk1,0,"{1:49.80,2:49.80}",49.8,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:1999-9-13,2:1999-9-13}",US-NCSS,00P0128,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.3536148,33.898613,135770,606254,United States of America,74,117,Btk2,0,"{1:37.70,2:37.70}",37.7,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:1999-9-13,2:1999-9-13}",US-NCSS,00P0128,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.3536148,33.898613,135770,606255,United States of America,117,147,Btk3,0,"{1:23.10,2:23.10}",23.1,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:1999-9-13,2:1999-9-13}",US-NCSS,00P0128,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.3536148,33.898613,135770,606256,United States of America,147,188,2Btk,0,"{1:19.90,2:19.90}",19.9,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:1999-9-13,2:1999-9-13}",US-NCSS,00P0128,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.3536148,33.898613,135770,606257,United States of America,188,203,2BCk,0,"{1:27.50,2:27.50}",27.5,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:1999-9-13,2:1999-9-13}",US-NCSS,00P0128,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.4347229,33.9616661,135771,606258,United States of America,0,20,A,0,"{1:38.60,2:38.60}",38.6,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:1999-9-14,2:1999-9-14}",US-NCSS,00P0129,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.4347229,33.9616661,135771,606259,United States of America,20,33,Bk1,0,"{1:65.90,2:65.90}",65.9,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:1999-9-14,2:1999-9-14}",US-NCSS,00P0129,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.4347229,33.9616661,135771,606260,United States of America,33,61,Bk2,0,"{1:69.40,2:69.40}",69.4,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:1999-9-14,2:1999-9-14}",US-NCSS,00P0129,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.4347229,33.9616661,135771,606261,United States of America,61,114,Btk1,0,"{1:49.30,2:49.30}",49.3,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:1999-9-14,2:1999-9-14}",US-NCSS,00P0129,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.4347229,33.9616661,135771,606262,United States of America,114,160,Btk2,0,"{1:36.30,2:36.30}",36.3,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:1999-9-14,2:1999-9-14}",US-NCSS,00P0129,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.4347229,33.9616661,135771,606263,United States of America,160,203,Btk3,0,"{1:8.00,2:8.00}",8,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:1999-9-14,2:1999-9-14}",US-NCSS,00P0129,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.7868576,33.8797493,136332,609565,United States of America,0,8,A,0,"{1:14.50,2:14.50}",14.5,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:2000-1-24,2:2000-1-24}",US-NCSS,00P0698,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.7868576,33.8797493,136332,609566,United States of America,8,23,Bw,0,"{1:9.40,2:9.40}",9.4,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:2000-1-24,2:2000-1-24}",US-NCSS,00P0698,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.7868576,33.8797493,136332,609567,United States of America,23,36,Bss1,0,"{1:5.90,2:5.90}",5.9,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:2000-1-24,2:2000-1-24}",US-NCSS,00P0698,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.7868576,33.8797493,136332,609568,United States of America,36,64,,0,"{1:5.40,2:5.40}",5.4,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:2000-1-24,2:2000-1-24}",US-NCSS,00P0698,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.7868576,33.8797493,136332,609569,United States of America,64,86,,0,"{1:5.30,2:5.30}",5.3,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:2000-1-24,2:2000-1-24}",US-NCSS,00P0698,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.7868576,33.8797493,136332,609570,United States of America,86,107,2Btkb1,0,"{1:25.90,2:25.90}",25.9,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:2000-1-24,2:2000-1-24}",US-NCSS,00P0698,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.7868576,33.8797493,136332,609571,United States of America,107,142,2Btkb2,0,"{1:34.20,2:34.20}",34.2,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:2000-1-24,2:2000-1-24}",US-NCSS,00P0698,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.7868576,33.8797493,136332,609572,United States of America,142,198,2Btkb3,0,"{1:38.30,2:38.30}",38.3,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:2000-1-24,2:2000-1-24}",US-NCSS,00P0698,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.7868576,33.8797493,136332,609573,United States of America,198,231,2Btkb4,0,"{1:46.10,2:46.10}",46.1,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:2000-1-24,2:2000-1-24}",US-NCSS,00P0698,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.7868576,33.8797493,136332,609574,United States of America,231,282,2Btkb5,0,"{1:27.60,2:27.60}",27.6,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:2000-1-24,2:2000-1-24}",US-NCSS,00P0698,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.696357699999,33.8443604,137740,616356,United States of America,0,11,A1,0,"{1:30.40,2:30.40}",30.4,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:2001-4-27,2:2001-4-27}",US-NCSS,01N1050,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.696357699999,33.8443604,137740,616357,United States of America,11,29,A2,0,"{1:15.40,2:15.40}",15.4,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:2001-4-27,2:2001-4-27}",US-NCSS,01N1050,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.696357699999,33.8443604,137740,616358,United States of America,29,57,Bss,0,"{1:13.00,2:13.00}",13,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:2001-4-27,2:2001-4-27}",US-NCSS,01N1050,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.696357699999,33.8443604,137740,616359,United States of America,57,79,Bkss1,0,"{1:14.10,2:14.10}",14.1,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:2001-4-27,2:2001-4-27}",US-NCSS,01N1050,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.696357699999,33.8443604,137740,616360,United States of America,79,108,Bkss2,0,"{1:14.50,2:14.50}",14.5,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:2001-4-27,2:2001-4-27}",US-NCSS,01N1050,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.696357699999,33.8443604,137740,616361,United States of America,108,147,Bkss3,0,"{1:14.60,2:14.60}",14.6,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:2001-4-27,2:2001-4-27}",US-NCSS,01N1050,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.696357699999,33.8443604,137740,616362,United States of America,147,182,Bkss4,0,"{1:15.10,2:15.10}",15.1,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:2001-4-27,2:2001-4-27}",US-NCSS,01N1050,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.696357699999,33.8443604,137740,616363,United States of America,182,248,Bkss5,0,"{1:15.60,2:15.60}",15.6,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:2001-4-27,2:2001-4-27}",US-NCSS,01N1050,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.696357699999,33.8443604,137740,616364,United States of America,248,306,Bkss6,0,"{1:12.50,2:12.50}",12.5,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:2001-4-27,2:2001-4-27}",US-NCSS,01N1050,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.6955566,33.8444443,137741,616366,United States of America,0,10,A1,0,"{1:19.30,2:19.30}",19.3,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:2001-5-21,2:2001-5-21}",US-NCSS,01N1051,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.6955566,33.8444443,137741,616365,United States of America,10,36,A2,0,"{1:13.20,2:13.20}",13.2,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:2001-5-21,2:2001-5-21}",US-NCSS,01N1051,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.6955566,33.8444443,137741,616367,United States of America,36,74,Bkss1,0,"{1:15.50,2:15.50}",15.5,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:2001-5-21,2:2001-5-21}",US-NCSS,01N1051,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.6955566,33.8444443,137741,616368,United States of America,74,108,Bkss2,0,"{1:15.30,2:15.30}",15.3,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:2001-5-21,2:2001-5-21}",US-NCSS,01N1051,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.6955566,33.8444443,137741,616369,United States of America,108,150,Bkss3,0,"{1:15.00,2:15.00}",15,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:2001-5-21,2:2001-5-21}",US-NCSS,01N1051,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.6955566,33.8444443,137741,616370,United States of America,150,180,Bkss4,0,"{1:15.20,2:15.20}",15.2,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:2001-5-21,2:2001-5-21}",US-NCSS,01N1051,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.6955566,33.8444443,137741,616371,United States of America,180,219,Bkss5,0,"{1:15.40,2:15.40}",15.4,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:2001-5-21,2:2001-5-21}",US-NCSS,01N1051,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.6955566,33.8444443,137741,616372,United States of America,219,240,Bkss6,0,"{1:15.70,2:15.70}",15.7,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:2001-5-21,2:2001-5-21}",US-NCSS,01N1051,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.6955566,33.8444443,137741,616373,United States of America,240,293,Bkss7,0,"{1:16.70,2:16.70}",16.7,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:2001-5-21,2:2001-5-21}",US-NCSS,01N1051,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.6952209,33.8445015,137742,616374,United States of America,0,17,Ap,0,"{1:14.50,2:14.50}",14.5,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:2001-5-22,2:2001-5-22}",US-NCSS,01N1052,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.6952209,33.8445015,137742,616375,United States of America,17,49,A,0,"{1:13.30,2:13.30}",13.3,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:2001-5-22,2:2001-5-22}",US-NCSS,01N1052,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.6952209,33.8445015,137742,616376,United States of America,49,88,Bkss1,0,"{1:15.50,2:15.50}",15.5,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:2001-5-22,2:2001-5-22}",US-NCSS,01N1052,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.6952209,33.8445015,137742,616377,United States of America,88,161,Bkss2,0,"{1:14.80,2:14.80}",14.8,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:2001-5-22,2:2001-5-22}",US-NCSS,01N1052,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.6952209,33.8445015,137742,616378,United States of America,161,200,Bkss3,0,"{1:15.50,2:15.50}",15.5,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:2001-5-22,2:2001-5-22}",US-NCSS,01N1052,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.6952209,33.8445015,137742,616379,United States of America,200,221,Bkss4,0,"{1:15.30,2:15.30}",15.3,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:2001-5-22,2:2001-5-22}",US-NCSS,01N1052,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.6952209,33.8445015,137742,616380,United States of America,221,317,Bkss5,0,"{1:12.10,2:12.10}",12.1,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:2001-5-22,2:2001-5-22}",US-NCSS,01N1052,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.6949158,33.8445282,137743,616381,United States of America,0,17,Ap,0,"{1:14.90,2:14.90}",14.9,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:2001-5-24,2:2001-5-24}",US-NCSS,01N1053,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.6949158,33.8445282,137743,616382,United States of America,17,48,A,0,"{1:16.00,2:16.00}",16,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:2001-5-24,2:2001-5-24}",US-NCSS,01N1053,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.6949158,33.8445282,137743,616383,United States of America,48,92,Bkss1,0,"{1:17.90,2:17.90}",17.9,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:2001-5-24,2:2001-5-24}",US-NCSS,01N1053,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
-101.6949158,33.8445282,137743,616384,United States of America,92,156,Bkss2,0,"{1:18.40,2:18.40}",18.4,"{""1:calculation = not specified, sample pretreatment = sieved over 2 mm sieve"",""2:calculation = not specified, sample pretreatment = sieved over 2 mm sieve""}","{1:2001-5-24,2:2001-5-24}",US-NCSS,01N1053,U.S. Public Domain http://www.usa.gov/publicdomain/label/1.0/
